child_dgroup_id,parent_type,parent_id,parent_label,child_name
DG00003,dgroup,DG01447,Aminoglycoside antibiotic,Neomycin
DG00004,dgroup,DG01883,Imidazole antifungal,Miconazole
DG00004,dgroup,DG01643,CYP2C9 inhibitor,Miconazole
DG00004,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Miconazole
DG00005,dgroup,DG01197,Tetracycline antibiotic,Tetracycline
DG00006,dgroup,DG01884,Imidazole antiprotozoal,Metronidazole
DG00006,dgroup,DG01638,CYP2A6 substrate,Metronidazole
DG00006,dgroup,DG01643,CYP2C9 inhibitor,Metronidazole
DG00007,dgroup,DG01197,Tetracycline antibiotic,Chlortetracycline
DG00008,dgroup,DG01197,Tetracycline antibiotic,Doxycycline
DG00009,dgroup,DG01197,Tetracycline antibiotic,Minocycline
DG00010,dgroup,DG01955,Corticosteroid,Triamcinolone
DG00010,dgroup,DG02068,Glucocorticoid,Triamcinolone
DG00011,dgroup,DG01955,Corticosteroid,Dexamethasone
DG00011,dgroup,DG02068,Glucocorticoid,Dexamethasone
DG00011,dgroup,DG01633,CYP3A/CYP3A4 substrate,Dexamethasone
DG00011,dgroup,DG02913,CYP3A4 substrate,Dexamethasone
DG00011,dgroup,DG02853,CYP3A/CYP3A4 inducer,Dexamethasone
DG00011,dgroup,DG01635,CYP3A4 inducer,Dexamethasone
DG00012,dgroup,DG01955,Corticosteroid,Hydrocortisone
DG00012,dgroup,DG02068,Glucocorticoid,Hydrocortisone
DG00012,dgroup,DG01633,CYP3A/CYP3A4 substrate,Hydrocortisone
DG00013,dgroup,DG01703,Cardiotonic,Epinephrine
DG00013,dgroup,DG01699,Catecholamine cardiotonic,Epinephrine
DG00013,dgroup,DG01456,Adrenergic receptor agonist,Epinephrine
DG00013,dgroup,DG01951,Catecholamine adrenergic receptor agonist,Epinephrine
DG00013,dgroup,DG01592,COMT substrate,Epinephrine
DG00013,dgroup,DG02917,MAO substrate,Epinephrine
DG00014,dgroup,DG01504,Nonsteroidal anti-inflammatory drug (NSAID),Benzydamine
DG00015,dgroup,DG01950,Antithrombotic agent,Acetylsalicylic acid
DG00015,dgroup,DG01712,Antiplatelet agent,Acetylsalicylic acid
DG00015,dgroup,DG01504,Nonsteroidal anti-inflammatory drug (NSAID),Acetylsalicylic acid
DG00015,dgroup,DG01909,"Anti-inflammatory drug, salicylic acid derivatives",Acetylsalicylic acid
DG00016,dgroup,DG01456,Adrenergic receptor agonist,Adrenalone
DG00016,dgroup,DG01450,alpha-Adrenergic receptor agonist,Adrenalone
DG00016,dgroup,DG01448,alpha1-Adrenergic receptor agonist,Adrenalone
DG00016,dgroup,DG01951,Catecholamine adrenergic receptor agonist,Adrenalone
DG00017,dgroup,DG01975,Agents for peptic ulcer,Cimetidine
DG00017,dgroup,DG01481,Histamine receptor H2 antagonist,Cimetidine
DG00017,dgroup,DG01645,CYP2D6 inhibitor,Cimetidine
DG00017,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Cimetidine
DG00017,dgroup,DG01522,CYP3A4 inhibitor,Cimetidine
DG00018,dgroup,DG01975,Agents for peptic ulcer,Ranitidine
DG00018,dgroup,DG01481,Histamine receptor H2 antagonist,Ranitidine
DG00018,dgroup,DG01645,CYP2D6 inhibitor,Ranitidine
DG00018,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Ranitidine
DG00018,dgroup,DG02854,SLC22A2 substrate,Ranitidine
DG00018,dgroup,DG02863,SLC22A2 inhibitor,Ranitidine
DG00019,dgroup,DG01975,Agents for peptic ulcer,Roxatidine
DG00019,dgroup,DG01481,Histamine receptor H2 antagonist,Roxatidine
DG00020,dgroup,DG01975,Agents for peptic ulcer,Omeprazole
DG00020,dgroup,DG01646,Proton pump inhibitor (PPI),Omeprazole
DG00020,dgroup,DG01639,CYP2C19 substrate,Omeprazole
DG00020,dgroup,DG01633,CYP3A/CYP3A4 substrate,Omeprazole
DG00020,dgroup,DG02913,CYP3A4 substrate,Omeprazole
DG00021,dgroup,DG01975,Agents for peptic ulcer,Pantoprazole
DG00021,dgroup,DG01646,Proton pump inhibitor (PPI),Pantoprazole
DG00021,dgroup,DG01639,CYP2C19 substrate,Pantoprazole
DG00021,dgroup,DG01633,CYP3A/CYP3A4 substrate,Pantoprazole
DG00021,dgroup,DG02913,CYP3A4 substrate,Pantoprazole
DG00022,dgroup,DG01975,Agents for peptic ulcer,Rabeprazole
DG00022,dgroup,DG01646,Proton pump inhibitor (PPI),Rabeprazole
DG00022,dgroup,DG01639,CYP2C19 substrate,Rabeprazole
DG00022,dgroup,DG01633,CYP3A/CYP3A4 substrate,Rabeprazole
DG00022,dgroup,DG02913,CYP3A4 substrate,Rabeprazole
DG00023,dgroup,DG01975,Agents for peptic ulcer,Esomeprazole
DG00023,dgroup,DG01646,Proton pump inhibitor (PPI),Esomeprazole
DG00023,dgroup,DG01639,CYP2C19 substrate,Esomeprazole
DG00023,dgroup,DG01633,CYP3A/CYP3A4 substrate,Esomeprazole
DG00023,dgroup,DG02913,CYP3A4 substrate,Esomeprazole
DG00025,dgroup,DG01975,Agents for peptic ulcer,Sucralfate
DG00025,dgroup,DG02008,Gastric mucosal protectant,Sucralfate
DG00026,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Pirenzepine
DG00026,dgroup,DG01975,Agents for peptic ulcer,Pirenzepine
DG00028,dgroup,DG01975,Agents for peptic ulcer,Alginic acid
DG00028,dgroup,DG02008,Gastric mucosal protectant,Alginic acid
DG00029,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Oxyphencyclimine
DG00030,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Mebeverine
DG00031,dgroup,DG01587,Opioid receptor agonist/antagonist,Trimebutine
DG00032,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Dicycloverine
DG00033,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Dihexyverine
DG00034,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Piperidolate
DG00034,dgroup,DG01975,Agents for peptic ulcer,Piperidolate
DG00035,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Propantheline
DG00035,dgroup,DG01975,Agents for peptic ulcer,Propantheline
DG00036,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Methantheline
DG00037,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Tridihexethyl
DG00038,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Isopropamide
DG00039,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Hexocyclium
DG00040,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Mepenzolate
DG00041,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Timepidium bromide
DG00041,dgroup,DG01975,Agents for peptic ulcer,Timepidium bromide
DG00046,dgroup,DG01489,5-HT3-receptor antagonist,Alosetron
DG00046,dgroup,DG01892,CYP1A2 substrate,Alosetron
DG00046,dgroup,DG01642,CYP2C9 substrate,Alosetron
DG00046,dgroup,DG01633,CYP3A/CYP3A4 substrate,Alosetron
DG00046,dgroup,DG02913,CYP3A4 substrate,Alosetron
DG00047,dgroup,DG01489,5-HT3-receptor antagonist,Cilansetron
DG00050,dgroup,DG01497,Catechol O-methyltransferase inhibitor,Phloroglucinol
DG00052,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Atropine
DG00053,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Hyoscyamine
DG00055,dgroup,DG01478,Dopamine antagonist,Metoclopramide
DG00055,dgroup,DG01474,Dopamine D2-receptor antagonist,Metoclopramide
DG00055,dgroup,DG01763,Propulsive,Metoclopramide
DG00055,dgroup,DG01489,5-HT3-receptor antagonist,Metoclopramide
DG00055,dgroup,DG01762,Antiemetic,Metoclopramide
DG00055,dgroup,DG01783,Benzamide type antiemetic,Metoclopramide
DG00055,dgroup,DG01644,CYP2D6 substrate,Metoclopramide
DG00055,dgroup,DG01645,CYP2D6 inhibitor,Metoclopramide
DG00056,dgroup,DG01763,Propulsive,Cisapride
DG00056,dgroup,DG01633,CYP3A/CYP3A4 substrate,Cisapride
DG00057,dgroup,DG01478,Dopamine antagonist,Domperidone
DG00057,dgroup,DG01474,Dopamine D2-receptor antagonist,Domperidone
DG00057,dgroup,DG01763,Propulsive,Domperidone
DG00057,dgroup,DG01762,Antiemetic,Domperidone
DG00057,dgroup,DG01633,CYP3A/CYP3A4 substrate,Domperidone
DG00057,dgroup,DG02913,CYP3A4 substrate,Domperidone
DG00058,dgroup,DG01478,Dopamine antagonist,Alizapride
DG00058,dgroup,DG01474,Dopamine D2-receptor antagonist,Alizapride
DG00058,dgroup,DG01763,Propulsive,Alizapride
DG00058,dgroup,DG01762,Antiemetic,Alizapride
DG00058,dgroup,DG01783,Benzamide type antiemetic,Alizapride
DG00059,dgroup,DG01478,Dopamine antagonist,Clebopride
DG00059,dgroup,DG01474,Dopamine D2-receptor antagonist,Clebopride
DG00059,dgroup,DG01763,Propulsive,Clebopride
DG00059,dgroup,DG01762,Antiemetic,Clebopride
DG00059,dgroup,DG01783,Benzamide type antiemetic,Clebopride
DG00060,dgroup,DG01489,5-HT3-receptor antagonist,Ondansetron
DG00060,dgroup,DG01762,Antiemetic,Ondansetron
DG00060,dgroup,DG01892,CYP1A2 substrate,Ondansetron
DG00060,dgroup,DG01644,CYP2D6 substrate,Ondansetron
DG00060,dgroup,DG01633,CYP3A/CYP3A4 substrate,Ondansetron
DG00060,dgroup,DG02913,CYP3A4 substrate,Ondansetron
DG00061,dgroup,DG01489,5-HT3-receptor antagonist,Granisetron
DG00061,dgroup,DG01762,Antiemetic,Granisetron
DG00061,dgroup,DG01891,CYP1A1 substrate,Granisetron
DG00061,dgroup,DG01633,CYP3A/CYP3A4 substrate,Granisetron
DG00061,dgroup,DG02913,CYP3A4 substrate,Granisetron
DG00062,dgroup,DG01489,5-HT3-receptor antagonist,Tropisetron
DG00062,dgroup,DG01762,Antiemetic,Tropisetron
DG00063,dgroup,DG01489,5-HT3-receptor antagonist,Dolasetron
DG00063,dgroup,DG01762,Antiemetic,Dolasetron
DG00063,dgroup,DG01644,CYP2D6 substrate,Dolasetron
DG00063,dgroup,DG01633,CYP3A/CYP3A4 substrate,Dolasetron
DG00064,dgroup,DG01489,5-HT3-receptor antagonist,Palonosetron
DG00064,dgroup,DG01762,Antiemetic,Palonosetron
DG00064,dgroup,DG01892,CYP1A2 substrate,Palonosetron
DG00064,dgroup,DG01644,CYP2D6 substrate,Palonosetron
DG00064,dgroup,DG01633,CYP3A/CYP3A4 substrate,Palonosetron
DG00064,dgroup,DG02913,CYP3A4 substrate,Palonosetron
DG00065,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Scopolamine
DG00065,dgroup,DG01762,Antiemetic,Scopolamine
DG00066,dgroup,DG01762,Antiemetic,Aprepitant
DG00066,dgroup,DG01633,CYP3A/CYP3A4 substrate,Aprepitant
DG00066,dgroup,DG02913,CYP3A4 substrate,Aprepitant
DG00066,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Aprepitant
DG00066,dgroup,DG01522,CYP3A4 inhibitor,Aprepitant
DG00066,dgroup,DG02886,CYP2C9 inducer,Aprepitant
DG00066,dgroup,DG02853,CYP3A/CYP3A4 inducer,Aprepitant
DG00066,dgroup,DG01635,CYP3A4 inducer,Aprepitant
DG00068,dgroup,DG01770,Laxative,Oxyphenisatine
DG00069,dgroup,DG01770,Laxative,Bisacodyl
DG00070,dgroup,DG01770,Laxative,Phenolphthalein
DG00071,dgroup,DG01770,Laxative,Castor oil
DG00072,dgroup,DG01770,Laxative,Sodium picosulfate
DG00075,dgroup,DG01770,Laxative,Sodium sulfate
DG00078,dgroup,DG01586,Opioid receptor antagonist,Naloxegol
DG00078,dgroup,DG01770,Laxative,Naloxegol
DG00078,dgroup,DG01633,CYP3A/CYP3A4 substrate,Naloxegol
DG00079,dgroup,DG01770,Laxative,Linaclotide
DG00080,dgroup,DG01770,Laxative,Prucalopride
DG00081,dgroup,DG02924,UGT substrate,Tegaserod
DG00082,dgroup,DG01447,Aminoglycoside antibiotic,Streptomycin
DG00082,dgroup,DG01966,Antitubercular,Streptomycin
DG00083,dgroup,DG01579,Polypeptide antibiotic,Polymyxin B
DG00084,dgroup,DG01447,Aminoglycoside antibiotic,Paromomycin
DG00085,dgroup,DG01447,Aminoglycoside antibiotic,Kanamycin
DG00085,dgroup,DG01966,Antitubercular,Kanamycin
DG00086,dgroup,DG01580,Glycopeptide antibiotic,Vancomycin
DG00087,dgroup,DG01579,Polypeptide antibiotic,Colistin
DG00088,dgroup,DG01787,Sulfonamide antibacterial,Succinylsulfathiazole
DG00088,dgroup,DG01784,Short-acting sulfonamide,Succinylsulfathiazole
DG00090,dgroup,DG01564,Opioid receptor agonist,Diphenoxylate
DG00090,dgroup,DG01563,mu-Opioid receptor agonist,Diphenoxylate
DG00091,dgroup,DG01984,Opioid analgesics,Opium
DG00092,dgroup,DG01564,Opioid receptor agonist,Loperamide
DG00092,dgroup,DG02918,CYP2C8 substrate,Loperamide
DG00092,dgroup,DG01633,CYP3A/CYP3A4 substrate,Loperamide
DG00092,dgroup,DG02913,CYP3A4 substrate,Loperamide
DG00092,dgroup,DG01665,ABCB1 substrate,Loperamide
DG00093,dgroup,DG01955,Corticosteroid,Prednisolone
DG00093,dgroup,DG02068,Glucocorticoid,Prednisolone
DG00094,dgroup,DG01955,Corticosteroid,Prednisone
DG00094,dgroup,DG02068,Glucocorticoid,Prednisone
DG00095,dgroup,DG01955,Corticosteroid,Betamethasone
DG00095,dgroup,DG02068,Glucocorticoid,Betamethasone
DG00096,dgroup,DG01955,Corticosteroid,Tixocortol
DG00096,dgroup,DG02068,Glucocorticoid,Tixocortol
DG00097,dgroup,DG01955,Corticosteroid,Beclometasone
DG00097,dgroup,DG02068,Glucocorticoid,Beclometasone
DG00098,dgroup,DG01805,Mediator release inhibitor,Cromoglicic acid
DG00099,dgroup,DG01504,Nonsteroidal anti-inflammatory drug (NSAID),Olsalazine
DG00099,dgroup,DG01909,"Anti-inflammatory drug, salicylic acid derivatives",Olsalazine
DG00100,dgroup,DG01504,Nonsteroidal anti-inflammatory drug (NSAID),Balsalazide
DG00100,dgroup,DG01909,"Anti-inflammatory drug, salicylic acid derivatives",Balsalazide
DG00102,dgroup,DG01705,Anoretic,Phentermine
DG00102,dgroup,DG01704,Phenethylamine anorexic,Phentermine
DG00103,dgroup,DG01705,Anoretic,Fenfluramine
DG00103,dgroup,DG01704,Phenethylamine anorexic,Fenfluramine
DG00103,dgroup,DG01892,CYP1A2 substrate,Fenfluramine
DG00103,dgroup,DG02919,CYP2B6 substrate,Fenfluramine
DG00103,dgroup,DG01642,CYP2C9 substrate,Fenfluramine
DG00103,dgroup,DG01639,CYP2C19 substrate,Fenfluramine
DG00103,dgroup,DG01644,CYP2D6 substrate,Fenfluramine
DG00103,dgroup,DG01633,CYP3A/CYP3A4 substrate,Fenfluramine
DG00103,dgroup,DG02913,CYP3A4 substrate,Fenfluramine
DG00103,dgroup,DG02925,CYP3A5 substrate,Fenfluramine
DG00104,dgroup,DG01705,Anoretic,Amfepramone
DG00104,dgroup,DG01704,Phenethylamine anorexic,Amfepramone
DG00105,dgroup,DG01705,Anoretic,Dexfenfluramine
DG00105,dgroup,DG01704,Phenethylamine anorexic,Dexfenfluramine
DG00105,dgroup,DG01644,CYP2D6 substrate,Dexfenfluramine
DG00106,dgroup,DG01705,Anoretic,Cathine
DG00106,dgroup,DG01704,Phenethylamine anorexic,Cathine
DG00107,dgroup,DG01705,Anoretic,Mefenorex
DG00107,dgroup,DG01704,Phenethylamine anorexic,Mefenorex
DG00108,dgroup,DG01705,Anoretic,Sibutramine
DG00108,dgroup,DG01704,Phenethylamine anorexic,Sibutramine
DG00112,dgroup,DG01685,Insulin sensitizer,Phenformin
DG00112,dgroup,DG01684,Biguanide antidiabetic,Phenformin
DG00112,dgroup,DG02044,Hypoglycemic agent,Phenformin
DG00112,dgroup,DG01684,Biguanide antidiabetic,Phenformin
DG00112,dgroup,DG01644,CYP2D6 substrate,Phenformin
DG00113,dgroup,DG01685,Insulin sensitizer,Metformin
DG00113,dgroup,DG01684,Biguanide antidiabetic,Metformin
DG00113,dgroup,DG02044,Hypoglycemic agent,Metformin
DG00113,dgroup,DG01684,Biguanide antidiabetic,Metformin
DG00114,dgroup,DG01685,Insulin sensitizer,Buformin
DG00114,dgroup,DG01684,Biguanide antidiabetic,Buformin
DG00114,dgroup,DG02044,Hypoglycemic agent,Buformin
DG00114,dgroup,DG01684,Biguanide antidiabetic,Buformin
DG00115,dgroup,DG01508,Sulfonylurea receptor agonist,Tolbutamide
DG00115,dgroup,DG01734,Sulfonylurea,Tolbutamide
DG00115,dgroup,DG02044,Hypoglycemic agent,Tolbutamide
DG00115,dgroup,DG01734,Sulfonylurea,Tolbutamide
DG00116,dgroup,DG01685,Insulin sensitizer,Rosiglitazone
DG00116,dgroup,DG01795,PPAR gamma agonist,Rosiglitazone
DG00116,dgroup,DG01683,Thiazolidinedione,Rosiglitazone
DG00116,dgroup,DG02044,Hypoglycemic agent,Rosiglitazone
DG00116,dgroup,DG01683,Thiazolidinedione,Rosiglitazone
DG00117,dgroup,DG01685,Insulin sensitizer,Pioglitazone
DG00117,dgroup,DG01795,PPAR gamma agonist,Pioglitazone
DG00117,dgroup,DG01683,Thiazolidinedione,Pioglitazone
DG00117,dgroup,DG02044,Hypoglycemic agent,Pioglitazone
DG00117,dgroup,DG01683,Thiazolidinedione,Pioglitazone
DG00117,dgroup,DG02918,CYP2C8 substrate,Pioglitazone
DG00118,dgroup,DG02044,Hypoglycemic agent,Sitagliptin
DG00118,dgroup,DG01601,DPP-4 inhibitor,Sitagliptin
DG00119,dgroup,DG02044,Hypoglycemic agent,Saxagliptin
DG00119,dgroup,DG01601,DPP-4 inhibitor,Saxagliptin
DG00119,dgroup,DG01633,CYP3A/CYP3A4 substrate,Saxagliptin
DG00119,dgroup,DG02913,CYP3A4 substrate,Saxagliptin
DG00119,dgroup,DG02925,CYP3A5 substrate,Saxagliptin
DG00120,dgroup,DG02044,Hypoglycemic agent,Pramlintide
DG00121,dgroup,DG02044,Hypoglycemic agent,Benfluorex
DG00121,dgroup,DG01705,Anoretic,Benfluorex
DG00121,dgroup,DG01704,Phenethylamine anorexic,Benfluorex
DG00122,dgroup,DG02044,Hypoglycemic agent,Dapagliflozin
DG00122,dgroup,DG01794,SGLT2 inhibitor,Dapagliflozin
DG00122,dgroup,DG02924,UGT substrate,Dapagliflozin
DG00122,dgroup,DG03188,UGT1A9 substrate,Dapagliflozin
DG00123,dgroup,DG01604,Retinol derivative,Retinol (vit A)
DG00123,dgroup,DG02918,CYP2C8 substrate,Retinol (vit A)
DG00134,dgroup,DG01980,Calcium,Calcium phosphate
DG00135,dgroup,DG01980,Calcium,Calcium gluconate
DG00136,dgroup,DG01980,Calcium,Calcium lactate
DG00137,dgroup,DG01980,Calcium,Calcium chloride
DG00139,dgroup,DG01979,Magnesium containing preparation,Magnesium chloride
DG00140,dgroup,DG01590,Androgen receptor agonist,Metenolone
DG00140,dgroup,DG01605,Anabolic steroid,Metenolone
DG00141,dgroup,DG01590,Androgen receptor agonist,Prasterone
DG00141,dgroup,DG01605,Anabolic steroid,Prasterone
DG00142,dgroup,DG01590,Androgen receptor agonist,Nandrolone
DG00142,dgroup,DG01605,Anabolic steroid,Nandrolone
DG00148,dgroup,DG01644,CYP2D6 substrate,Eliglustat
DG00148,dgroup,DG01633,CYP3A/CYP3A4 substrate,Eliglustat
DG00148,dgroup,DG02913,CYP3A4 substrate,Eliglustat
DG00148,dgroup,DG01665,ABCB1 substrate,Eliglustat
DG00149,dgroup,DG01950,Antithrombotic agent,Warfarin
DG00149,dgroup,DG01708,Coumarin anticoagulant,Warfarin
DG00149,dgroup,DG01760,Warfarin and analog,Warfarin
DG00149,dgroup,DG01642,CYP2C9 substrate,Warfarin
DG00150,dgroup,DG01950,Antithrombotic agent,Heparin
DG00150,dgroup,DG01709,Heparin anticoagulant,Heparin
DG00154,dgroup,DG01950,Antithrombotic agent,Cloricromen
DG00154,dgroup,DG01708,Coumarin anticoagulant,Cloricromen
DG00154,dgroup,DG01712,Antiplatelet agent,Cloricromen
DG00155,dgroup,DG01950,Antithrombotic agent,Clopidogrel
DG00155,dgroup,DG01712,Antiplatelet agent,Clopidogrel
DG00155,dgroup,DG01808,Thienopyridine,Clopidogrel
DG00155,dgroup,DG01809,P2Y12 receptor antagonist,Clopidogrel
DG00155,dgroup,DG01808,Thienopyridine,Clopidogrel
DG00155,dgroup,DG01892,CYP1A2 substrate,Clopidogrel
DG00155,dgroup,DG02919,CYP2B6 substrate,Clopidogrel
DG00155,dgroup,DG01639,CYP2C19 substrate,Clopidogrel
DG00155,dgroup,DG01633,CYP3A/CYP3A4 substrate,Clopidogrel
DG00155,dgroup,DG02913,CYP3A4 substrate,Clopidogrel
DG00155,dgroup,DG01641,CYP2C8 inhibitor,Clopidogrel
DG00156,dgroup,DG01950,Antithrombotic agent,Ticlopidine
DG00156,dgroup,DG01712,Antiplatelet agent,Ticlopidine
DG00156,dgroup,DG01808,Thienopyridine,Ticlopidine
DG00156,dgroup,DG01809,P2Y12 receptor antagonist,Ticlopidine
DG00156,dgroup,DG01808,Thienopyridine,Ticlopidine
DG00156,dgroup,DG01634,CYP1A2 inhibitor,Ticlopidine
DG00156,dgroup,DG02892,CYP2B6 inhibitor,Ticlopidine
DG00156,dgroup,DG01933,CYP2C19 inhibitor,Ticlopidine
DG00156,dgroup,DG01645,CYP2D6 inhibitor,Ticlopidine
DG00157,dgroup,DG01950,Antithrombotic agent,Epoprostenol
DG00157,dgroup,DG01712,Antiplatelet agent,Epoprostenol
DG00157,dgroup,DG01961,Prostaglandin derivative,Epoprostenol
DG00157,dgroup,DG01810,Prostacycline derivative,Epoprostenol
DG00158,dgroup,DG01950,Antithrombotic agent,Iloprost
DG00158,dgroup,DG01712,Antiplatelet agent,Iloprost
DG00158,dgroup,DG01961,Prostaglandin derivative,Iloprost
DG00158,dgroup,DG01810,Prostacycline derivative,Iloprost
DG00159,dgroup,DG01950,Antithrombotic agent,Tirofiban
DG00159,dgroup,DG01712,Antiplatelet agent,Tirofiban
DG00159,dgroup,DG01811,Fibrinogen receptor antagonist,Tirofiban
DG00160,dgroup,DG01950,Antithrombotic agent,Beraprost
DG00160,dgroup,DG01712,Antiplatelet agent,Beraprost
DG00160,dgroup,DG01961,Prostaglandin derivative,Beraprost
DG00160,dgroup,DG01810,Prostacycline derivative,Beraprost
DG00161,dgroup,DG01950,Antithrombotic agent,Treprostinil
DG00161,dgroup,DG01712,Antiplatelet agent,Treprostinil
DG00161,dgroup,DG01961,Prostaglandin derivative,Treprostinil
DG00161,dgroup,DG01810,Prostacycline derivative,Treprostinil
DG00161,dgroup,DG02918,CYP2C8 substrate,Treprostinil
DG00162,dgroup,DG01950,Antithrombotic agent,Urokinase
DG00162,dgroup,DG01707,Fibrinolytic,Urokinase
DG00162,dgroup,DG01701,Urokinase-type plasminogen activator,Urokinase
DG00163,dgroup,DG01950,Antithrombotic agent,Argatroban
DG00163,dgroup,DG01511,Thrombin inhibitor,Argatroban
DG00163,dgroup,DG01633,CYP3A/CYP3A4 substrate,Argatroban
DG00163,dgroup,DG02913,CYP3A4 substrate,Argatroban
DG00164,dgroup,DG01950,Antithrombotic agent,Dabigatran
DG00164,dgroup,DG01511,Thrombin inhibitor,Dabigatran
DG00164,dgroup,DG01665,ABCB1 substrate,Dabigatran
DG00165,dgroup,DG02016,Hemostatics,Camostat
DG00165,dgroup,DG02012,Antifibrinolytic,Camostat
DG00165,dgroup,DG01990,Serine protease inhibitor,Camostat
DG00166,dgroup,DG02016,Hemostatics,Menadione
DG00166,dgroup,DG02014,Blood coagulation accelerant,Menadione
DG00166,dgroup,DG01603,Vitamin K,Menadione
DG00167,dgroup,DG02016,Hemostatics,Human fibrinogen
DG00167,dgroup,DG02014,Blood coagulation accelerant,Human fibrinogen
DG00167,dgroup,DG02013,Blood coagulation factor,Human fibrinogen
DG00169,dgroup,DG02016,Hemostatics,Thrombin
DG00169,dgroup,DG02014,Blood coagulation accelerant,Thrombin
DG00170,dgroup,DG02016,Hemostatics,Blood coagulation factor VIII
DG00170,dgroup,DG02014,Blood coagulation accelerant,Blood coagulation factor VIII
DG00170,dgroup,DG02013,Blood coagulation factor,Blood coagulation factor VIII
DG00171,dgroup,DG02016,Hemostatics,Blood coagulation factor IX
DG00171,dgroup,DG02014,Blood coagulation accelerant,Blood coagulation factor IX
DG00171,dgroup,DG02013,Blood coagulation factor,Blood coagulation factor IX
DG00172,dgroup,DG02016,Hemostatics,Blood coagulation factor VII
DG00172,dgroup,DG02014,Blood coagulation accelerant,Blood coagulation factor VII
DG00172,dgroup,DG02013,Blood coagulation factor,Blood coagulation factor VII
DG00173,dgroup,DG02016,Hemostatics,Carbazochrome
DG00174,dgroup,DG01694,Iron preparation,Ferrous sulfate
DG00191,dgroup,DG01703,Cardiotonic,Metildigoxin
DG00191,dgroup,DG01698,Cardiac glycoside,Metildigoxin
DG00191,dgroup,DG01697,Digitalis cardiac glycoside,Metildigoxin
DG00191,dgroup,DG01653,Antiarrhythmics,Metildigoxin
DG00191,dgroup,DG01665,ABCB1 substrate,Metildigoxin
DG00192,dgroup,DG01653,Antiarrhythmics,Quinidine
DG00192,dgroup,DG01652,Class I antiarrhythmic agent,Quinidine
DG00192,dgroup,DG01649,Class Ia antiarrhythmic agent,Quinidine
DG00193,dgroup,DG01653,Antiarrhythmics,Procainamide
DG00193,dgroup,DG01652,Class I antiarrhythmic agent,Procainamide
DG00193,dgroup,DG01649,Class Ia antiarrhythmic agent,Procainamide
DG00193,dgroup,DG02928,NAT substrate,Procainamide
DG00193,dgroup,DG02858,SLC22A1 substrate,Procainamide
DG00193,dgroup,DG02854,SLC22A2 substrate,Procainamide
DG00193,dgroup,DG02964,SLC47A1 substrate,Procainamide
DG00193,dgroup,DG03002,SLC47A2 substrate,Procainamide
DG00194,dgroup,DG01653,Antiarrhythmics,Disopyramide
DG00194,dgroup,DG01652,Class I antiarrhythmic agent,Disopyramide
DG00194,dgroup,DG01649,Class Ia antiarrhythmic agent,Disopyramide
DG00194,dgroup,DG01633,CYP3A/CYP3A4 substrate,Disopyramide
DG00194,dgroup,DG02913,CYP3A4 substrate,Disopyramide
DG00195,dgroup,DG01653,Antiarrhythmics,Sparteine
DG00195,dgroup,DG01652,Class I antiarrhythmic agent,Sparteine
DG00195,dgroup,DG01649,Class Ia antiarrhythmic agent,Sparteine
DG00195,dgroup,DG01644,CYP2D6 substrate,Sparteine
DG00196,dgroup,DG01653,Antiarrhythmics,Lidocaine
DG00196,dgroup,DG01652,Class I antiarrhythmic agent,Lidocaine
DG00196,dgroup,DG01651,Class Ib antiarrhythmic agent,Lidocaine
DG00196,dgroup,DG02030,Anesthetics,Lidocaine
DG00196,dgroup,DG01675,Local anesthetic,Lidocaine
DG00196,dgroup,DG01673,Amide type local anesthetic,Lidocaine
DG00196,dgroup,DG01892,CYP1A2 substrate,Lidocaine
DG00196,dgroup,DG01633,CYP3A/CYP3A4 substrate,Lidocaine
DG00196,dgroup,DG02913,CYP3A4 substrate,Lidocaine
DG00197,dgroup,DG01653,Antiarrhythmics,Mexiletine
DG00197,dgroup,DG01652,Class I antiarrhythmic agent,Mexiletine
DG00197,dgroup,DG01651,Class Ib antiarrhythmic agent,Mexiletine
DG00197,dgroup,DG01892,CYP1A2 substrate,Mexiletine
DG00197,dgroup,DG01644,CYP2D6 substrate,Mexiletine
DG00198,dgroup,DG01653,Antiarrhythmics,Tocainide
DG00198,dgroup,DG01652,Class I antiarrhythmic agent,Tocainide
