child_dgroup_id,parent_type,parent_id,parent_label,child_name
DG00356,dgroup,DG01946,Hypolipidemic agent,Cerivastatin
DG00356,dgroup,DG01660,HMG-CoA reductase inhibitor,Cerivastatin
DG00356,dgroup,DG02918,CYP2C8 substrate,Cerivastatin
DG00356,dgroup,DG01633,CYP3A/CYP3A4 substrate,Cerivastatin
DG00356,dgroup,DG02913,CYP3A4 substrate,Cerivastatin
DG00357,dgroup,DG01946,Hypolipidemic agent,Rosuvastatin
DG00357,dgroup,DG01660,HMG-CoA reductase inhibitor,Rosuvastatin
DG00357,dgroup,DG01913,ABCG2 substrate,Rosuvastatin
DG00357,dgroup,DG02856,SLCO1B1 substrate,Rosuvastatin
DG00358,dgroup,DG01946,Hypolipidemic agent,Clofibrate
DG00358,dgroup,DG01733,PPAR alpha agonist,Clofibrate
DG00358,dgroup,DG01547,Fibrate,Clofibrate
DG00359,dgroup,DG01946,Hypolipidemic agent,Colestipol
DG00359,dgroup,DG01945,Bile acid sequestrant,Colestipol
DG00360,dgroup,DG01946,Hypolipidemic agent,Colextran
DG00360,dgroup,DG01945,Bile acid sequestrant,Colextran
DG00361,dgroup,DG01946,Hypolipidemic agent,Colesevelam
DG00361,dgroup,DG01945,Bile acid sequestrant,Colesevelam
DG00362,dgroup,DG01946,Hypolipidemic agent,Lomitapide
DG00362,dgroup,DG01633,CYP3A/CYP3A4 substrate,Lomitapide
DG00362,dgroup,DG02913,CYP3A4 substrate,Lomitapide
DG00363,dgroup,DG01883,Imidazole antifungal,Econazole
DG00364,dgroup,DG01883,Imidazole antifungal,Chlormidazole
DG00365,dgroup,DG01883,Imidazole antifungal,Isoconazole
DG00366,dgroup,DG01883,Imidazole antifungal,Sulconazole
DG00367,dgroup,DG01883,Imidazole antifungal,Oxiconazole
DG00368,dgroup,DG01883,Imidazole antifungal,Fenticonazole
DG00369,dgroup,DG01883,Imidazole antifungal,Omoconazole
DG00370,dgroup,DG01883,Imidazole antifungal,Sertaconazole
DG00371,dgroup,DG01523,Triazole antifungal,Fluconazole
DG00371,dgroup,DG01643,CYP2C9 inhibitor,Fluconazole
DG00371,dgroup,DG01933,CYP2C19 inhibitor,Fluconazole
DG00371,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Fluconazole
DG00371,dgroup,DG01522,CYP3A4 inhibitor,Fluconazole
DG00372,dgroup,DG01883,Imidazole antifungal,Eberconazole
DG00375,dgroup,DG01892,CYP1A2 substrate,Terbinafine
DG00375,dgroup,DG02918,CYP2C8 substrate,Terbinafine
DG00375,dgroup,DG01642,CYP2C9 substrate,Terbinafine
DG00375,dgroup,DG01639,CYP2C19 substrate,Terbinafine
DG00375,dgroup,DG01633,CYP3A/CYP3A4 substrate,Terbinafine
DG00375,dgroup,DG02913,CYP3A4 substrate,Terbinafine
DG00375,dgroup,DG01645,CYP2D6 inhibitor,Terbinafine
DG00379,dgroup,DG02030,Anesthetics,Aminobenzoic acid
DG00379,dgroup,DG01675,Local anesthetic,Aminobenzoic acid
DG00379,dgroup,DG01674,Esterified local anesthetic,Aminobenzoic acid
DG00381,dgroup,DG01557,Histamine receptor antagonist,Thonzylamine
DG00381,dgroup,DG01482,Histamine receptor H1 antagonist,Thonzylamine
DG00382,dgroup,DG01557,Histamine receptor antagonist,Mepyramine
DG00382,dgroup,DG01482,Histamine receptor H1 antagonist,Mepyramine
DG00383,dgroup,DG01557,Histamine receptor antagonist,Tripelennamine
DG00383,dgroup,DG01482,Histamine receptor H1 antagonist,Tripelennamine
DG00383,dgroup,DG01645,CYP2D6 inhibitor,Tripelennamine
DG00384,dgroup,DG01557,Histamine receptor antagonist,Chloropyramine
DG00384,dgroup,DG01482,Histamine receptor H1 antagonist,Chloropyramine
DG00385,dgroup,DG01557,Histamine receptor antagonist,Promethazine
DG00385,dgroup,DG01482,Histamine receptor H1 antagonist,Promethazine
DG00385,dgroup,DG01644,CYP2D6 substrate,Promethazine
DG00386,dgroup,DG01557,Histamine receptor antagonist,Dimetindene
DG00386,dgroup,DG01482,Histamine receptor H1 antagonist,Dimetindene
DG00387,dgroup,DG01557,Histamine receptor antagonist,Clemastine
DG00387,dgroup,DG01482,Histamine receptor H1 antagonist,Clemastine
DG00387,dgroup,DG01645,CYP2D6 inhibitor,Clemastine
DG00388,dgroup,DG01557,Histamine receptor antagonist,Bamipine
DG00388,dgroup,DG01482,Histamine receptor H1 antagonist,Bamipine
DG00389,dgroup,DG01557,Histamine receptor antagonist,Isothipendyl
DG00389,dgroup,DG01482,Histamine receptor H1 antagonist,Isothipendyl
DG00390,dgroup,DG01557,Histamine receptor antagonist,Diphenhydramine
DG00390,dgroup,DG01482,Histamine receptor H1 antagonist,Diphenhydramine
DG00391,dgroup,DG01557,Histamine receptor antagonist,Chlorphenoxamine
DG00391,dgroup,DG01482,Histamine receptor H1 antagonist,Chlorphenoxamine
DG00392,dgroup,DG02030,Anesthetics,Oxybuprocaine
DG00392,dgroup,DG01675,Local anesthetic,Oxybuprocaine
DG00394,dgroup,DG01607,Vitamin D derivatives,Calcipotriol
DG00394,dgroup,DG01606,Activated vitamin D3,Calcipotriol
DG00395,dgroup,DG01607,Vitamin D derivatives,Tacalcitol
DG00395,dgroup,DG01606,Activated vitamin D3,Tacalcitol
DG00396,dgroup,DG01197,Tetracycline antibiotic,Demeclocycline
DG00397,dgroup,DG01197,Tetracycline antibiotic,Oxytetracycline
DG00399,dgroup,DG01576,Amphenicol type antibacterial,Chloramphenicol
DG00400,dgroup,DG01579,Polypeptide antibiotic,Bacitracin
DG00401,dgroup,DG01447,Aminoglycoside antibiotic,Gentamicin
DG00403,dgroup,DG01447,Aminoglycoside antibiotic,Amikacin
DG00404,dgroup,DG01787,Sulfonamide antibacterial,Mafenide
DG00406,dgroup,DG02840,Anti-herpesvirus agent,Aciclovir
DG00406,dgroup,DG02858,SLC22A1 substrate,Aciclovir
DG00406,dgroup,DG02859,SLC22A6 substrate,Aciclovir
DG00406,dgroup,DG02860,SLC22A8 substrate,Aciclovir
DG00408,dgroup,DG02840,Anti-herpesvirus agent,Penciclovir
DG00410,dgroup,DG01955,Corticosteroid,Methylprednisolone
DG00410,dgroup,DG02068,Glucocorticoid,Methylprednisolone
DG00410,dgroup,DG01633,CYP3A/CYP3A4 substrate,Methylprednisolone
DG00410,dgroup,DG02913,CYP3A4 substrate,Methylprednisolone
DG00411,dgroup,DG01955,Corticosteroid,Clobetasone
DG00411,dgroup,DG02068,Glucocorticoid,Clobetasone
DG00412,dgroup,DG01955,Corticosteroid,Flumetasone
DG00412,dgroup,DG02068,Glucocorticoid,Flumetasone
DG00413,dgroup,DG01955,Corticosteroid,Fluocortin
DG00413,dgroup,DG02068,Glucocorticoid,Fluocortin
DG00414,dgroup,DG01955,Corticosteroid,Fluprednidene
DG00414,dgroup,DG02068,Glucocorticoid,Fluprednidene
DG00415,dgroup,DG01955,Corticosteroid,Alclometasone
DG00415,dgroup,DG02068,Glucocorticoid,Alclometasone
DG00416,dgroup,DG01955,Corticosteroid,Clocortolone
DG00416,dgroup,DG02068,Glucocorticoid,Clocortolone
DG00417,dgroup,DG01955,Corticosteroid,Diflucortolone
DG00417,dgroup,DG02068,Glucocorticoid,Diflucortolone
DG00418,dgroup,DG01955,Corticosteroid,Diflorasone
DG00418,dgroup,DG02068,Glucocorticoid,Diflorasone
DG00419,dgroup,DG01955,Corticosteroid,Mometasone
DG00419,dgroup,DG02068,Glucocorticoid,Mometasone
DG00419,dgroup,DG01633,CYP3A/CYP3A4 substrate,Mometasone
DG00419,dgroup,DG02913,CYP3A4 substrate,Mometasone
DG00420,dgroup,DG01955,Corticosteroid,Fluticasone
DG00420,dgroup,DG02068,Glucocorticoid,Fluticasone
DG00420,dgroup,DG01633,CYP3A/CYP3A4 substrate,Fluticasone
DG00420,dgroup,DG02913,CYP3A4 substrate,Fluticasone
DG00421,dgroup,DG01955,Corticosteroid,Halobetasol
DG00421,dgroup,DG02068,Glucocorticoid,Halobetasol
DG00422,dgroup,DG01955,Corticosteroid,Clobetasol
DG00422,dgroup,DG02068,Glucocorticoid,Clobetasol
DG00433,dgroup,DG01604,Retinol derivative,Tretinoin
DG00434,dgroup,DG01604,Retinol derivative,Isotretinoin
DG00435,dgroup,DG01578,Lincosamide antibiotic,Clindamycin
DG00436,dgroup,DG01551,Macrolide antibiotic,Erythromycin
DG00436,dgroup,DG01874,14-membered ring macrolide antibiotic,Erythromycin
DG00436,dgroup,DG01633,CYP3A/CYP3A4 substrate,Erythromycin
DG00436,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Erythromycin
DG00436,dgroup,DG01622,ABCB1 inhibitor,Erythromycin
DG00437,dgroup,DG01197,Tetracycline antibiotic,Meclocycline
DG00439,dgroup,DG03129,Calcineurin inhibitor,Tacrolimus
DG00439,dgroup,DG01985,Disease modifying anti-rheumatic drug (DMARD),Tacrolimus
DG00439,dgroup,DG01633,CYP3A/CYP3A4 substrate,Tacrolimus
DG00439,dgroup,DG02913,CYP3A4 substrate,Tacrolimus
DG00441,dgroup,DG01504,Nonsteroidal anti-inflammatory drug (NSAID),Diclofenac
DG00441,dgroup,DG01906,"Anti-inflammatory drug, acetic acid derivatives",Diclofenac
DG00441,dgroup,DG01898,"Anti-inflammatory drug, phenylacetic acid derivatives",Diclofenac
DG00441,dgroup,DG01642,CYP2C9 substrate,Diclofenac
DG00441,dgroup,DG02866,SLC22A8 inhibitor,Diclofenac
DG00442,dgroup,DG01456,Adrenergic receptor agonist,Brimonidine
DG00442,dgroup,DG01450,alpha-Adrenergic receptor agonist,Brimonidine
DG00442,dgroup,DG01449,alpha2-Adrenergic receptor agonist,Brimonidine
DG00442,dgroup,DG03201,Intraocular pressure lowering agent,Brimonidine
DG00443,dgroup,DG01710,beta-Lactam antibiotic,Carfecillin
DG00443,dgroup,DG01713,Penicillin skeleton group,Carfecillin
DG00443,dgroup,DG01480,Penicillin,Carfecillin
DG00444,dgroup,DG01883,Imidazole antifungal,Butoconazole
DG00445,dgroup,DG01964,Ergot alkaloid,Methylergometrine
DG00445,dgroup,DG01633,CYP3A/CYP3A4 substrate,Methylergometrine
DG00445,dgroup,DG02913,CYP3A4 substrate,Methylergometrine
DG00446,dgroup,DG01964,Ergot alkaloid,Ergometrine
DG00446,dgroup,DG01633,CYP3A/CYP3A4 substrate,Ergometrine
DG00446,dgroup,DG02913,CYP3A4 substrate,Ergometrine
DG00447,dgroup,DG01961,Prostaglandin derivative,Dinoprost
DG00447,dgroup,DG01960,Prostaglandin F derivative,Dinoprost
DG00448,dgroup,DG01961,Prostaglandin derivative,Dinoprostone
DG00448,dgroup,DG01959,Prostaglandin E2 derivative,Dinoprostone
DG00449,dgroup,DG01961,Prostaglandin derivative,Carboprost
DG00449,dgroup,DG01960,Prostaglandin F derivative,Carboprost
DG00450,dgroup,DG01456,Adrenergic receptor agonist,Ritodrine
DG00450,dgroup,DG01455,beta-Adrenergic receptor agonist,Ritodrine
DG00450,dgroup,DG01452,beta2-Adrenergic receptor agonist,Ritodrine
DG00451,dgroup,DG01456,Adrenergic receptor agonist,Fenoterol
DG00451,dgroup,DG01455,beta-Adrenergic receptor agonist,Fenoterol
DG00451,dgroup,DG01452,beta2-Adrenergic receptor agonist,Fenoterol
DG00452,dgroup,DG01472,Dopamine agonist,Bromocriptine
DG00452,dgroup,DG01468,Dopamine D2-receptor agonist,Bromocriptine
DG00452,dgroup,DG01964,Ergot alkaloid,Bromocriptine
DG00452,dgroup,DG01967,Antiparkinson agent,Bromocriptine
DG00452,dgroup,DG01633,CYP3A/CYP3A4 substrate,Bromocriptine
DG00452,dgroup,DG02913,CYP3A4 substrate,Bromocriptine
DG00452,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Bromocriptine
DG00452,dgroup,DG01522,CYP3A4 inhibitor,Bromocriptine
DG00453,dgroup,DG01483,5-HT1A-receptor agonist,Lisuride
DG00453,dgroup,DG01472,Dopamine agonist,Lisuride
DG00453,dgroup,DG01468,Dopamine D2-receptor agonist,Lisuride
DG00453,dgroup,DG01964,Ergot alkaloid,Lisuride
DG00453,dgroup,DG01982,"Antimigraine, ergot alkaloid",Lisuride
DG00454,dgroup,DG01472,Dopamine agonist,Quinagolide
DG00454,dgroup,DG01468,Dopamine D2-receptor agonist,Quinagolide
DG00454,dgroup,DG01964,Ergot alkaloid,Quinagolide
DG00455,dgroup,DG01504,Nonsteroidal anti-inflammatory drug (NSAID),Naproxen
DG00455,dgroup,DG01908,"Anti-inflammatory drug, propionic acid derivatives",Naproxen
DG00456,dgroup,DG02004,Progesterone,Norethisterone
DG00456,dgroup,DG01666,Progesterone receptor agonist,Norethisterone
DG00457,dgroup,DG02004,Progesterone,Megestrol
DG00457,dgroup,DG01666,Progesterone receptor agonist,Megestrol
DG00458,dgroup,DG02004,Progesterone,Medroxyprogesterone
DG00458,dgroup,DG01666,Progesterone receptor agonist,Medroxyprogesterone
DG00460,dgroup,DG01590,Androgen receptor agonist,Testosterone
DG00460,dgroup,DG02006,Testosterone,Testosterone
DG00461,dgroup,DG01986,Estrogen,Ethinylestradiol
DG00461,dgroup,DG01584,Estrogen receptor agonist,Ethinylestradiol
DG00461,dgroup,DG01633,CYP3A/CYP3A4 substrate,Ethinylestradiol
DG00461,dgroup,DG02913,CYP3A4 substrate,Ethinylestradiol
DG00461,dgroup,DG02852,CYP3A/CYP3A4 inhibitor,Ethinylestradiol
DG00461,dgroup,DG01522,CYP3A4 inhibitor,Ethinylestradiol
DG00462,dgroup,DG01986,Estrogen,Estradiol
DG00462,dgroup,DG01584,Estrogen receptor agonist,Estradiol
DG00462,dgroup,DG01633,CYP3A/CYP3A4 substrate,Estradiol
DG00462,dgroup,DG02913,CYP3A4 substrate,Estradiol
DG00463,dgroup,DG01986,Estrogen,Estriol
DG00463,dgroup,DG01584,Estrogen receptor agonist,Estriol
DG00464,dgroup,DG01986,Estrogen,Estrone
DG00464,dgroup,DG01584,Estrogen receptor agonist,Estrone
DG00464,dgroup,DG01633,CYP3A/CYP3A4 substrate,Estrone
DG00464,dgroup,DG02913,CYP3A4 substrate,Estrone
DG00465,dgroup,DG01986,Estrogen,Conjugated estrogen
DG00465,dgroup,DG01584,Estrogen receptor agonist,Conjugated estrogen
DG00465,dgroup,DG01633,CYP3A/CYP3A4 substrate,Conjugated estrogen
DG00465,dgroup,DG02913,CYP3A4 substrate,Conjugated estrogen
DG00465,dgroup,DG02882,ABCB11 inhibitor,Conjugated estrogen
DG00466,dgroup,DG01584,Estrogen receptor agonist,Diethylstilbestrol
DG00467,dgroup,DG02004,Progesterone,Hydroxyprogesterone
DG00467,dgroup,DG01666,Progesterone receptor agonist,Hydroxyprogesterone
DG00468,dgroup,DG02004,Progesterone,Nomegestrol
DG00468,dgroup,DG01666,Progesterone receptor agonist,Nomegestrol
DG00469,dgroup,DG01591,Androgen receptor antagonist,Chlormadinone
DG00469,dgroup,DG02004,Progesterone,Chlormadinone
DG00469,dgroup,DG01666,Progesterone receptor agonist,Chlormadinone
DG00470,dgroup,DG02004,Progesterone,Etynodiol
DG00470,dgroup,DG01666,Progesterone receptor agonist,Etynodiol
DG00474,dgroup,DG01619,Estrogen receptor antagonist/modulator,Clomifene
DG00475,dgroup,DG01591,Androgen receptor antagonist,Cyproterone
DG00475,dgroup,DG01623,Steroid-type antiandrogen,Cyproterone
DG00476,dgroup,DG01619,Estrogen receptor antagonist/modulator,Raloxifene
DG00476,dgroup,DG01621,Selective estrogen receptor modulator,Raloxifene
DG00476,dgroup,DG03232,Osteoporosis agent,Raloxifene
DG00478,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Oxybutynin
DG00478,dgroup,DG01633,CYP3A/CYP3A4 substrate,Oxybutynin
DG00478,dgroup,DG02913,CYP3A4 substrate,Oxybutynin
DG00478,dgroup,DG02925,CYP3A5 substrate,Oxybutynin
DG00479,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Propiverine
DG00479,dgroup,DG01633,CYP3A/CYP3A4 substrate,Propiverine
DG00479,dgroup,DG02913,CYP3A4 substrate,Propiverine
DG00480,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Tolterodine
DG00480,dgroup,DG01644,CYP2D6 substrate,Tolterodine
DG00480,dgroup,DG01633,CYP3A/CYP3A4 substrate,Tolterodine
DG00480,dgroup,DG02913,CYP3A4 substrate,Tolterodine
DG00481,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Solifenacin
DG00481,dgroup,DG01633,CYP3A/CYP3A4 substrate,Solifenacin
DG00481,dgroup,DG02913,CYP3A4 substrate,Solifenacin
DG00482,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Darifenacin
DG00482,dgroup,DG01644,CYP2D6 substrate,Darifenacin
DG00482,dgroup,DG01633,CYP3A/CYP3A4 substrate,Darifenacin
DG00482,dgroup,DG02913,CYP3A4 substrate,Darifenacin
DG00483,dgroup,DG01491,Muscarinic cholinergic receptor antagonist,Fesoterodine
DG00483,dgroup,DG01644,CYP2D6 substrate,Fesoterodine
DG00483,dgroup,DG01633,CYP3A/CYP3A4 substrate,Fesoterodine
DG00483,dgroup,DG02913,CYP3A4 substrate,Fesoterodine
DG00484,dgroup,DG01509,Phosphodiesterase V inhibitor,Sildenafil
DG00484,dgroup,DG01642,CYP2C9 substrate,Sildenafil
DG00484,dgroup,DG01633,CYP3A/CYP3A4 substrate,Sildenafil
DG00484,dgroup,DG02913,CYP3A4 substrate,Sildenafil
DG00485,dgroup,DG01466,Adrenergic receptor antagonist,Yohimbine
DG00485,dgroup,DG01465,alpha-Adrenergic receptor antagonist,Yohimbine
DG00485,dgroup,DG01460,alpha2-Adrenergic receptor antagonist,Yohimbine
DG00486,dgroup,DG01472,Dopamine agonist,Apomorphine
DG00486,dgroup,DG01967,Antiparkinson agent,Apomorphine
DG00487,dgroup,DG01509,Phosphodiesterase V inhibitor,Vardenafil
DG00487,dgroup,DG01633,CYP3A/CYP3A4 substrate,Vardenafil
DG00487,dgroup,DG02913,CYP3A4 substrate,Vardenafil
DG00489,dgroup,DG01466,Adrenergic receptor antagonist,Alfuzosin
DG00489,dgroup,DG01465,alpha-Adrenergic receptor antagonist,Alfuzosin
DG00489,dgroup,DG01457,alpha1-Adrenergic receptor antagonist,Alfuzosin
DG00489,dgroup,DG01633,CYP3A/CYP3A4 substrate,Alfuzosin
DG00489,dgroup,DG02913,CYP3A4 substrate,Alfuzosin
DG00490,dgroup,DG01466,Adrenergic receptor antagonist,Tamsulosin
DG00490,dgroup,DG01465,alpha-Adrenergic receptor antagonist,Tamsulosin
DG00490,dgroup,DG01457,alpha1-Adrenergic receptor antagonist,Tamsulosin
DG00491,dgroup,DG01466,Adrenergic receptor antagonist,Terazosin
DG00491,dgroup,DG01465,alpha-Adrenergic receptor antagonist,Terazosin
DG00491,dgroup,DG01457,alpha1-Adrenergic receptor antagonist,Terazosin
DG00491,dgroup,DG03231,Antihypertensive,Terazosin
DG00492,dgroup,DG01629,Adrenocorticotropic hormone (ACTH),Corticotropin
DG00493,dgroup,DG01629,Adrenocorticotropic hormone (ACTH),Tetracosactide
DG00496,dgroup,DG01952,Vasopressin analog,Vasopressin
DG00497,dgroup,DG01952,Vasopressin analog,Desmopressin
DG00498,dgroup,DG01952,Vasopressin analog,Terlipressin
DG00499,dgroup,DG01494,Gonadotropin-releasing hormone receptor agonist,Gonadorelin
DG00500,dgroup,DG01494,Gonadotropin-releasing hormone receptor agonist,Nafarelin
DG00501,dgroup,DG01588,Somatostatin receptor agonist,Octreotide
DG00502,dgroup,DG01588,Somatostatin receptor agonist,Vapreotide
DG00503,dgroup,DG01588,Somatostatin receptor agonist,Pasireotide
DG00506,dgroup,DG01955,Corticosteroid,Fludrocortisone
DG00508,dgroup,DG01955,Corticosteroid,Paramethasone
DG00508,dgroup,DG02068,Glucocorticoid,Paramethasone
DG00509,dgroup,DG01955,Corticosteroid,Cortisone
DG00509,dgroup,DG02068,Glucocorticoid,Cortisone
DG00510,dgroup,DG01953,Thyroid preparation,Levothyroxine
DG00510,dgroup,DG01608,Thyroid hormone replenisher,Levothyroxine
DG00512,dgroup,DG01661,Parathyroid hormone and analog,Teriparatide
DG00512,dgroup,DG03232,Osteoporosis agent,Teriparatide
DG00513,dgroup,DG01633,CYP3A/CYP3A4 substrate,Cinacalcet
DG00513,dgroup,DG02913,CYP3A4 substrate,Cinacalcet
DG00513,dgroup,DG01645,CYP2D6 inhibitor,Cinacalcet
DG00514,dgroup,DG01197,Tetracycline antibiotic,Metacycline
DG00515,dgroup,DG01197,Tetracycline antibiotic,Rolitetracycline
DG00516,dgroup,DG01576,Amphenicol type antibacterial,Thiamphenicol
DG00517,dgroup,DG01710,beta-Lactam antibiotic,Ampicillin
DG00517,dgroup,DG01713,Penicillin skeleton group,Ampicillin
DG00517,dgroup,DG01480,Penicillin,Ampicillin
DG00517,dgroup,DG01780,Extended spectrum penicillin,Ampicillin
DG00518,dgroup,DG01710,beta-Lactam antibiotic,Pivampicillin
DG00518,dgroup,DG01713,Penicillin skeleton group,Pivampicillin
DG00518,dgroup,DG01480,Penicillin,Pivampicillin
DG00518,dgroup,DG01780,Extended spectrum penicillin,Pivampicillin
DG00519,dgroup,DG01710,beta-Lactam antibiotic,Carbenicillin
DG00519,dgroup,DG01713,Penicillin skeleton group,Carbenicillin
DG00519,dgroup,DG01480,Penicillin,Carbenicillin
DG00519,dgroup,DG01780,Extended spectrum penicillin,Carbenicillin
DG00520,dgroup,DG01710,beta-Lactam antibiotic,Amoxicillin
DG00520,dgroup,DG01713,Penicillin skeleton group,Amoxicillin
DG00520,dgroup,DG01480,Penicillin,Amoxicillin
DG00520,dgroup,DG01780,Extended spectrum penicillin,Amoxicillin
DG00521,dgroup,DG01710,beta-Lactam antibiotic,Carindacillin
DG00521,dgroup,DG01713,Penicillin skeleton group,Carindacillin
DG00521,dgroup,DG01480,Penicillin,Carindacillin
DG00521,dgroup,DG01780,Extended spectrum penicillin,Carindacillin
DG00522,dgroup,DG01710,beta-Lactam antibiotic,Bacampicillin
DG00522,dgroup,DG01713,Penicillin skeleton group,Bacampicillin
DG00522,dgroup,DG01480,Penicillin,Bacampicillin
DG00522,dgroup,DG01780,Extended spectrum penicillin,Bacampicillin
DG00523,dgroup,DG01710,beta-Lactam antibiotic,Pivmecillinam
DG00523,dgroup,DG01713,Penicillin skeleton group,Pivmecillinam
DG00523,dgroup,DG01480,Penicillin,Pivmecillinam
DG00523,dgroup,DG01780,Extended spectrum penicillin,Pivmecillinam
DG00524,dgroup,DG01710,beta-Lactam antibiotic,Azlocillin
DG00524,dgroup,DG01713,Penicillin skeleton group,Azlocillin
DG00524,dgroup,DG01480,Penicillin,Azlocillin
DG00524,dgroup,DG01780,Extended spectrum penicillin,Azlocillin
DG00525,dgroup,DG01710,beta-Lactam antibiotic,Mezlocillin
DG00525,dgroup,DG01713,Penicillin skeleton group,Mezlocillin
DG00525,dgroup,DG01480,Penicillin,Mezlocillin
DG00525,dgroup,DG01780,Extended spectrum penicillin,Mezlocillin
DG00526,dgroup,DG01710,beta-Lactam antibiotic,Piperacillin
DG00526,dgroup,DG01713,Penicillin skeleton group,Piperacillin
DG00526,dgroup,DG01480,Penicillin,Piperacillin
DG00526,dgroup,DG01780,Extended spectrum penicillin,Piperacillin
DG00527,dgroup,DG01710,beta-Lactam antibiotic,Ticarcillin
DG00527,dgroup,DG01713,Penicillin skeleton group,Ticarcillin
DG00527,dgroup,DG01480,Penicillin,Ticarcillin
DG00527,dgroup,DG01780,Extended spectrum penicillin,Ticarcillin
DG00528,dgroup,DG01710,beta-Lactam antibiotic,Metampicillin
DG00528,dgroup,DG01713,Penicillin skeleton group,Metampicillin
DG00528,dgroup,DG01480,Penicillin,Metampicillin
DG00528,dgroup,DG01780,Extended spectrum penicillin,Metampicillin
DG00529,dgroup,DG01710,beta-Lactam antibiotic,Talampicillin
DG00529,dgroup,DG01713,Penicillin skeleton group,Talampicillin
DG00529,dgroup,DG01480,Penicillin,Talampicillin
DG00529,dgroup,DG01780,Extended spectrum penicillin,Talampicillin
DG00530,dgroup,DG01710,beta-Lactam antibiotic,Sulbenicillin
DG00530,dgroup,DG01713,Penicillin skeleton group,Sulbenicillin
DG00530,dgroup,DG01480,Penicillin,Sulbenicillin
DG00530,dgroup,DG01780,Extended spectrum penicillin,Sulbenicillin
DG00531,dgroup,DG01710,beta-Lactam antibiotic,Temocillin
DG00531,dgroup,DG01713,Penicillin skeleton group,Temocillin
DG00531,dgroup,DG01480,Penicillin,Temocillin
DG00531,dgroup,DG01780,Extended spectrum penicillin,Temocillin
DG00532,dgroup,DG01710,beta-Lactam antibiotic,Hetacillin
DG00532,dgroup,DG01713,Penicillin skeleton group,Hetacillin
DG00532,dgroup,DG01480,Penicillin,Hetacillin
DG00532,dgroup,DG01780,Extended spectrum penicillin,Hetacillin
DG00533,dgroup,DG01710,beta-Lactam antibiotic,Aspoxicillin
DG00533,dgroup,DG01713,Penicillin skeleton group,Aspoxicillin
DG00533,dgroup,DG01480,Penicillin,Aspoxicillin
DG00533,dgroup,DG01780,Extended spectrum penicillin,Aspoxicillin
DG00534,dgroup,DG01710,beta-Lactam antibiotic,Benzylpenicillin
DG00534,dgroup,DG01713,Penicillin skeleton group,Benzylpenicillin
DG00534,dgroup,DG01480,Penicillin,Benzylpenicillin
DG00534,dgroup,DG01778,beta-Lactamase sensitive penicillin,Benzylpenicillin
DG00535,dgroup,DG01710,beta-Lactam antibiotic,Phenoxymethylpenicillin
DG00535,dgroup,DG01713,Penicillin skeleton group,Phenoxymethylpenicillin
DG00535,dgroup,DG01480,Penicillin,Phenoxymethylpenicillin
DG00535,dgroup,DG01778,beta-Lactamase sensitive penicillin,Phenoxymethylpenicillin
DG00536,dgroup,DG01710,beta-Lactam antibiotic,Propicillin
DG00536,dgroup,DG01713,Penicillin skeleton group,Propicillin
DG00536,dgroup,DG01480,Penicillin,Propicillin
DG00536,dgroup,DG01778,beta-Lactamase sensitive penicillin,Propicillin
DG00537,dgroup,DG01710,beta-Lactam antibiotic,Azidocillin
DG00537,dgroup,DG01713,Penicillin skeleton group,Azidocillin
DG00537,dgroup,DG01480,Penicillin,Azidocillin
DG00537,dgroup,DG01778,beta-Lactamase sensitive penicillin,Azidocillin
DG00538,dgroup,DG01710,beta-Lactam antibiotic,Pheneticillin
DG00538,dgroup,DG01713,Penicillin skeleton group,Pheneticillin
DG00538,dgroup,DG01480,Penicillin,Pheneticillin
DG00538,dgroup,DG01778,beta-Lactamase sensitive penicillin,Pheneticillin
DG00539,dgroup,DG01710,beta-Lactam antibiotic,Clometocillin
DG00539,dgroup,DG01713,Penicillin skeleton group,Clometocillin
DG00539,dgroup,DG01480,Penicillin,Clometocillin
DG00539,dgroup,DG01778,beta-Lactamase sensitive penicillin,Clometocillin
DG00540,dgroup,DG01710,beta-Lactam antibiotic,Dicloxacillin
DG00540,dgroup,DG01713,Penicillin skeleton group,Dicloxacillin
DG00540,dgroup,DG01480,Penicillin,Dicloxacillin
DG00540,dgroup,DG01779,beta-Lactamase resistant penicillin,Dicloxacillin
DG00541,dgroup,DG01710,beta-Lactam antibiotic,Cloxacillin
DG00541,dgroup,DG01713,Penicillin skeleton group,Cloxacillin
DG00541,dgroup,DG01480,Penicillin,Cloxacillin
DG00541,dgroup,DG01779,beta-Lactamase resistant penicillin,Cloxacillin
DG00542,dgroup,DG01710,beta-Lactam antibiotic,Oxacillin
DG00542,dgroup,DG01713,Penicillin skeleton group,Oxacillin
DG00542,dgroup,DG01480,Penicillin,Oxacillin
DG00542,dgroup,DG01779,beta-Lactamase resistant penicillin,Oxacillin
DG00543,dgroup,DG01710,beta-Lactam antibiotic,Flucloxacillin
