source_type,source_id,target_type,target_id,field
dgroup,DG01488,drug,D07650,MEMBER
dgroup,DG01488,drug,D00920,MEMBER
dgroup,DG01488,drug,D00922,MEMBER
dgroup,DG01488,drug,D02121,MEMBER
dgroup,DG01488,drug,D00917,MEMBER
dgroup,DG01488,drug,D11571,MEMBER
dgroup,DG01488,drug,D07639,MEMBER
dgroup,DG01488,drug,D01628,MEMBER
dgroup,DG01488,drug,D07638,MEMBER
dgroup,DG01488,drug,D01680,MEMBER
dgroup,DG01488,drug,D07655,MEMBER
dgroup,DG01488,drug,D01686,MEMBER
dgroup,DG01488,drug,D02376,MEMBER
dgroup,DG01488,drug,D01157,MEMBER
dgroup,DG01488,drug,D07649,MEMBER
dgroup,DG01488,drug,D01401,MEMBER
dgroup,DG01488,drug,D01052,MEMBER
dgroup,DG01488,drug,D02233,MEMBER
dgroup,DG01488,drug,D08885,MEMBER
dgroup,DG01488,drug,D08886,MEMBER
dgroup,DG01488,drug,D08884,MEMBER
dgroup,DG01488,drug,D11302,MEMBER
dgroup,DG01488,drug,D11013,MEMBER
dgroup,DG01488,drug,D01949,MEMBER
dgroup,DG01488,drug,D03439,MEMBER
dgroup,DG01488,drug,D07646,MEMBER
dgroup,DG01488,drug,D02232,MEMBER
dgroup,DG01488,drug,D03427,MEMBER
dgroup,DG01488,drug,D01568,MEMBER
dgroup,DG01488,drug,D10097,MEMBER
dgroup,DG01488,drug,D10098,MEMBER
dgroup,DG01488,drug,D03432,MEMBER
dgroup,DG01488,drug,D01687,MEMBER
dgroup,DG01488,drug,D07652,MEMBER
dgroup,DG01488,drug,D03429,MEMBER
dgroup,DG01488,drug,D07657,MEMBER
dgroup,DG01488,drug,D01682,MEMBER
dgroup,DG01488,drug,D03430,MEMBER
dgroup,DG01488,drug,D01054,MEMBER
dgroup,DG01488,drug,D01681,MEMBER
dgroup,DG01488,drug,D01961,MEMBER
dgroup,DG01488,drug,D03421,MEMBER
dgroup,DG01488,drug,D03422,MEMBER
dgroup,DG01488,drug,D03425,MEMBER
dgroup,DG01488,drug,D07634,MEMBER
dgroup,DG01488,dgroup,DG01710,CLASS
dgroup,DG01488,dgroup,DG01714,CLASS
dgroup,DG01489,drug,D07129,MEMBER
dgroup,DG01489,drug,D02829,MEMBER
dgroup,DG01489,drug,D03495,MEMBER
dgroup,DG01489,drug,D03496,MEMBER
dgroup,DG01489,drug,D00726,MEMBER
dgroup,DG01489,drug,D02213,MEMBER
dgroup,DG01489,drug,D05008,MEMBER
dgroup,DG01489,drug,D00456,MEMBER
dgroup,DG01489,drug,D00678,MEMBER
dgroup,DG01489,drug,D04370,MEMBER
dgroup,DG01489,drug,D00677,MEMBER
dgroup,DG01489,drug,D02130,MEMBER
dgroup,DG01489,drug,D02041,MEMBER
dgroup,DG01489,drug,D07867,MEMBER
dgroup,DG01489,drug,D00725,MEMBER
dgroup,DG01489,drug,D07175,MEMBER
dgroup,DG01489,drug,D05343,MEMBER
dgroup,DG01489,drug,D07218,MEMBER
dgroup,DG01489,drug,D00563,MEMBER
dgroup,DG01489,drug,D11056,MEMBER
dgroup,DG01489,drug,D10184,MEMBER
dgroup,DG01489,drug,D10185,MEMBER
dgroup,DG01489,drug,D12544,MEMBER
dgroup,DG01489,drug,D08466,MEMBER
dgroup,DG01489,drug,D02016,MEMBER
dgroup,DG01489,drug,D07481,MEMBER
dgroup,DG01489,drug,D01613,MEMBER
dgroup,DG01489,drug,D02632,MEMBER
dgroup,DG01489,drug,D04642,MEMBER
dgroup,DG01489,drug,D09749,MEMBER
dgroup,DG01489,drug,D10170,MEMBER
dgroup,DG01489,drug,D10171,MEMBER
dgroup,DG01489,drug,D03060,MEMBER
dgroup,DG01489,drug,D03662,MEMBER
dgroup,DG01489,drug,D05348,MEMBER
dgroup,DG01489,drug,D06253,MEMBER
dgroup,DG01489,drug,D06353,MEMBER
dgroup,DG01489,drug,D06396,MEMBER
dgroup,DG01490,drug,D00524,MEMBER
dgroup,DG01490,drug,D01000,MEMBER
dgroup,DG01490,drug,D00525,MEMBER
dgroup,DG01490,drug,D02200,MEMBER
dgroup,DG01490,drug,D05478,MEMBER
dgroup,DG01490,drug,D08376,MEMBER
dgroup,DG01490,drug,D07349,MEMBER
dgroup,DG01490,drug,D07667,MEMBER
dgroup,DG01490,drug,D00661,MEMBER
dgroup,DG01490,drug,D02750,MEMBER
dgroup,DG01490,drug,D00999,MEMBER
dgroup,DG01490,drug,D04970,MEMBER
dgroup,DG01490,drug,D01175,MEMBER
dgroup,DG01490,drug,D09752,MEMBER
dgroup,DG01490,drug,D01955,MEMBER
dgroup,DG01490,drug,D06330,MEMBER
dgroup,DG01490,drug,D06331,MEMBER
dgroup,DG01490,drug,D02876,MEMBER
dgroup,DG01490,drug,D05035,MEMBER
dgroup,DG01490,drug,D05779,MEMBER
dgroup,DG01490,drug,D06000,MEMBER
dgroup,DG01490,drug,D06015,MEMBER
dgroup,DG01491,drug,D08389,MEMBER
dgroup,DG01491,drug,D01297,MEMBER
dgroup,DG01491,drug,D05276,MEMBER
dgroup,DG01491,drug,D08325,MEMBER
dgroup,DG01491,drug,D01006,MEMBER
dgroup,DG01491,drug,D07076,MEMBER
dgroup,DG01491,drug,D08160,MEMBER
dgroup,DG01491,drug,D04868,MEMBER
dgroup,DG01491,drug,D07820,MEMBER
dgroup,DG01491,drug,D00717,MEMBER
dgroup,DG01491,drug,D07821,MEMBER
dgroup,DG01491,drug,D03824,MEMBER
dgroup,DG01491,drug,D08382,MEMBER
dgroup,DG01491,drug,D01165,MEMBER
dgroup,DG01491,drug,D10938,MEMBER
dgroup,DG01491,drug,D00540,MEMBER
dgroup,DG01491,drug,D10939,MEMBER
dgroup,DG01491,drug,D00481,MEMBER
dgroup,DG01491,drug,D00721,MEMBER
dgroup,DG01491,drug,D00723,MEMBER
dgroup,DG01491,drug,D01005,MEMBER
dgroup,DG01491,drug,D01003,MEMBER
dgroup,DG01491,drug,D00720,MEMBER
dgroup,DG01491,drug,D01201,MEMBER
dgroup,DG01491,drug,D08595,MEMBER
dgroup,DG01491,drug,D01377,MEMBER
dgroup,DG01491,drug,D02535,MEMBER
dgroup,DG01491,drug,D01538,MEMBER
dgroup,DG01491,drug,D00113,MEMBER
dgroup,DG01491,drug,D02069,MEMBER
dgroup,DG01491,drug,D00147,MEMBER
dgroup,DG01491,drug,D00719,MEMBER
dgroup,DG01491,drug,D01648,MEMBER
dgroup,DG01491,drug,D04479,MEMBER
dgroup,DG01491,drug,D01451,MEMBER
dgroup,DG01491,drug,D01077,MEMBER
dgroup,DG01491,drug,D03814,MEMBER
dgroup,DG01491,drug,D01976,MEMBER
dgroup,DG01491,drug,D07951,MEMBER
dgroup,DG01491,drug,D07099,MEMBER
dgroup,DG01491,drug,D08838,MEMBER
dgroup,DG01491,drug,D00138,MEMBER
dgroup,DG01491,drug,D02071,MEMBER
dgroup,DG01491,drug,D01004,MEMBER
dgroup,DG01491,drug,D02070,MEMBER
dgroup,DG01491,drug,D00465,MEMBER
dgroup,DG01491,drug,D00722,MEMBER
dgroup,DG01491,drug,D08441,MEMBER
dgroup,DG01491,drug,D01007,MEMBER
dgroup,DG01491,drug,D00646,MEMBER
dgroup,DG01491,drug,D01148,MEMBER
dgroup,DG01491,drug,D08522,MEMBER
dgroup,DG01491,drug,D01269,MEMBER
dgroup,DG01491,drug,D01103,MEMBER
dgroup,DG01491,drug,D03654,MEMBER
dgroup,DG01491,drug,D01699,MEMBER
dgroup,DG01491,drug,D07226,MEMBER
dgroup,DG01491,drug,D08923,MEMBER
dgroup,DG01491,drug,D06273,MEMBER
dgroup,DG01491,drug,D00270,MEMBER
dgroup,DG01491,drug,D00789,MEMBER
dgroup,DG01491,drug,D03274,MEMBER
dgroup,DG01491,drug,D04034,MEMBER
dgroup,DG01491,drug,D09819,MEMBER
dgroup,DG01491,drug,D02212,MEMBER
dgroup,DG01491,drug,D01946,MEMBER
dgroup,DG01491,drug,D01929,MEMBER
dgroup,DG01491,drug,D08837,MEMBER
dgroup,DG01491,drug,D10180,MEMBER
dgroup,DG01491,drug,D10181,MEMBER
dgroup,DG01491,drug,D07406,MEMBER
dgroup,DG01491,drug,D07759,MEMBER
dgroup,DG01491,drug,D01002,MEMBER
dgroup,DG01491,drug,D00397,MEMBER
dgroup,DG01491,drug,D08384,MEMBER
dgroup,DG01491,drug,D01521,MEMBER
dgroup,DG01491,drug,D01315,MEMBER
dgroup,DG01491,drug,D01600,MEMBER
dgroup,DG01491,drug,D01875,MEMBER
dgroup,DG01491,drug,D02876,MEMBER
dgroup,DG01491,drug,D08638,MEMBER
dgroup,DG01491,drug,D00787,MEMBER
dgroup,DG01491,drug,D00779,MEMBER
dgroup,DG01491,drug,D02246,MEMBER
dgroup,DG01491,drug,D02247,MEMBER
dgroup,DG01491,drug,D08209,MEMBER
dgroup,DG01491,drug,D01871,MEMBER
dgroup,DG01491,drug,D08425,MEMBER
dgroup,DG01491,drug,D00782,MEMBER
dgroup,DG01491,drug,D08426,MEMBER
dgroup,DG01491,drug,D01118,MEMBER
dgroup,DG01491,drug,D03276,MEMBER
dgroup,DG01491,drug,D03711,MEMBER
dgroup,DG01491,drug,D07804,MEMBER
dgroup,DG01491,drug,D07301,MEMBER
dgroup,DG01491,drug,D08157,MEMBER
dgroup,DG01491,drug,D03264,MEMBER
dgroup,DG01491,drug,D07302,MEMBER
dgroup,DG01491,drug,D07303,MEMBER
dgroup,DG01491,drug,D08653,MEMBER
dgroup,DG01491,drug,D08305,MEMBER
dgroup,DG01491,drug,D00774,MEMBER
dgroup,DG01491,drug,D02599,MEMBER
dgroup,DG01491,drug,D07511,MEMBER
dgroup,DG01491,drug,D00778,MEMBER
dgroup,DG01491,drug,D04087,MEMBER
dgroup,DG01491,drug,D08395,MEMBER
dgroup,DG01491,drug,D01231,MEMBER
dgroup,DG01491,drug,D07513,MEMBER
dgroup,DG01491,drug,D03087,MEMBER
dgroup,DG01491,drug,D00232,MEMBER
dgroup,DG01491,drug,D00715,MEMBER
dgroup,DG01491,drug,D00716,MEMBER
dgroup,DG01491,drug,D01359,MEMBER
dgroup,DG01491,drug,D01463,MEMBER
dgroup,DG01491,drug,D01491,MEMBER
dgroup,DG01491,drug,D01815,MEMBER
dgroup,DG01491,drug,D02417,MEMBER
dgroup,DG01491,drug,D04057,MEMBER
dgroup,DG01491,drug,D04116,MEMBER
dgroup,DG01491,drug,D09402,MEMBER
dgroup,DG01492,drug,D09627,MEMBER
dgroup,DG01492,drug,D09628,MEMBER
dgroup,DG01493,drug,D04121,MEMBER
dgroup,DG01493,drug,D06404,MEMBER
dgroup,DG01493,drug,D09729,MEMBER
dgroup,DG01493,drug,D08843,MEMBER
dgroup,DG01493,drug,D09889,MEMBER
dgroup,DG01493,drug,D10025,MEMBER
dgroup,DG01493,drug,D11924,MEMBER
dgroup,DG01493,drug,D11360,MEMBER
dgroup,DG01493,drug,D09723,MEMBER
dgroup,DG01493,drug,D10970,MEMBER
dgroup,DG01493,drug,D12225,MEMBER
dgroup,DG01493,drug,D12341,MEMBER
dgroup,DG01493,drug,D11910,MEMBER
dgroup,DG01493,drug,D11911,MEMBER
dgroup,DG01493,drug,D12536,MEMBER
dgroup,DG01493,drug,D12529,MEMBER
dgroup,DG01493,drug,D12555,MEMBER
dgroup,DG01493,dgroup,DG02044,CLASS
dgroup,DG01494,drug,D08027,MEMBER
dgroup,DG01494,drug,D00988,MEMBER
dgroup,DG01494,drug,D03267,MEMBER
dgroup,DG01494,drug,D04361,MEMBER
dgroup,DG01494,drug,D08241,MEMBER
dgroup,DG01494,drug,D00990,MEMBER
dgroup,DG01494,drug,D07259,MEMBER
dgroup,DG01494,drug,D01831,MEMBER
dgroup,DG01494,drug,D08113,MEMBER
dgroup,DG01494,drug,D00989,MEMBER
dgroup,DG01494,drug,D12337,MEMBER
dgroup,DG01494,drug,D04405,MEMBER
dgroup,DG01494,drug,D00573,MEMBER
dgroup,DG01494,drug,D06247,MEMBER
dgroup,DG01494,drug,D06248,MEMBER
dgroup,DG01494,drug,D08649,MEMBER
dgroup,DG01494,drug,D02369,MEMBER
dgroup,DG01494,drug,D02116,MEMBER
dgroup,DG01494,drug,D07957,MEMBER
dgroup,DG01494,drug,D04174,MEMBER
dgroup,DG01494,drug,D03694,MEMBER
dgroup,DG01494,drug,D04823,MEMBER
dgroup,DG01495,drug,D08146,MEMBER
dgroup,DG01495,drug,D00357,MEMBER
dgroup,DG01495,drug,D04040,MEMBER
dgroup,DG01495,drug,D02082,MEMBER
dgroup,DG01495,drug,D00400,MEMBER
dgroup,DG01495,drug,D00523,MEMBER
dgroup,DG01495,drug,D06010,MEMBER
dgroup,DG01495,drug,D00522,MEMBER
dgroup,DG01495,drug,D00626,MEMBER
dgroup,DG01495,drug,D00627,MEMBER
dgroup,DG01495,drug,D05246,MEMBER
dgroup,DG01495,drug,D01204,MEMBER
dgroup,DG01495,drug,D08864,MEMBER
dgroup,DG01495,drug,D08067,MEMBER
dgroup,DG01495,drug,D08865,MEMBER
dgroup,DG01495,drug,D10556,MEMBER
dgroup,DG01495,drug,D01922,MEMBER
dgroup,DG01495,drug,D04126,MEMBER
dgroup,DG01495,drug,D04243,MEMBER
dgroup,DG01495,drug,D05801,MEMBER
dgroup,DG01495,dgroup,DG01925,CLASS
dgroup,DG01495,dgroup,DG03231,CLASS
dgroup,DG01496,drug,D07450,MEMBER
dgroup,DG01496,drug,D00615,MEMBER
dgroup,DG01496,drug,D02914,MEMBER
dgroup,DG01496,drug,D11881,MEMBER
dgroup,DG01496,drug,D00319,MEMBER
dgroup,DG01496,drug,D00349,MEMBER
dgroup,DG01496,drug,D08270,MEMBER
dgroup,DG01496,drug,D00617,MEMBER
dgroup,DG01496,drug,D00437,MEMBER
dgroup,DG01496,drug,D00438,MEMBER
dgroup,DG01496,drug,D00618,MEMBER
dgroup,DG01496,drug,D00629,MEMBER
dgroup,DG01496,drug,D04657,MEMBER
dgroup,DG01496,drug,D01908,MEMBER
dgroup,DG01496,drug,D08155,MEMBER
dgroup,DG01496,drug,D01553,MEMBER
dgroup,DG01496,drug,D07494,MEMBER
dgroup,DG01496,drug,D01104,MEMBER
dgroup,DG01496,drug,D01173,MEMBER
dgroup,DG01496,drug,D07509,MEMBER
dgroup,DG01496,drug,D02045,MEMBER
dgroup,DG01496,drug,D08892,MEMBER
dgroup,DG01496,drug,D02356,MEMBER
dgroup,DG01496,drug,D00619,MEMBER
dgroup,DG01496,drug,D08009,MEMBER
dgroup,DG01496,drug,D01969,MEMBER
dgroup,DG01496,drug,D07845,MEMBER
dgroup,DG01496,drug,D00616,MEMBER
dgroup,DG01496,drug,D03830,MEMBER
dgroup,DG01496,drug,D07185,MEMBER
dgroup,DG01496,drug,D07943,MEMBER
dgroup,DG01496,drug,D07520,MEMBER
dgroup,DG01496,drug,D00631,MEMBER
dgroup,DG01496,drug,D08340,MEMBER
dgroup,DG01496,drug,D05442,MEMBER
dgroup,DG01496,drug,D02537,MEMBER
dgroup,DG01496,drug,D03914,MEMBER
dgroup,DG01496,drug,D00537,MEMBER
dgroup,DG01496,drug,D01145,MEMBER
dgroup,DG01496,drug,D01562,MEMBER
dgroup,DG01496,drug,D07886,MEMBER
dgroup,DG01496,drug,D01604,MEMBER
dgroup,DG01496,drug,D03655,MEMBER
dgroup,DG01496,drug,D09789,MEMBER
dgroup,DG01496,dgroup,DG01575,CLASS
dgroup,DG01497,drug,D00152,MEMBER
dgroup,DG01497,drug,D08369,MEMBER
dgroup,DG01497,drug,D00786,MEMBER
dgroup,DG01497,drug,D00781,MEMBER
dgroup,DG01497,drug,D01259,MEMBER
dgroup,DG01497,drug,D03241,MEMBER
dgroup,DG01498,drug,D08064,MEMBER
dgroup,DG01498,drug,D01445,MEMBER
dgroup,DG01498,drug,D08098,MEMBER
dgroup,DG01498,drug,D00711,MEMBER
dgroup,DG01498,drug,D07283,MEMBER
dgroup,DG01498,drug,D10627,MEMBER
dgroup,DG01498,drug,D07441,MEMBER
dgroup,DG01498,drug,D00777,MEMBER
dgroup,DG01498,drug,D08174,MEMBER
dgroup,DG01498,drug,D04905,MEMBER
dgroup,DG01498,drug,D07058,MEMBER
dgroup,DG01498,drug,D02780,MEMBER
dgroup,DG01498,drug,D08195,MEMBER
dgroup,DG01498,drug,D02102,MEMBER
dgroup,DG01498,drug,D08121,MEMBER
dgroup,DG01498,drug,D08122,MEMBER
dgroup,DG01498,drug,D03742,MEMBER
dgroup,DG01498,drug,D00848,MEMBER
dgroup,DG01498,drug,D03744,MEMBER
dgroup,DG01498,drug,D09917,MEMBER
dgroup,DG01498,drug,D09918,MEMBER
dgroup,DG01498,drug,D08596,MEMBER
dgroup,DG01498,drug,D06146,MEMBER
dgroup,DG01498,drug,D12214,MEMBER
dgroup,DG01498,drug,D12215,MEMBER
dgroup,DG01498,drug,D02410,MEMBER
dgroup,DG01498,drug,D02973,MEMBER
dgroup,DG01498,drug,D03100,MEMBER
dgroup,DG01498,drug,D03679,MEMBER
dgroup,DG01498,drug,D03746,MEMBER
dgroup,DG01498,drug,D03878,MEMBER
dgroup,DG01498,drug,D04308,MEMBER
dgroup,DG01498,drug,D04728,MEMBER
dgroup,DG01498,drug,D05145,MEMBER
dgroup,DG01498,drug,D05447,MEMBER
dgroup,DG01498,drug,D05453,MEMBER
dgroup,DG01498,drug,D05714,MEMBER
dgroup,DG01498,drug,D06204,MEMBER
dgroup,DG01499,drug,D03584,MEMBER
dgroup,DG01499,drug,D01697,MEMBER
dgroup,DG01500,drug,D00155,MEMBER
dgroup,DG01501,drug,D00251,MEMBER
dgroup,DG01501,drug,D07892,MEMBER
dgroup,DG01501,drug,D00621,MEMBER
dgroup,DG01501,drug,D08131,MEMBER
dgroup,DG01501,drug,D00362,MEMBER
dgroup,DG01501,drug,D03753,MEMBER
dgroup,DG01501,drug,D00624,MEMBER
dgroup,DG01501,drug,D11580,MEMBER
dgroup,DG01501,drug,D00421,MEMBER
dgroup,DG01501,drug,D03752,MEMBER
dgroup,DG01501,drug,D00459,MEMBER
dgroup,DG01501,drug,D07499,MEMBER
dgroup,DG01501,drug,D00620,MEMBER
dgroup,DG01501,drug,D07699,MEMBER
dgroup,DG01501,drug,D01069,MEMBER
dgroup,DG01501,drug,D07992,MEMBER
dgroup,DG01501,drug,D00622,MEMBER
dgroup,DG01501,drug,D00383,MEMBER
dgroup,DG01501,drug,D08529,MEMBER
dgroup,DG01501,drug,D03765,MEMBER
dgroup,DG01501,drug,D07781,MEMBER
dgroup,DG01501,drug,D01667,MEMBER
dgroup,DG01501,drug,D08225,MEMBER
dgroup,DG01501,drug,D00623,MEMBER
dgroup,DG01501,drug,D08566,MEMBER
dgroup,DG01501,drug,D01119,MEMBER
dgroup,DG01501,drug,D08688,MEMBER
dgroup,DG01501,drug,D03767,MEMBER
dgroup,DG01501,drug,D08068,MEMBER
dgroup,DG01501,drug,D01549,MEMBER
dgroup,DG01501,drug,D01900,MEMBER
dgroup,DG01501,drug,D03077,MEMBER
dgroup,DG01501,drug,D03440,MEMBER
dgroup,DG01501,drug,D03756,MEMBER
dgroup,DG01501,drug,D03758,MEMBER
dgroup,DG01501,drug,D03760,MEMBER
dgroup,DG01501,drug,D03763,MEMBER
dgroup,DG01501,drug,D03769,MEMBER
dgroup,DG01501,drug,D03772,MEMBER
dgroup,DG01501,drug,D03773,MEMBER
dgroup,DG01501,drug,D03775,MEMBER
dgroup,DG01501,drug,D03776,MEMBER
dgroup,DG01501,drug,D06076,MEMBER
dgroup,DG01501,dgroup,DG01925,CLASS
dgroup,DG01501,dgroup,DG03231,CLASS
dgroup,DG01502,drug,D07538,MEMBER
dgroup,DG01502,drug,D01227,MEMBER
dgroup,DG01502,drug,D07077,MEMBER
dgroup,DG01502,drug,D07171,MEMBER
dgroup,DG01502,drug,D08517,MEMBER
dgroup,DG01502,drug,D10135,MEMBER
dgroup,DG01502,drug,D11664,MEMBER
dgroup,DG01502,drug,D07682,MEMBER
dgroup,DG01502,drug,D03009,MEMBER
dgroup,DG01502,drug,D03953,MEMBER
dgroup,DG01502,drug,D04128,MEMBER
dgroup,DG01502,drug,D07741,MEMBER
dgroup,DG01503,drug,D00224,MEMBER
dgroup,DG01503,drug,D07564,MEMBER
dgroup,DG01503,drug,D01206,MEMBER
dgroup,DG01503,drug,D11081,MEMBER
dgroup,DG01503,drug,D02365,MEMBER
dgroup,DG01503,drug,D09786,MEMBER
dgroup,DG01504,drug,D00510,MEMBER
dgroup,DG01504,drug,D08363,MEMBER
dgroup,DG01504,drug,D08364,MEMBER
dgroup,DG01504,drug,D07262,MEMBER
dgroup,DG01504,drug,D08324,MEMBER
dgroup,DG01504,drug,D05319,MEMBER
dgroup,DG01504,drug,D07263,MEMBER
dgroup,DG01504,drug,D01567,MEMBER
dgroup,DG01504,drug,D01305,MEMBER
dgroup,DG01504,drug,D01289,MEMBER
dgroup,DG01504,drug,D05451,MEMBER
dgroup,DG01504,drug,D08630,MEMBER
dgroup,DG01504,drug,D01776,MEMBER
dgroup,DG01504,drug,D08190,MEMBER
dgroup,DG01504,drug,D01762,MEMBER
dgroup,DG01504,drug,D00556,MEMBER
dgroup,DG01504,drug,D01380,MEMBER
dgroup,DG01504,drug,D01437,MEMBER
dgroup,DG01504,drug,D01706,MEMBER
dgroup,DG01504,drug,D07816,MEMBER
dgroup,DG01504,drug,D00903,MEMBER
dgroup,DG01504,drug,D00904,MEMBER
dgroup,DG01504,drug,D07817,MEMBER
dgroup,DG01504,drug,D07818,MEMBER
dgroup,DG01504,drug,D07819,MEMBER
dgroup,DG01504,drug,D01252,MEMBER
dgroup,DG01504,drug,D01545,MEMBER
dgroup,DG01504,drug,D01344,MEMBER
dgroup,DG01504,drug,D01675,MEMBER
dgroup,DG01504,drug,D01841,MEMBER
dgroup,DG01504,drug,D07541,MEMBER
dgroup,DG01504,drug,D03163,MEMBER
dgroup,DG01504,drug,D07443,MEMBER
dgroup,DG01504,drug,D01788,MEMBER
dgroup,DG01504,drug,D01189,MEMBER
dgroup,DG01504,drug,D01963,MEMBER
dgroup,DG01504,drug,D04142,MEMBER
dgroup,DG01504,drug,D06143,MEMBER
dgroup,DG01504,drug,D00141,MEMBER
dgroup,DG01504,drug,D01565,MEMBER
dgroup,DG01504,drug,D02110,MEMBER
dgroup,DG01504,drug,D01582,MEMBER
dgroup,DG01504,drug,D07266,MEMBER
dgroup,DG01504,drug,D08427,MEMBER
dgroup,DG01504,drug,D01765,MEMBER
dgroup,DG01504,drug,D05995,MEMBER
dgroup,DG01504,drug,D06364,MEMBER
dgroup,DG01504,drug,D00120,MEMBER
dgroup,DG01504,drug,D02355,MEMBER
dgroup,DG01504,drug,D00158,MEMBER
dgroup,DG01504,drug,D06382,MEMBER
dgroup,DG01504,drug,D07264,MEMBER
dgroup,DG01504,drug,D07549,MEMBER
dgroup,DG01504,drug,D00315,MEMBER
dgroup,DG01504,drug,D07265,MEMBER
dgroup,DG01504,drug,D08142,MEMBER
dgroup,DG01504,drug,D01975,MEMBER
dgroup,DG01504,drug,D08104,MEMBER
dgroup,DG01504,drug,D00813,MEMBER
dgroup,DG01504,drug,D01271,MEMBER
dgroup,DG01504,drug,D01594,MEMBER
dgroup,DG01504,drug,D07503,MEMBER
dgroup,DG01504,drug,D05143,MEMBER
dgroup,DG01504,drug,D01330,MEMBER
dgroup,DG01504,drug,D01718,MEMBER
dgroup,DG01504,drug,D02944,MEMBER
dgroup,DG01504,drug,D03560,MEMBER
dgroup,DG01504,drug,D03727,MEMBER
dgroup,DG01504,drug,D04144,MEMBER
dgroup,DG01504,drug,D04638,MEMBER
dgroup,DG01504,drug,D05404,MEMBER
dgroup,DG01504,drug,D05619,MEMBER
dgroup,DG01504,drug,D05830,MEMBER
dgroup,DG01504,drug,D06156,MEMBER
dgroup,DG01504,drug,D07453,MEMBER
dgroup,DG01504,drug,D07888,MEMBER
dgroup,DG01504,drug,D08021,MEMBER
dgroup,DG01504,drug,D00127,MEMBER
dgroup,DG01504,drug,D05511,MEMBER
dgroup,DG01504,drug,D05512,MEMBER
dgroup,DG01504,drug,D05513,MEMBER
dgroup,DG01504,drug,D01767,MEMBER
dgroup,DG01504,drug,D07267,MEMBER
dgroup,DG01504,drug,D01866,MEMBER
dgroup,DG01504,drug,D00969,MEMBER
dgroup,DG01504,drug,D01397,MEMBER
dgroup,DG01504,drug,D04003,MEMBER
dgroup,DG01504,drug,D04639,MEMBER
dgroup,DG01504,drug,D05937,MEMBER
dgroup,DG01504,drug,D06082,MEMBER
dgroup,DG01504,drug,D00126,MEMBER
dgroup,DG01504,drug,D01122,MEMBER
dgroup,DG01504,drug,D04490,MEMBER
dgroup,DG01504,drug,D06606,MEMBER
dgroup,DG01504,drug,D08058,MEMBER
dgroup,DG01504,drug,D08059,MEMBER
dgroup,DG01504,drug,D09760,MEMBER
dgroup,DG01504,drug,D00118,MEMBER
dgroup,DG01504,drug,D00970,MEMBER
dgroup,DG01504,drug,D10017,MEMBER
dgroup,DG01504,drug,D00132,MEMBER
dgroup,DG01504,drug,D08102,MEMBER
dgroup,DG01504,drug,D08103,MEMBER
dgroup,DG01504,drug,D02350,MEMBER
dgroup,DG01504,drug,D00968,MEMBER
dgroup,DG01504,drug,D03080,MEMBER
dgroup,DG01504,drug,D00452,MEMBER
dgroup,DG01504,drug,D05515,MEMBER
dgroup,DG01504,drug,D00330,MEMBER
dgroup,DG01504,drug,D01475,MEMBER
dgroup,DG01504,drug,D02290,MEMBER
dgroup,DG01504,drug,D10254,MEMBER
dgroup,DG01504,drug,D04530,MEMBER
dgroup,DG01504,drug,D01325,MEMBER
dgroup,DG01504,drug,D00463,MEMBER
dgroup,DG01504,drug,D07268,MEMBER
dgroup,DG01504,drug,D03715,MEMBER
dgroup,DG01504,drug,D03718,MEMBER
dgroup,DG01504,drug,D07219,MEMBER
dgroup,DG01504,drug,D01513,MEMBER
dgroup,DG01504,drug,D07269,MEMBER
dgroup,DG01504,drug,D09568,MEMBER
dgroup,DG01504,drug,D08374,MEMBER
dgroup,DG01504,drug,D08375,MEMBER
dgroup,DG01504,drug,D08149,MEMBER
dgroup,DG01504,drug,D01709,MEMBER
dgroup,DG01504,drug,D07141,MEMBER
dgroup,DG01504,drug,D01578,MEMBER
dgroup,DG01504,drug,D01185,MEMBER
dgroup,DG01504,drug,D01547,MEMBER
dgroup,DG01504,drug,D01851,MEMBER
dgroup,DG01504,drug,D01865,MEMBER
dgroup,DG01504,drug,D01874,MEMBER
dgroup,DG01504,drug,D03410,MEMBER
dgroup,DG01504,drug,D03489,MEMBER
dgroup,DG01504,drug,D03540,MEMBER
dgroup,DG01504,drug,D04273,MEMBER
dgroup,DG01504,drug,D04277,MEMBER
dgroup,DG01504,drug,D05121,MEMBER
dgroup,DG01504,drug,D08153,MEMBER
dgroup,DG01504,drug,D00151,MEMBER
dgroup,DG01504,drug,D01183,MEMBER
dgroup,DG01504,drug,D01581,MEMBER
dgroup,DG01504,drug,D01823,MEMBER
dgroup,DG01504,drug,D03254,MEMBER
dgroup,DG01504,drug,D02341,MEMBER
dgroup,DG01504,drug,D00169,MEMBER
dgroup,DG01504,drug,D08162,MEMBER
dgroup,DG01504,drug,D04102,MEMBER
dgroup,DG01504,drug,D01267,MEMBER
dgroup,DG01504,drug,D00567,MEMBER
dgroup,DG01504,drug,D00568,MEMBER
dgroup,DG01504,drug,D02709,MEMBER
dgroup,DG01504,drug,D03716,MEMBER
dgroup,DG01504,drug,D03717,MEMBER
dgroup,DG01504,drug,D03710,MEMBER
dgroup,DG01504,drug,D03714,MEMBER
dgroup,DG01504,drug,D10656,MEMBER
dgroup,DG01504,drug,D01974,MEMBER
dgroup,DG01504,drug,D03689,MEMBER
