entry_id,name,type,class,member_count,member_ids,atc_codes,comment
DG00305,Propranolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent DG03231  Antihypertensive Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG01639  CYP2C19 substrate DG01644  CYP2D6 substrate,2,D08443;D00483,C07AA05,
DG00306,Timolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) Ophthalmic agent DG03201  Intraocular pressure lowering agent Metabolizing enzyme substrate DG01644  CYP2D6 substrate,3,D08600;D00378;D00603,C07AA06 S01ED01,
DG00307,Sotalol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01653  Antiarrhythmics DG01648  Class III antiarrhythmic agent,2,D08525;D01026,C07AA07,
DG00308,Carteolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent DG03231  Antihypertensive Ophthalmic agent DG03201  Intraocular pressure lowering agent Metabolizing enzyme substrate DG01644  CYP2D6 substrate,2,D07624;D00599,C07AA15 S01ED05,
DG00309,Tertatolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent,2,D07182;D08572,C07AA16,
DG00310,Bopindolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) Metabolizing enzyme substrate DG01644  CYP2D6 substrate,2,D07537;D01794,C07AA17,
DG00311,Bupranolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker),2,D07590;D01454,C07AA19,
DG00312,Penbutolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent,2,D08074;D00602,C07AA23,
DG00313,Metoprolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01461  beta1-Adrenergic receptor antagonist DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent DG03231  Antihypertensive Metabolizing enzyme substrate DG01644  CYP2D6 substrate,4,D02358;D00601;D00635;D05011,C07AB02,
DG00314,Acebutolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01461  beta1-Adrenergic receptor antagonist DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent,2,D02338;D00597,C07AB04,
DG00315,Betaxolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01461  beta1-Adrenergic receptor antagonist DG03231  Antihypertensive Ophthalmic agent DG03201  Intraocular pressure lowering agent,2,D07526;D00598,C07AB05 S01ED02,
DG00316,Bisoprolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01461  beta1-Adrenergic receptor antagonist DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent DG03231  Antihypertensive,2,D02342;D00634,C07AB07,
DG00317,Celiprolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01461  beta1-Adrenergic receptor antagonist DG03231  Antihypertensive,2,D07660;D01741,C07AB08,
DG00318,Esmolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01461  beta1-Adrenergic receptor antagonist DG01653  Antiarrhythmics DG01806  Class II antiarrhythmic agent,2,D07916;D00644,C07AB09,
DG00319,Nebivolol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG01464  beta-Adrenergic receptor antagonist (Beta blocker) DG01461  beta1-Adrenergic receptor antagonist DG03231  Antihypertensive Metabolizing enzyme substrate DG01644  CYP2D6 substrate,2,D05127;D06622,C07AB12,
DG00320,Labetalol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG03180  alpha1 and beta-Adrenergic receptor antagonist DG03231  Antihypertensive DG03180  alpha1 and beta-Adrenergic receptor antagonist,2,D08106;D00600,C07AG01,
DG00321,Carvedilol,Chemical,Cardiovascular agent DG01466  Adrenergic receptor antagonist DG03180  alpha1 and beta-Adrenergic receptor antagonist DG03231  Antihypertensive DG03180  alpha1 and beta-Adrenergic receptor antagonist Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG01642  CYP2C9 substrate DG01644  CYP2D6 substrate DG02855  CYP2E1 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Transporter inhibitor DG01622  ABCB1 inhibitor,2,D00255;D03415,C07AG02,
DG00322,Amlodipine,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG03231  Antihypertensive DG01928  Dihydropyridine calcium channel blocker Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,4,D07450;D00615;D02914;D11881,C08CA01,
DG00323,Nicardipine,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG03231  Antihypertensive DG01928  Dihydropyridine calcium channel blocker Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D08270;D00617,C08CA04,
DG00324,Manidipine,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG03231  Antihypertensive DG01928  Dihydropyridine calcium channel blocker Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D08155;D01553,C08CA11,
DG00325,Barnidipine,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG03231  Antihypertensive DG01928  Dihydropyridine calcium channel blocker Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D07494;D01104,C08CA12,
DG00326,Lercanidipine,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG03231  Antihypertensive DG01928  Dihydropyridine calcium channel blocker Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate,2,D08111;D01849,C08CA13,
DG00327,Benidipine,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG03231  Antihypertensive DG01928  Dihydropyridine calcium channel blocker Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D07509;D02045,C08CA15,
DG00328,Mibefradil,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01573  Calcium channel T type blocker Metabolizing enzyme inhibitor DG01634  CYP1A2 inhibitor DG01645  CYP2D6 inhibitor DG02852  CYP3A/CYP3A4 inhibitor,2,D08217;D05024,C08CX01,
DG00329,Verapamil,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG01653  Antiarrhythmics DG01807  Phenylalkylamine derivative Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Transporter substrate DG01665  ABCB1 substrate Transporter inhibitor DG01622  ABCB1 inhibitor,2,D02356;D00619,C08DA01,
DG00330,Gallopamil,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG01653  Antiarrhythmics DG01807  Phenylalkylamine derivative,2,D08009;D01969,C08DA02,
DG00331,Diltiazem,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG01653  Antiarrhythmics DG03231  Antihypertensive Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,3,D07845;D00616;D03830,C05AE03 C08DB01,
DG00332,Fendiline,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG01653  Antiarrhythmics DG01807  Phenylalkylamine derivative,2,D07185;D07943,C08EA01,
DG00333,Bepridil,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker DG01653  Antiarrhythmics DG01807  Phenylalkylamine derivative Metabolizing enzyme substrate DG01642  CYP2C9 substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor,2,D07520;D00631,C08EA02,
DG00334,Perhexiline,Chemical,Cardiovascular agent DG01575  Calcium channel blocker DG01496  Calcium channel L type blocker Metabolizing enzyme substrate DG01644  CYP2D6 substrate,2,D08340;D05442,C08EX02,
DG00335,Enalapril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D07892;D00621,C09AA02,
DG00336,Lisinopril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D08131;D00362,C09AA03,
DG00337,Perindopril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,3,D03753;D00624;D11580,C09AA04,
DG00338,Quinapril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D03752;D00459,C09AA06,
DG00339,Benazepril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor Metabolizing enzyme substrate DG02924  UGT substrate,2,D07499;D00620,C09AA07,
DG00340,Cilazapril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D07699;D01069,C09AA08,
DG00341,Fosinopril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D07992;D00622,C09AA09,
DG00342,Spirapril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D08529;D03765,C09AA11,
DG00343,Delapril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D07781;D01667,C09AA12,
DG00344,Moexipril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D08225;D00623,C09AA13,
DG00345,Temocapril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D08566;D01119,C09AA14,
DG00346,Zofenopril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D08688;D03767,C09AA15,
DG00347,Imidapril,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01501  Angiotensin-converting enzyme inhibitor DG03231  Antihypertensive DG01501  Angiotensin-converting enzyme inhibitor,2,D08068;D01549,C09AA16,
DG00348,Losartan,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01495  Angiotensin II receptor antagonist DG03231  Antihypertensive DG01495  Angiotensin II receptor antagonist Metabolizing enzyme substrate DG01642  CYP2C9 substrate,2,D08146;D00357,C09CA01,
DG00349,Eprosartan,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01495  Angiotensin II receptor antagonist DG03231  Antihypertensive DG01495  Angiotensin II receptor antagonist,2,D04040;D02082,C09CA02,
DG00350,Candesartan,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01495  Angiotensin II receptor antagonist DG03231  Antihypertensive DG01495  Angiotensin II receptor antagonist Metabolizing enzyme substrate DG01642  CYP2C9 substrate,2,D00522;D00626,C09CA06,
DG00351,Azilsartan,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01495  Angiotensin II receptor antagonist DG03231  Antihypertensive DG01495  Angiotensin II receptor antagonist,3,D08864;D08067;D08865,C09CA09,
DG00352,Aliskiren,Chemical,Cardiovascular agent DG01925  Renin-angiotensin system inhibitor DG01923  Renin inhibitor DG03231  Antihypertensive DG01923  Renin inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Transporter substrate DG01665  ABCB1 substrate,2,D03208;D06412,C09XA02,
DG00353,Pravastatin,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01660  HMG-CoA reductase inhibitor Transporter substrate DG02861  ABCC2 substrate DG02856  SLCO1B1 substrate DG02933  SLCO2B1 substrate,2,D08410;D00893,C10AA03,
DG00354,Fluvastatin,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01660  HMG-CoA reductase inhibitor Metabolizing enzyme substrate DG01642  CYP2C9 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inhibitor DG01643  CYP2C9 inhibitor Transporter substrate DG02856  SLCO1B1 substrate Transporter inhibitor DG02882  ABCB11 inhibitor,2,D07983;D00892,C10AA04,
DG00355,Atorvastatin,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01660  HMG-CoA reductase inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Transporter substrate DG01665  ABCB1 substrate DG01913  ABCG2 substrate DG02856  SLCO1B1 substrate DG02932  SLCO1B3 substrate,4,D07474;D00887;D02258;D11095,C10AA05,
DG00356,Cerivastatin,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01660  HMG-CoA reductase inhibitor Metabolizing enzyme substrate DG02918  CYP2C8 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D07661;D00889,C10AA06,
DG00357,Rosuvastatin,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01660  HMG-CoA reductase inhibitor Transporter substrate DG01913  ABCG2 substrate DG02856  SLCO1B1 substrate,2,D08492;D01915,C10AA07,
DG00358,Clofibrate,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01733  PPAR alpha agonist DG01547  Fibrate,3,D00279;D01208;D07724,C10AB01,
DG00359,Colestipol,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01945  Bile acid sequestrant,2,D07771;D02113,C10AC02,
DG00360,Colextran,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01945  Bile acid sequestrant,2,D07744;D07745,C10AC03,
DG00361,Colesevelam,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent DG01945  Bile acid sequestrant,2,D07743;D03582,C10AC04,
DG00362,Lomitapide,Chemical,Hypolipidemic agent DG01946  Hypolipidemic agent Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D09637;D09638,C10AX12,
DG00363,Econazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D03936;D00881,D01AC03 G01AF05,
DG00364,Chlormidazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D02557;D07676,D01AC04,
DG00365,Isoconazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D04624;D01480,D01AC05 G01AF07,
DG00366,Sulconazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D08535;D00886,D01AC09,
DG00367,Oxiconazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D08313;D00885,D01AC11 G01AF17,
DG00368,Fenticonazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D02582;D02583,D01AC12 G01AF12,
DG00369,Omoconazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D08296;D01664,D01AC13 G01AF16,
DG00370,Sertaconazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D06883;D08510,D01AC14 G01AF19,
DG00371,Fluconazole,Chemical,Antifungal DG01523  Triazole antifungal Metabolizing enzyme inhibitor DG01643  CYP2C9 inhibitor DG01933  CYP2C19 inhibitor DG02852  CYP3A/CYP3A4 inhibitor DG01522  CYP3A4 inhibitor,2,D00322;D01429,D01AC15 J02AC01,
DG00372,Eberconazole,Chemical,Antifungal DG01883  Imidazole antifungal,2,D07882;D07884,D01AC17,
DG00373,Undecylenic acid,Chemical,,4,D02159;D01124;D03315;D08894,D01AE04,
DG00374,Ciclopirox,Chemical,,2,D03488;D01364,D01AE14 G01AX12,
DG00375,Terbinafine,Chemical,Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG02918  CYP2C8 substrate DG01642  CYP2C9 substrate DG01639  CYP2C19 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor,2,D02375;D02219,D01AE15 D01BA02,
DG00376,Amorolfine,Chemical,,2,D02923;D01720,D01AE16,
DG00377,Naftifine,Chemical,,2,D08245;D00883,D01AE22,
DG00378,Butenafine,Chemical,,2,D07596;D01093,D01AE23,
DG00379,Aminobenzoic acid,Chemical,Neuropsychiatric agent DG02030  Anesthetics DG01675  Local anesthetic DG01674  Esterified local anesthetic,4,D02456;D00552;D02906;D02907,D02BA01,
DG00380,Hyaluronic acid,Chemical,,2,D08043;D03354,D03AX05 M09AX01 R01AX09 S01KA01,
DG00381,Thonzylamine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,2,D08587;D01801,D04AA01 R01AC06 R06AC06,
DG00382,Mepyramine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,3,D08183;D05660;D08184,D04AA02 R06AC01,
DG00383,Tripelennamine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor,3,D08645;D02091;D06246,D04AA04 R06AC04,
DG00384,Chloropyramine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,2,D07195;D07679,D04AA09 R06AC03,
DG00385,Promethazine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist Metabolizing enzyme substrate DG01644  CYP2D6 substrate,6,D00494;D00480;D01242;D03290;D08432;D08768,D04AA10 R06AD02,
DG00386,Dimetindene,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,2,D07853;D01343,D04AA13 R06AB03,
DG00387,Clemastine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor,2,D03535;D00666,D04AA14 R06AA04,
DG00388,Bamipine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,3,D07197;D07492;D07493,D04AA15 R06AX01,
DG00389,Isothipendyl,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,2,D08091;D01143,D04AA22 R06AD09,
DG00390,Diphenhydramine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,7,D00300;D00669;D02419;D03285;D03360;D03854;D00520,D04AA32 R06AA02,
DG00391,Chlorphenoxamine,Chemical,Anti-allergic agent DG01557  Histamine receptor antagonist DG01482  Histamine receptor H1 antagonist,2,D07198;D07684,D04AA34 R06AA06,
DG00392,Oxybuprocaine,Chemical,Neuropsychiatric agent DG02030  Anesthetics DG01675  Local anesthetic,2,D08319;D01768,D04AB03 S01HA02,
DG00393,Quinisocaine,Chemical,,2,D08462;D06661,D04AB05,
DG00394,Calcipotriol,Chemical,Gastrointestinal agent DG01607  Vitamin D derivatives DG01606  Activated vitamin D3,2,D01125;D10198,D05AX02,
DG00395,Tacalcitol,Chemical,Gastrointestinal agent DG01607  Vitamin D derivatives DG01606  Activated vitamin D3,2,D08554;D01472,D05AX04,
DG00396,Demeclocycline,Chemical,Antibacterial DG01197  Tetracycline antibiotic,2,D03680;D00290,D06AA01 J01AA01,
DG00397,Oxytetracycline,Chemical,Antibacterial DG01197  Tetracycline antibiotic,3,D00205;D01596;D05322,A01AB25 D06AA03 G01AA07 J01AA06 S01AA04,
DG00398,Fusidic acid,Chemical,,4,D04281;D00213;D08000;D08003,D06AX01 D09AA02 J01XC01 S01AA13,
DG00399,Chloramphenicol,Chemical,Antibacterial DG01576  Amphenicol type antibacterial,6,D00104;D01072;D02185;D07674;D07675;D03461,D06AX02 D10AF03 G01AA05 J01BA01 S01AA01 S02AA01 S03AA08,
DG00400,Bacitracin,Chemical,Antibacterial DG01579  Polypeptide antibiotic,3,D00128;D03047;D03048,D06AX05 J01XX10 R02AB04,
DG00401,Gentamicin,Chemical,Antibacterial DG01447  Aminoglycoside antibiotic,2,D08013;D01063,D06AX07 J01GB03 S01AA11 S02AA14 S03AA06,
DG00402,Mupirocin,Chemical,,2,D01076;D02195,D06AX09 R01AX06,
DG00403,Amikacin,Chemical,Antibacterial DG01447  Aminoglycoside antibiotic,2,D02543;D00865,D06AX12 J01GB06 S01AA21,
DG00404,Mafenide,Chemical,Antibacterial DG01787  Sulfonamide antibacterial,3,D02351;D01166;D04815,D06BA03,
DG00405,Tromantadine,Chemical,,2,D07199;D08652,D06BB02 J05AC03,
DG00406,Aciclovir Acyclovir,Chemical,Antiviral DG02840  Anti-herpesvirus agent Transporter substrate DG02858  SLC22A1 substrate DG02859  SLC22A6 substrate DG02860  SLC22A8 substrate,2,D00222;D02764,D06BB03 J05AB01 S01AD03,
DG00407,Inosine,Chemical,,2,D00054;D01995,D06BB05 G01AX02 S01XA10,
DG00408,Penciclovir,Chemical,Antiviral DG02840  Anti-herpesvirus agent,2,D05407;D02124,D06BB06 J05AB13,
DG00409,Lysozyme,Chemical,,2,D08152;D03332,D06BB07 J05AX02,
DG00410,Methylprednisolone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,7,D00407;D00751;D00979;D05000;D05001;D05002;D07203,D07AA01 D10AA02 H02AB04,
DG00411,Clobetasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D07717;D01273,D07AB01 S01BA09,
DG00412,Flumetasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D04208;D01464,D07AB03 D07XB01,
DG00413,Fluocortin,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D07972;D04217,D07AB04,
DG00414,Fluprednidene,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D07201;D07980,D07AB07 D07XB03,
DG00415,Alclometasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D07116;D01820,D07AB10 S01BA10,
DG00416,Clocortolone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,3,D07719;D02287;D03541,D07AB21,
DG00417,Diflucortolone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,3,D03812;D01764;D03813,D07AC06 D07XC04,
DG00418,Diflorasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D07827;D01327,D07AC10,
DG00419,Mometasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,3,D08227;D00690;D03325,D07AC13 D07XC03 R01AD09 R03BA07,
DG00420,Fluticasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,3,D07981;D01708;D06315,D07AC17 R01AD08 R01AD12 R03BA05 R03BA09,
DG00421,Halobetasol Ulobetasol,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D08660;D04409,D07AC21,
DG00422,Clobetasol,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D07715;D01272,D07AD01,
DG00423,Dibrompropamidine,Chemical,,2,D07204;D07813,D08AC01 S01AX14,
DG00424,Propamidine,Chemical,,2,D07205;D08436,D08AC03 S01AX15,
DG00425,Iodine,Chemical,,3,D00108;D04470;D04723,D08AG03,
DG00426,Dequalinium,Chemical,,2,D01575;D09802,D08AH01 G01AC05 R02AA02,
DG00427,Cetrimonium,Chemical,,4,D07664;D03454;D07672;D07673,D08AJ02 R02AA17,
DG00428,Cetrimide,Chemical,,1,D02164,D08AJ04 D11AC01,
DG00429,Silver nitrate,Chemical,,2,D01730;D05840,D08AL01 S01AX02,
DG00430,Ethanol,Chemical,,4,D00068;D02798;D04855;D06542,D08AX08 V03AB16 V03AZ01,
DG00431,Aluminium chlorohydrate,Chemical,,3,D02852;D02856;D02863,D09AA08 M05BX02,
DG00432,Bithionol,Chemical,,2,D00802;D03135,D10AB01 P02BX01,
DG00433,Tretinoin,Chemical,Vitamin and mineral DG01604  Retinol derivative,2,D00094;D01516,D10AD01 L01XF01,
DG00434,Isotretinoin,Chemical,Vitamin and mineral DG01604  Retinol derivative,2,D00348;D04636,D10AD04 D10BA01,
DG00435,Clindamycin,Chemical,Antibacterial DG01578  Lincosamide antibiotic,5,D00277;D01073;D01990;D02132;D10531,D10AF01 G01AA10 J01FF01,
DG00436,Erythromycin,Chemical,Antibacterial DG01551  Macrolide antibiotic DG01874  14-membered ring macrolide antibiotic Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate Metabolizing enzyme inhibitor DG02852  CYP3A/CYP3A4 inhibitor Transporter inhibitor DG01622  ABCB1 inhibitor,12,D00140;D00851;D01361;D02009;D02184;D02523;D02524;D02525;D03098;D04054;D07909;D07910,D10AF02 J01FA01 S01AA17,
DG00437,Meclocycline,Chemical,Antibacterial DG01197  Tetracycline antibiotic,2,D02476;D02477,D10AF04,
DG00438,Resorcinol,Chemical,,2,D00133;D02393,D10AX02 S01AX06,
DG00439,Tacrolimus,Chemical,Immunological agent DG03129  Calcineurin inhibitor Anti-inflammatory DG01985  Disease modifying anti-rheumatic drug (DMARD) Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D08556;D00107,D11AH01 L04AD02,
DG00440,Eflornithine,Chemical,,2,D07883;D00829,D11AX16 P01CX03,
