entry_id,name,type,class,member_count,member_ids,atc_codes,comment
DG00001,Chlorhexidine,Chemical,,5,D07668;D00858;D01345;D03463;D07669,A01AB03 B05CA02 D08AC02 D09AA12 R02AA05 S01AX09 S02AA09 S03AA04,
DG00002,Oxyquinoline,Chemical,,2,D05321;D02414,A01AB07 D08AH03 G01AC30 R02AA14,
DG00003,Neomycin,Chemical,Antibacterial DG01447  Aminoglycoside antibiotic,4,D08260;D01618;D05141;D05142,A01AB08 A07AA01 B05CA09 D06AX04 J01GB05 R02AB01 S01AA03 S02AA07 S03AA01,
DG00004,Miconazole,Chemical,Antifungal DG01883  Imidazole antifungal Metabolizing enzyme inhibitor DG01643  CYP2C9 inhibitor DG02852  CYP3A/CYP3A4 inhibitor,2,D00416;D00882,A01AB09 A07AC01 D01AC02 G01AF04 J02AB01 S02AA13,
DG00005,Tetracycline,Chemical,Antibacterial DG01197  Tetracycline antibiotic,3,D00201;D02122;D06098,A01AB13 D06AA04 J01AA07 S01AA09 S02AA08 S03AA02,
DG00006,Metronidazole,Chemical,Antiparasitic DG01884  Imidazole antiprotozoal Metabolizing enzyme substrate DG01638  CYP2A6 substrate Metabolizing enzyme inhibitor DG01643  CYP2C9 inhibitor,4,D00409;D05016;D05017;D08214,A01AB17 D06BX01 G01AF01 J01XD01 P01AB01,
DG00007,Chlortetracycline,Chemical,Antibacterial DG01197  Tetracycline antibiotic,3,D07689;D02255;D03477,A01AB21 D06AA02 J01AA03 S01AA02,
DG00008,Doxycycline,Chemical,Antibacterial DG01197  Tetracycline antibiotic,6,D07876;D00307;D02129;D03903;D03904;D07877,A01AB22 J01AA02,
DG00009,Minocycline,Chemical,Antibacterial DG01197  Tetracycline antibiotic,2,D05045;D00850,A01AB23 D10AF07 J01AA08,
DG00010,Triamcinolone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,5,D00385;D00983;D00984;D00985;D06216,A01AC01 C05AA12 D07AB09 D07XB02 H02AB08 R01AD11 R03BA06 S01BA05,
DG00011,Dexamethasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inducer DG02853  CYP3A/CYP3A4 inducer DG01635  CYP3A4 inducer,17,D00292;D00975;D01510;D01615;D01632;D01948;D02174;D02591;D02592;D07073;D07796;D07797;D07798;D07799;D07800;D07801;D07802,A01AC02 C05AA09 D07AB19 D07XB05 D10AA03 H02AB02 R01AD03 S01BA01 S01CB01 S02BA06 S03BA01,
DG00012,Hydrocortisone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate,12,D00088;D00165;D00976;D00977;D00978;D01442;D01619;D01886;D02288;D04467;D06876;D09796,A01AC03 A07EA02 C05AA01 D07AA02 D07XA01 H02AB09 S01BA02 S01CB03 S02BA01,
DG00013,Epinephrine,Chemical,Cardiovascular agent DG01703  Cardiotonic DG01699  Catecholamine cardiotonic DG01456  Adrenergic receptor agonist DG01951  Catecholamine adrenergic receptor agonist Metabolizing enzyme substrate DG01592  COMT substrate DG02917  MAO substrate,3,D00095;D00996;D02149,A01AD01 B02BC09 C01CA24 R01AA14 R03AA01 S01EA01,
DG00014,Benzydamine,Chemical,Anti-inflammatory DG01504  Nonsteroidal anti-inflammatory drug (NSAID),3,D07516;D01410;D07517,A01AD02 G02CC03 M01AX07 M02AA05 R02AX03,
DG00015,Acetylsalicylic acid,Chemical,"Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent Anti-inflammatory DG01504  Nonsteroidal anti-inflammatory drug (NSAID) DG01909  Anti-inflammatory drug, salicylic acid derivatives",6,D00109;D05181;D07579;D07580;D07581;D07582,A01AD05 B01AC06 N02BA01,
DG00016,Adrenalone,Chemical,Cardiovascular agent DG01456  Adrenergic receptor agonist DG01450  alpha-Adrenergic receptor agonist DG01448  alpha1-Adrenergic receptor agonist DG01951  Catecholamine adrenergic receptor agonist,2,D02774;D07560,A01AD06 B02BC05,
DG00017,Cimetidine,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG01481  Histamine receptor H2 antagonist Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor DG02852  CYP3A/CYP3A4 inhibitor DG01522  CYP3A4 inhibitor,2,D00295;D03503,A02BA01,
DG00018,Ranitidine,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG01481  Histamine receptor H2 antagonist Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor DG02852  CYP3A/CYP3A4 inhibitor Transporter substrate DG02854  SLC22A2 substrate Transporter inhibitor DG02863  SLC22A2 inhibitor,3,D00422;D00673;D05699,A02BA02,
DG00019,Roxatidine,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG01481  Histamine receptor H2 antagonist,3,D08494;D01467;D08495,A02BA06,
DG00020,Omeprazole,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG01646  Proton pump inhibitor (PPI) Metabolizing enzyme substrate DG01639  CYP2C19 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,4,D00455;D01207;D05261;D05259,A02BC01,
DG00021,Pantoprazole,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG01646  Proton pump inhibitor (PPI) Metabolizing enzyme substrate DG01639  CYP2C19 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D05353;D02593,A02BC02,
DG00022,Rabeprazole,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG01646  Proton pump inhibitor (PPI) Metabolizing enzyme substrate DG01639  CYP2C19 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D08463;D00724,A02BC04,
DG00023,Esomeprazole,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG01646  Proton pump inhibitor (PPI) Metabolizing enzyme substrate DG01639  CYP2C19 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,6,D07917;D01984;D04056;D09339;D10120;D11114,A02BC05,
DG00024,Carbenoxolone,Chemical,,2,D07615;D01899,A02BX01,
DG00025,Sucralfate,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG02008  Gastric mucosal protectant,1,D00446,A02BX02,
DG00026,Pirenzepine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist Gastrointestinal agent DG01975  Agents for peptic ulcer,3,D08389;D01297;D05276,A02BX03,
DG00027,Bismuth subcitrate,Chemical,,2,D07587;D09739,A02BX05,
DG00028,Alginic acid,Chemical,Gastrointestinal agent DG01975  Agents for peptic ulcer DG02008  Gastric mucosal protectant,3,D02324;D03336;D08977,A02BX13,
DG00029,Oxyphencyclimine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,2,D08325;D01006,A03AA01,
DG00030,Mebeverine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,2,D08160;D04868,A03AA04,
DG00031,Trimebutine,Chemical,Analgesic DG01587  Opioid receptor agonist/antagonist,2,D08639;D01500,A03AA05,
DG00032,Dicycloverine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,2,D07820;D00717,A03AA07,
DG00033,Dihexyverine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,2,D07821;D03824,A03AA08,
DG00034,Piperidolate,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist Gastrointestinal agent DG01975  Agents for peptic ulcer,2,D08382;D01165,A03AA30,
DG00035,Propantheline,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist Gastrointestinal agent DG01975  Agents for peptic ulcer,1,D00481,A03AB05,
DG00036,Methantheline,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,1,D00721,A03AB07,
DG00037,Tridihexethyl,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,1,D00723,A03AB08,
DG00038,Isopropamide,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,1,D01005,A03AB09,
DG00039,Hexocyclium,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,1,D01003,A03AB10,
DG00040,Mepenzolate,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,1,D00720,A03AB12,
DG00041,Timepidium bromide,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist Gastrointestinal agent DG01975  Agents for peptic ulcer,1,D02535,A03AB19,
DG00042,Tiropramide,Chemical,,2,D07087;D08608,A03AC05,
DG00043,Papaverine,Chemical,,3,D07425;D02218;D07439,A03AD01 G04BE02,
DG00044,Drotaverine,Chemical,,2,D07088;D07879,A03AD02,
DG00045,Moxaverine,Chemical,,2,D07089;D08238,A03AD30,
DG00046,Alosetron,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG01642  CYP2C9 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D07129;D02829,A03AE01,
DG00047,Cilansetron,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist,2,D03495;D03496,A03AE03,
DG00048,Proxazole,Chemical,,2,D05644;D01650,A03AX07,
DG00049,Alverine,Chemical,,2,D07440;D02877,A03AX08,
DG00050,Phloroglucinol,Chemical,Neuropsychiatric agent DG01497  Catechol O-methyltransferase inhibitor,2,D00152;D08369,A03AX12,
DG00051,Silicone,Chemical,,2,D06521;D06522,A03AX13,
DG00052,Atropine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,2,D00113;D02069,A03BA01 S01FA01,
DG00053,Hyoscyamine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist,4,D00147;D00719;D01648;D04479,A03BA03,
DG00054,Belladonna total alkaloid,Chemical,,3,D03069;D03223;D03224,A03BA04,
DG00055,Metoclopramide,Chemical,Neuropsychiatric agent DG01478  Dopamine antagonist DG01474  Dopamine D2-receptor antagonist Gastrointestinal agent DG01763  Propulsive DG01489  5-HT3-receptor antagonist DG01762  Antiemetic DG01783  Benzamide type antiemetic Metabolizing enzyme substrate DG01644  CYP2D6 substrate Metabolizing enzyme inhibitor DG01645  CYP2D6 inhibitor,3,D00726;D02213;D05008,A03FA01,
DG00056,Cisapride,Chemical,Gastrointestinal agent DG01763  Propulsive Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate,2,D00274;D02092,A03FA02,
DG00057,Domperidone,Chemical,Neuropsychiatric agent DG01478  Dopamine antagonist DG01474  Dopamine D2-receptor antagonist Gastrointestinal agent DG01763  Propulsive DG01762  Antiemetic Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D01745;D07868,A03FA03,
DG00058,Alizapride,Chemical,Neuropsychiatric agent DG01478  Dopamine antagonist DG01474  Dopamine D2-receptor antagonist Gastrointestinal agent DG01763  Propulsive DG01762  Antiemetic DG01783  Benzamide type antiemetic,2,D07102;D07563,A03FA05,
DG00059,Clebopride,Chemical,Neuropsychiatric agent DG01478  Dopamine antagonist DG01474  Dopamine D2-receptor antagonist Gastrointestinal agent DG01763  Propulsive DG01762  Antiemetic DG01783  Benzamide type antiemetic,2,D03534;D01742,A03FA06,
DG00060,Ondansetron,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist DG01762  Antiemetic Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D00456;D00678,A04AA01,
DG00061,Granisetron,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist DG01762  Antiemetic Metabolizing enzyme substrate DG01891  CYP1A1 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D04370;D00677,A04AA02,
DG00062,Tropisetron,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist DG01762  Antiemetic,2,D02130;D02041,A04AA03,
DG00063,Dolasetron,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist DG01762  Antiemetic Metabolizing enzyme substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate,2,D07867;D00725,A04AA04,
DG00064,Palonosetron,Chemical,Gastrointestinal agent DG01489  5-HT3-receptor antagonist DG01762  Antiemetic Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate,2,D07175;D05343,A04AA05,
DG00065,Scopolamine,Chemical,Neuropsychiatric agent DG01491  Muscarinic cholinergic receptor antagonist Gastrointestinal agent DG01762  Antiemetic,2,D00138;D02071,A04AD01 N05CM05 S01FA02,
DG00066,Aprepitant,Chemical,Gastrointestinal agent DG01762  Antiemetic Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inhibitor DG02852  CYP3A/CYP3A4 inhibitor DG01522  CYP3A4 inhibitor Metabolizing enzyme inducer DG02886  CYP2C9 inducer DG02853  CYP3A/CYP3A4 inducer DG01635  CYP3A4 inducer,3,D02968;D10895;D06597,A04AD12,
DG00067,Liquid paraffin,Chemical,,2,D05042;D05043,A06AA01,
DG00068,Oxyphenisatine,Chemical,Gastrointestinal agent DG01770  Laxative,2,D08326;D05320,A06AB01,
DG00069,Bisacodyl,Chemical,Gastrointestinal agent DG01770  Laxative,2,D00245;D03129,A06AB02 A06AG02,
DG00070,Phenolphthalein,Chemical,Gastrointestinal agent DG01770  Laxative,2,D05456;D06516,A06AB04,
DG00071,Castor oil,Chemical,Gastrointestinal agent DG01770  Laxative,2,D06462;D03418,A06AB05,
DG00072,Sodium picosulfate,Chemical,Gastrointestinal agent DG01770  Laxative,1,D01612,A06AB08,
DG00073,Bisoxatin,Chemical,,2,D07531;D01191,A06AB09,
DG00074,Lactitol,Chemical,,2,D08266;D02039,A06AD12,
DG00075,Sodium sulfate,Chemical,Gastrointestinal agent DG01770  Laxative,2,D01732;D05877,A06AD13 A12CA02,
DG00076,Macrogol,Chemical,,8,D03370;D06418;D06419;D06420;D06421;D06423;D01542;D06451,A06AD15,
DG00077,Sodium phosphate,Chemical,,3,D06389;D05869;D09000,A06AD17 A06AG01 B05XA09 V03AG05,
DG00078,Naloxegol,Chemical,Analgesic DG01586  Opioid receptor antagonist Gastrointestinal agent DG01770  Laxative Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate,2,D10479;D10375,A06AH03,
DG00079,Linaclotide,Chemical,Gastrointestinal agent DG01770  Laxative,2,D09355;D06612,A06AX04,
DG00080,Prucalopride,Chemical,Gastrointestinal agent DG01770  Laxative,2,D09205;D10152,A06AX05,
DG00081,Tegaserod,Chemical,Metabolizing enzyme substrate DG02924  UGT substrate,2,D06056;D02730,A06AX06,
DG00082,Streptomycin,Chemical,Antibacterial DG01447  Aminoglycoside antibiotic DG01966  Antitubercular,2,D08531;D01350,A07AA04 J01GA01,
DG00083,Polymyxin B,Chemical,Antibacterial DG01579  Polypeptide antibiotic,2,D08401;D01066,A07AA05 J01XB02 S01AA18 S02AA11 S03AA03,
DG00084,Paromomycin,Chemical,Antibacterial DG01447  Aminoglycoside antibiotic,2,D07467;D00868,A07AA06,
DG00085,Kanamycin,Chemical,Antibacterial DG01447  Aminoglycoside antibiotic DG01966  Antitubercular,2,D00866;D03262,A07AA08 J01GB04 S01AA24,
DG00086,Vancomycin,Chemical,Antibacterial DG01580  Glycopeptide antibiotic,2,D00212;D00926,A07AA09 J01XA01 S01AA28,
DG00087,Colistin,Chemical,Antibacterial DG01579  Polypeptide antibiotic,3,D07746;D02049;D02138,A07AA10 J01XB01,
DG00088,Succinylsulfathiazole,Chemical,Antibacterial DG01787  Sulfonamide antibacterial DG01784  Short-acting sulfonamide,2,D07060;D02447,A07AB04,
DG00089,Attapulgite,Chemical,,2,D07584;D03045,A07BC04,
DG00090,Diphenoxylate,Chemical,Neuropsychiatric agent DG01564  Opioid receptor agonist DG01563  mu-Opioid receptor agonist,2,D07861;D03860,A07DA01,
DG00091,Opium,Chemical,Analgesic DG01984  Opioid analgesics,2,D03444;D06499,A07DA02 N02AA02,
DG00092,Loperamide,Chemical,Neuropsychiatric agent DG01564  Opioid receptor agonist Metabolizing enzyme substrate DG02918  CYP2C8 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Transporter substrate DG01665  ABCB1 substrate,3,D08144;D00729;D07113,A07DA03 A07DA05,
DG00093,Prednisolone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,12,D00472;D00980;D00981;D00982;D01239;D01998;D02156;D03301;D08412;D08413;D08414;D08415,A01AC04 A07EA01 C05AA04 D07AA03 D07XA02 H02AB06 R01AD02 S01BA04 S01CB02 S02BA03 S03BA02,
DG00094,Prednisone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D00473;D08416,A07EA03 H02AB07,
DG00095,Betamethasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,7,D00244;D00972;D01357;D01402;D01637;D02032;D02286,A07EA04 C05AA05 D07AC01 D07XC01 H02AB01 R01AD06 R03BA04 S01BA06 S01CB04 S02BA07 S03BA03,
DG00096,Tixocortol,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,2,D08610;D06171,A07EA05 R01AD07,
DG00097,Beclometasone,Chemical,Anti-inflammatory DG01955  Corticosteroid DG02068  Glucocorticoid,3,D07495;D00689;D11572,A07EA07 D07AC15 R01AD01 R03BA01,
DG00098,Cromoglicic acid,Chemical,Anti-allergic agent DG01805  Mediator release inhibitor,4,D07753;D00526;D02589;D09790,A07EB01 D11AH03 R01AC01 R03BC01 S01GX01,
DG00099,Olsalazine,Chemical,"Anti-inflammatory DG01504  Nonsteroidal anti-inflammatory drug (NSAID) DG01909  Anti-inflammatory drug, salicylic acid derivatives",2,D08295;D00727,A07EC03,
DG00100,Balsalazide,Chemical,"Anti-inflammatory DG01504  Nonsteroidal anti-inflammatory drug (NSAID) DG01909  Anti-inflammatory drug, salicylic acid derivatives",2,D07488;D02715,A07EC04,
DG00101,Lactic acid producing organism,Chemical,,2,D04345;D04352,A07FA01,
DG00102,Phentermine,Chemical,Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic,2,D05458;D05459,A08AA01,
DG00103,Fenfluramine,Chemical,Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG02919  CYP2B6 substrate DG01642  CYP2C9 substrate DG01639  CYP2C19 substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate DG02925  CYP3A5 substrate,2,D07945;D04148,A08AA02 N03AX26,
DG00104,Amfepramone,Chemical,Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic,2,D07444;D03801,A08AA03,
DG00105,Dexfenfluramine,Chemical,Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic Metabolizing enzyme substrate DG01644  CYP2D6 substrate,2,D07805;D03713,A08AA04,
DG00106,Cathine,Chemical,Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic,2,D07627;D07628,A08AA07,
DG00107,Mefenorex,Chemical,Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic,2,D07891;D04893,A08AA09,
DG00108,Sibutramine,Chemical,Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic,2,D08513;D02571,A08AA10,
DG00109,Diastase,Chemical,,2,D03329;D08705,A09AA01,
DG00110,Hydrochloric acid,Chemical,,2,D02057;D04390,A09AB03 B05XA13,
DG00111,Citric acid,Chemical,,2,D00037;D01222,A09AB04,
DG00112,Phenformin,Chemical,Antidiabetic agent DG01685  Insulin sensitizer DG01684  Biguanide antidiabetic DG02044  Hypoglycemic agent DG01684  Biguanide antidiabetic Metabolizing enzyme substrate DG01644  CYP2D6 substrate,2,D08351;D08352,A10BA01,
DG00113,Metformin,Chemical,Antidiabetic agent DG01685  Insulin sensitizer DG01684  Biguanide antidiabetic DG02044  Hypoglycemic agent DG01684  Biguanide antidiabetic,2,D04966;D00944,A10BA02,
DG00114,Buformin,Chemical,Antidiabetic agent DG01685  Insulin sensitizer DG01684  Biguanide antidiabetic DG02044  Hypoglycemic agent DG01684  Biguanide antidiabetic,2,D00595;D02206,A10BA03,
DG00115,Tolbutamide,Chemical,Antidiabetic agent DG01508  Sulfonylurea receptor agonist DG01734  Sulfonylurea DG02044  Hypoglycemic agent DG01734  Sulfonylurea,2,D00380;D06177,A10BB03 V04CA01,
DG00116,Rosiglitazone,Chemical,Antidiabetic agent DG01685  Insulin sensitizer DG01795  PPAR gamma agonist DG01683  Thiazolidinedione DG02044  Hypoglycemic agent DG01683  Thiazolidinedione,2,D08491;D00596,A10BG02,
DG00117,Pioglitazone,Chemical,Antidiabetic agent DG01685  Insulin sensitizer DG01795  PPAR gamma agonist DG01683  Thiazolidinedione DG02044  Hypoglycemic agent DG01683  Thiazolidinedione Metabolizing enzyme substrate DG02918  CYP2C8 substrate,2,D08378;D00945,A10BG03,
DG00118,Sitagliptin,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01601  DPP-4 inhibitor,3,D08516;D06645;D12294,A10BH01,
DG00119,Saxagliptin,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01601  DPP-4 inhibitor Metabolizing enzyme substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate DG02925  CYP3A5 substrate,3,D08996;D09753;D10262,A10BH03,
DG00120,Pramlintide,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent,2,D05594;D05595,A10BX05,
DG00121,Benfluorex,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent Gastrointestinal agent DG01705  Anoretic DG01704  Phenethylamine anorexic,2,D07192;D07508,A10BX06,
DG00122,Dapagliflozin,Chemical,Antidiabetic agent DG02044  Hypoglycemic agent DG01794  SGLT2 inhibitor Metabolizing enzyme substrate DG02924  UGT substrate DG03188  UGT1A9 substrate,2,D08897;D09763,A10BK01,
DG00123,Retinol (vit A),Chemical,Vitamin and mineral DG01604  Retinol derivative Metabolizing enzyme substrate DG02918  CYP2C8 substrate,4,D06543;D00164;D01621;D08477,A11CA01 D10AD02 R01AX02 S01XA02,
DG00124,Calcifediol,Chemical,,1,D00122,A11CC06 H05BX05,
DG00125,Thiamine (vit B1),Chemical,,4,D08580;D02094;D03277;D08581,A11DA01,
DG00126,Ascorbic acid (vitamin C),Chemical,,4,D00018;D05853;D07575;D02293,A11GA01 G01AD03,
DG00127,Nicotinamide,Chemical,,2,D00036;D00002,A11HA01,
DG00128,Pyridoxine (vit B6),Chemical,,2,D08454;D02179,A11HA02,
DG00129,Tocopherol (vit E),Chemical,,5,D02332;D01406;D01530;D01735;D08612,A11HA03,
DG00130,Riboflavin (vit B2),Chemical,,4,D00050;D01622;D01913;D05725,A11HA04 S01XA26,
DG00131,Biotin,Chemical,,2,D00029;D07586,A11HA05,
DG00132,Pyridoxal phosphate,Chemical,,2,D00006;D03281,A11HA06,
DG00133,Calcium pantothenate,Chemical,,2,D01082;D03300,A11HA31 D03AX04,
DG00134,Calcium phosphate,Chemical,Gastrointestinal agent DG01980  Calcium,5,D00937;D00938;D03302;D03303;D06437,A12AA01,
DG00135,Calcium gluconate,Chemical,Gastrointestinal agent DG01980  Calcium,2,D00935;D05463,A12AA03 D11AX03,
DG00136,Calcium lactate,Chemical,Gastrointestinal agent DG01980  Calcium,2,D00936;D02254,A12AA05,
DG00137,Calcium chloride,Chemical,Gastrointestinal agent DG01980  Calcium,1,D02256,A12AA07 B05XA07 G04BA03,
DG00138,Zinc sulfate,Chemical,,2,D01081;D06371,A12CB01 B05XA18,
DG00139,Magnesium chloride,Chemical,Gastrointestinal agent DG01979  Magnesium containing preparation,1,D04834,A12CC01 B05XA11,
DG00140,Metenolone,Chemical,Hormonal agent DG01590  Androgen receptor agonist DG01605  Anabolic steroid,3,D08193;D01301;D01375,A14AA04,
DG00141,Prasterone,Chemical,Hormonal agent DG01590  Androgen receptor agonist DG01605  Anabolic steroid,2,D08409;D01616,A14AA07 G03XX01,
DG00142,Nandrolone,Chemical,Hormonal agent DG01590  Androgen receptor agonist DG01605  Anabolic steroid,7,D08250;D00955;D00956;D01476;D01737;D05116;D08251,A14AB01 S01XA11,
DG00143,Levocarnitine,Chemical,,3,D02176;D02030;D04713,A16AA01,
DG00144,Ademetionine,Chemical,,2,D07128;D07592,A16AA02,
DG00145,Betaine,Chemical,,4,D07523;D03103;D07524;D07525,A16AA06,
DG00146,Thioctic acid,Chemical,,2,D00086;D00048,A16AX01,
DG00147,Sapropterin,Chemical,,2,D08505;D01798,A16AX07,
DG00148,Eliglustat,Chemical,Metabolizing enzyme substrate DG01644  CYP2D6 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Transporter substrate DG01665  ABCB1 substrate,2,D09893;D09894,A16AX10,
DG00149,Warfarin,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01708  Coumarin anticoagulant DG01760  Warfarin and analog Metabolizing enzyme substrate DG01642  CYP2C9 substrate,3,D08682;D00564;D01280,B01AA03,
DG00150,Heparin,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01709  Heparin anticoagulant,10,D07510;D02112;D04427;D03674;D04977;D02980;D03337;D03353;D03673;D06398,B01AB01 C05BA03 S01XA14,
DG00154,Cloricromen,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01708  Coumarin anticoagulant DG01712  Antiplatelet agent,2,D07139;D07736,B01AC02,
DG00155,Clopidogrel,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent DG01808  Thienopyridine DG01809  P2Y12 receptor antagonist DG01808  Thienopyridine Metabolizing enzyme substrate DG01892  CYP1A2 substrate DG02919  CYP2B6 substrate DG01639  CYP2C19 substrate DG01633  CYP3A/CYP3A4 substrate DG02913  CYP3A4 substrate Metabolizing enzyme inhibitor DG01641  CYP2C8 inhibitor,4,D07729;D00769;D10823;D10824,B01AC04,
DG00156,Ticlopidine,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent DG01808  Thienopyridine DG01809  P2Y12 receptor antagonist DG01808  Thienopyridine Metabolizing enzyme inhibitor DG01634  CYP1A2 inhibitor DG02892  CYP2B6 inhibitor DG01933  CYP2C19 inhibitor DG01645  CYP2D6 inhibitor,2,D08594;D01028,B01AC05,
DG00157,Epoprostenol,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent Hormonal agent DG01961  Prostaglandin derivative DG01810  Prostacycline derivative,2,D00106;D01337,B01AC09,
DG00158,Iloprost,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent Hormonal agent DG01961  Prostaglandin derivative DG01810  Prostacycline derivative,2,D02721;D08065,B01AC11,
DG00159,Tirofiban,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent DG01811  Fibrinogen receptor antagonist,2,D08607;D01029,B01AC17,
DG00160,Beraprost,Chemical,Blood modifier agent DG01950  Antithrombotic agent DG01712  Antiplatelet agent Hormonal agent DG01961  Prostaglandin derivative DG01810  Prostacycline derivative,2,D02720;D01551,B01AC19,
