entry_id,name,formula,mol_weight,atc_codes,dgroup_id,compound_id,therapeutic_category,efficacy,cas,pubchem,chebi
D08785,Freeze-dried ion-exchange-resin treated human normal immunoglobulin; Gammagard (TN),,,,,,6343,Replenisher (gamma-globulin),,96025468,
D08786,Freeze-dried sulfonated human normal immunoglobulin; Venilon-I (TN),,,,,,6343,Replenisher (gamma-globulin),,96025469,
D08787,Freeze-dried pepsin treated human normal immunoglobulin; Globulin (TN),,,,,,,Replenisher (gamma-globulin),,96025470,
D08788,Freeze-dried polyethylene glycol treated human normal immunoglobulin; Glovenin-I (TN),,,,,,6343,Replenisher (gamma-globulin),,96025471,
D08789,Freeze-dried human anti-D (Rho) immunoglobulin; Anti D globulin (TN),,,,,,6343,Immunosuppressant,,96025472,
D08790,Freeze-dried human anti-HBs immunoglobulin; Hebsbulin (TN),,,,,,6343,Prophylactic (hepatitis B),,96025473,
D08791,Freeze-dried human anti-tetanus immunoglobulin; Tetanothera (TN),,,J06BB02,DG00670,,6343,Prophylactic (tetanus),,96025474,
D08792,Freeze-dried human fibrinogen; Fibrinogen HT-Wf (TN),,,B02BB01,DG00167,,6343,"Hemostatic, Replenisher (fibrinogen)",,96025475,
D08793,"Human blood-coagulation factor eight inhibitor bypassing activity complex, dried; Feiba (TN)",,,,,,6343,Bleeding suppressant,,96025476,
D08794,"Human blood-coagulation factor IX complex, dried; PPSB-HT (TN)",,,B02BD04,DG00171,,6343,"Bleeding suppressant, Replenisher (coagulation factor)",,96025477,
D08795,"Human anti-thrombin III, freeze-dried concentrated; Neuart (TN)",,,,,,6343,Anticoagulant,,96025478,
D08796,"Human activated protein C, freeze-dried concentrated; Anact C (TN)",,,B01AD12,,,6343,"Antithrombotic, Replenisher (protein C)",,96025479,
D08797,Freeze-dried human blood-coagulation factor IX; Coagulation factor IX (recombinant); Novact M (TN); Rebinyn (TN); Rixubis (TN),,,B02BD04,DG00171,,6343,"Bleeding suppressant, Replenisher (coagulation factor)",,96025480,
D08798,Freeze-dried human blood-coagulation factor VIII; Conco-eight-HT (TN),,,B02BD02,DG00170,,6343,"Bleeding suppressant, Replenisher (coagulation factor)",,96025481,
D08799,Human anti-HBs immunoglobulin; Hepatothera (TN),,,,,,6343,Prophylactic (hepatitis B),,96025482,
D08800,Human haptoglobin; Haptoglobin (TN),,,,,,6343,Antihemoglobinemia,,96025483,
D08801,Human anti-tetanus immunoglobulin; Tetagam P (TN),,,J06BB02,DG00670,,6343,Prophylactic (tetanus),,96025484,
D08802,"Human blood-coagulation factor XIII fraction, dried; Fibrogammin P (TN)",,,B02BD07,,,6343,"Bleeding suppressant, Replenisher (coagulation factor)",,96025485,
D08803,Varicella virus antigen,,,,,,6351,Diagnostic (Varicella),,96025486,
D08804,Freeze-dried live attenuated measles-rubella combined vaccine; Mearubik (TN),,,J07BD53,,,6369,Active immunization,,96025487,
D08805,Interferon gamma-n1 (JAN); Ogamma (TN),,,L03AB03,DG00737,,,"Immunomodulator, Biological response modifier",,96025488,
D08806,Histamine dihydrochloride and human normal immunoglobulin; Histaglobin (TN),,,,,,6399,"Antiallergic, Eosinophil infiltration inhibitor",,96025489,
D08807,"Anti-human T-lymphocyte immunoglobulin, rabbit (JAN); Zetbulin (TN)",,,,,,,Immunosuppressant,,96025490,
D08808,"Anti-human thymocyte immunoglobulin, equine (JAN); Atgam (TN); Lymphoglobuline (TN)",,,,,,6399,Immunosuppressant,,96025491,
D08809,"Aromatic powder; Cinnamon bark, zanthoxylum fruit and ginger; Aromatic powder (TN)",,,,,,7143,"Stomachic, Pharmaceutic aid (perfume)",,96025492,
D08810,"Quinine hydrochloride, sodium chloride, tartaric acid and sucrose",,,,,,7229,Diagnostic (taste),,96025493,
D08811,Dicyclohexyl ammonium nitrite and benzalkonium chloride; Lades A (TN),,,,,,,Disinfectant,,96025494,
D08812,"Factor XIII with fibrinogen; Aprotinin, thrombin, human blood-coagulation factor XIII fraction, calcium chloride hydrate and freeze-dried human fibrinogen; Beriplast P combi-set (TN)",,,,,,6349,Surgical aid (tissue adhesive),,96025495,
D08813,"Aprotinin, thrombin and human fibrinogen; Tachocomb (TN)",,,,,,,Surgical aid (tissue adhesive),,96025496,
D08814,"Potassium chloride, calcium chloride hydrate, sodium chloride, magnesium chloride and Sodium bicarbonate; Miotecter (TN)",,,,,,7990,"Surgical aid (cardioplegic solution, cardioplegia)",,96025497,
D08815,Monobasic sodium phosphate monohydrate and dibasic sodium phosphate anhydrous; Z-521; Visiclear (TN),,,,,,3229 7990,"Antihypophosphatemia, Laxative",,96025498,
D08816,"Potassium chloride, sodium chloride, sodium bicarbonate and sodium sulfate, dried; Niflec (TN)",,,,,,7990,Laxative,,96025499,
D08817,Tetramethylthiuram disulfide and beta-ethoxyethyl methacryl resin; Nobecutane L (TN),,,,,,,Bactericidal dressing,,96025500,
D08818,Concentrated frozen-thawed human red blood cells; Frozen thawed red cell (FTRC) (TN); Frozen thawed red cell  -leukocytes reduced  (FTRC-LR) (TN); Irradiated frozen thawed red cell (Ir-FTRC) (TN); Irradiated frozen thawed red cell -leukocytes reduced (Ir-FTRC-LR) (TN),,,,,,6342,Replenisher (erythrocyte),,96025501,
D08819,Synthetic blood; Blood for exchange transfusion (BET) (TN); Blood for exchange transfusion -leukocytes reduced (BET-LR) (TN); Irradiated blood for exchange transfusion (Ir-BET) (TN); Irradiated blood for exchange transfusion -leukocytes reduced (Ir-BET-LR) (TN),,,,,,,Blood replenisher,,96025502,
D08820,Fresh-frozen human plasma; Fresh frozen plasma (FFP) (TN); Fresh frozen plasma -leukocytes reduced (FFP-LR),,,,,,6342,Replenisher (plasma),,96025503,
D08821,Concentrated human red blood cells; Red cells concentrates -leukocytes reduced (RCC-LR) (TN); Irradiated red cells concentrates -leukocytes reduced (Ir-RCC-LR) (TN),,,,,,,Replenisher (erythrocyte),,96025504,
D08822,Washed human red blood cells; Washed red cells -leukocytes reduced (WRC-LR) (TN); Irradiated washed red cells -leukocytes reduced (Ir-WRC-LR) (TN),,,,,,6342,Replenisher (erythrocyte),,96025505,
D08823,Placenta extract; Melsmon (TN),,,,,,3259,Tissue therapy agent,,96025506,
D08824,Cyanocobalamin and lamb's gastric mucosa extract; Gastropylore (TN),,,,,,,Digestant,,96025507,
D08825,Hemolingual; Hemolingual (TN),,,,,,2559,Hemorrhoid agent,,96025508,
D08826,Killed escherichia coli suspension; Posterisan (TN),,,,,,,Hemorrhoid agent,,96025509,
D08827,Hydrocortisone and killed escherichia coli suspension; Posterisan forte (TN),,,,,,2559,Hemorrhoid agent,,96025510,
D08828,Eksalb; Eksalb (TN),,,,,,2649,Anti-inflammatory,,96025511,
D08829,"Hydroxocobalamin acetate, pyridoxal phosphate hydrate, fursultiamine hydrochloride and riboflavin; Vitaneurin-capsule (TN)",,,,,,3179,Supplement (B vitamin complex),,96025512,
D08830,"Retinol palmitate, thiamine nitrate, riboflavin, pyridoxine hydrochloride, cyanocobalamin, ascorbic acid, ergocalciferol, tocopherol acetate, calcium pantothenate, nicotinamide and folic acid; Panvitan (TN)",,,,,,3179,Supplement (vitamin complex),,96025513,
D08831,Special powdered milk; GSD formula (TN),,,,,,3279,"Maple syrup urine disease agent, Phenylketoniuria agent",,96025514,
D08832,Digestive enzyme preparation; Politose (TN),,,,,,2331 2339,Digestant (enzyme),,96025515,
D08833,Digestive enzyme with bionattomin; Shin dreiase (TN),,,,,,,Digestant (enzyme),,96025516,
D08834,Stomachic and digestive; Ohara (TN),,,,,,2339,"Digestant, Stomachic",,96025517,
D08835,"Zinc oxide, lard, hardened oil and white beeswax; Wilson's (TN)",,,,,,,"Anti-inflammatory, Astringent",,96025518,
D08836,Acesulfame potassium (NF),C4H4NO4S. K,201.2422,,,,,Pharmaceutic aid (sweetener),55589-62-3,96025519,184415
D08837,Aclidinium bromide (JAN/USAN/INN); Tudorza pressair (TN); Eklira genuair (TN),C26H30NO4S2. Br,564.5547,R03BB05,,,2259,"Bronchodilator, Muscarinic acetylcholine receptor antagonist",320345-99-1,96025520,65344
D08838,Acotiamide hydrochloride (USAN); Acotiamide hydrochloride hydrate (JAN),C21H30N4O5S. 3H2O. HCl,541.0585,A03FA10,,,2399,"Prokinetic, Acetylcholinesterase inhibitor",773092-05-0,96025521,
D08839,Adipic acid (NF),C6H10O4,146.1412,,,C06104,,"Pharmaceutic aid (stabilizing, table disintegrant)",124-04-9,96025522,30832
D08840,Adipiplon (USAN),C18H18FN7,351.3808,,,,,Sedative-hypnotic,840486-93-3,96025523,
D08841,Agatolimod (USAN),C236H326N70O133P23S23,7721.3944,,DG01428,,,"Antineoplastic, Toll-like receptor agonist",207623-20-9,96025524,
D08842,Agatolimod sodium (USAN),C236H303N70O133P23S23Na23,8226.9764,,DG01428,,,"Antineoplastic, Toll-like receptor agonist",541547-35-7,96025525,
D08843,Albiglutide (USAN); Albiglutide (genetical recombination) (JAN); Tanzeum (TN),C3232H5032N864O979S41,72970.4029,A10BJ04,,,,"Antidiabetic, Glucagon-like peptide 1 (GLP-1) receptor agonist",782500-75-8,96025526,
D08844,Albinterferon alfa-2b (USAN),C3796H5937N1015O1143S50,85684.1217,L03AB12,,,,"Antiviral, Biological response modifier",472960-22-8,96025527,
D08845,Aleglitazar (USAN),C24H23NO5S,437.5081,,,,,"Antidiabetic, Peroxisome proliferator-activated receptor (PPAR) agonist",475479-34-6,96025528,
D08846,Alfadex (INN/NF),C36H60O30,972.8436,,,,,"Pharmaceutic aid (solubilizing, stabilizing)",10016-20-3,96025529,
D08847,Alferminogene tadenovec (USAN/INN),,,,,,,Angiogenesis promoter,473553-86-5,96025530,
D08848,Alfimeprase (USAN/INN),C985H1541N285O301S12,22576.2839,,,,,Antithrombotic,259074-76-5,96025531,
D08849,Aluminum sulfate (USAN); Alminum sulfate hydrate,3SO4. 2Al. xH2O,,,,,,"Anti-infective (topical), Antiperspirant, Astringent",17927-65-0,96025532,
D08850,Amibegron (USAN/INN),C22H26ClNO4,403.8991,,DG01237,,,"Antidepressant, beta3-Adrenergic receptor agonist",121524-08-1,96025533,188723
D08851,Amibegron hydrochloride (USAN),C22H26ClNO4. HCl,440.3601,,DG01237,,,"Antidepressant, beta3-Adrenergic receptor agonist",121524-09-2,96025534,
D08852,Amitivir (USAN/INN),C3H2N4S,126.1398,,,,,Antiviral,111393-84-1,96025535,177702
D08853,Ammonium sulfate (NF),SO4. 2NH4,132.1395,,,,,Pharmaceutic aid,7783-20-2,96025536,62946
D08854,Amrubicin (USAN/INN),C25H25NO9,483.4673,L01DB10,DG00703,,,"Antineoplastic, Topoisomerase II inhibitor",110267-81-7,96025537,135779
D08855,Anacetrapib (JAN/USAN),C30H25F10NO3,637.5084,,,,,"Anti-atherosclerotic, Cholesteryl ester transfer protein inhibitor",875446-37-0,96025538,
D08856,Anamorelin hydrochloride (JAN/USAN); Adlumiz (TN),C31H42N6O3. HCl,583.1645,,,,3999,"Antineoplastic, Growth hormone secretagogue receptor (GHSR) agonist",861998-00-7,96025539,
D08857,Anrukinzumab (USAN),C6452H9954N1714O2024S46,145391.3306,,,,,"Antiasthmatic, Anti-IL-13 antibody",910649-32-0,96025540,
D08858,Antithrombin alfa (INN/USAN); Atryn (TN),C2191H3451N583O656S18,49032.5271,,,,,"Anticoagulant, Factor Xa inhibitor",84720-88-7,96025541,
D08859,Apratastat (USAN/INN),C17H22N2O6S2,414.4964,,,,,Antirheumatic,287405-51-0,96025542,177520
D08860,Apremilast (JAN/USAN); Otezla (TN),C22H24N2O7S,460.5002,L04AA32,,,3999,"Anti-inflammatory, Phosphodiesterase IV inhibitor",608141-41-9,96025543,78540
D08861,Arbaclofen placarbil (USAN/INN),C19H26ClNO6,399.8658,,DG01354,,,"Antispasmodic, GABA-B receptor agonist",847353-30-4,96025544,
D08862,Aspartame acesulfame (NF),C14H18N2O5. C4H5NO4S,457.4549,,DG01355,,,Pharmaceutic aid (sweetener),106372-55-8,96025545,
D08863,Atizoram (USAN/INN),C18H24N2O3,316.3948,,,,,"Antiasthmatic, Phosphodiesterase IV inhibitor",135637-46-6,96025546,
D08864,Azilsartan (JAN/USAN/INN); Azilva (TN),C25H20N4O5,456.4501,,DG00351,,2149,"Antihypertensive, Angiotensin II receptor antagonist",147403-03-0,96025547,68850
D08865,Azilsartan kamedoxomil (USAN); Edarbi (TN),C30H23N4O8. K,606.6239,C09CA09,DG00351,,,"Antihypertensive, Angiotensin II receptor antagonist",863031-24-7,96025548,68847
D08866,Baminercept (USAN/INN); Baminercept alfa (USAN),C4074H6282N1134O1274S68,93710.7243,,,,,"Anti-inflammatory, TNF inhibitor",909110-25-4,96025549,
D08867,Bapineuzumab (USAN/INN),C6466H10018N1734O2026S44,145871.9913,,,,,Dementia therapeutic agent,648895-38-9,96025550,
D08868,Becocalcidiol (USAN/INN),C23H36O2,344.5307,,,,,"Antipsoriatic, Vitamin D receptor agonist",524067-21-8,96025551,
D08869,Begacestat (USAN/INN),C9H8ClF6NO3S2,391.7381,,,,,"Dementia therapeutic agent, gamma-Secretase inhibitor",769169-27-9,96025552,
D08870,Belinostat (USAN/INN); Beleodaq (TN),C15H14N2O4S,318.3477,L01XH04,,,,"Antineoplastic, Histone deacetylase inhibitor",414864-00-9,96025553,61076
D08871,Berubicin hydrochloride (USAN),C34H35NO11. HCl,670.1027,,,,,"Antineoplastic, Topoisomerase II inhibitor",293736-67-1,96025554,
D08872,Besifloxacin hydrochloride (USAN); Besivance (TN),C19H21ClFN3O3. HCl,430.3007,S01AE08,,,,"Antibacterial, Nucleic acid biosynthesis inhibitor",405165-61-9,96025555,
D08873,Betrixaban (USAN); Bevyxxa (TN),C23H22ClN5O3,451.9055,B01AF04,,,,"Antithrombotic, Factor Xa inhibitor",330942-05-7,96025556,140421
D08874,Bevasiranib sodium (USAN),C401H463N153Na40O290P40,14224.3593,,,,,"Aging-related macular degeneration therapeutic agent, Angiogenesis inhibitor",849758-52-7,96025557,
D08875,Bismuth citrate (USP),C6H5O7. Bi,398.0801,,,,,Antacid,813-93-4,96025558,157700
D08876,Boceprevir (INN/USAN); Victrelis (TN),C27H45N5O5,519.6767,J05AP03,,,,"Antiviral, Protease inhibitor",394730-60-0,96025559,68621
D08877,Briobacept (USAN),C2910H4542N814O878S24,65747.6875,,,,,Immunosuppressant,869881-54-9,96025560,
D08878,Brivanib alaninate (JAN/USAN/INN),C22H24FN5O4,441.4555,,DG01373,,,"Antineoplastic, Angiogenesis inhibitor, Receptor tyrosine kinase inhibitor",649735-63-7,96025561,167656
D08879,Brivaracetam (JAN/USAN/INN); Briviact (TN),C11H20N2O2,212.2887,N03AX23,,,,"Anticonvulsant, Pain relief",357336-20-0,96025562,133013
D08880,Carfilzomib (JAN/USAN/INN); Kyprolis (TN),C40H57N5O7,719.9099,L01XG02,,,4291,"Antineoplastic, Proteasome inhibitor",868540-17-4,96025563,65347
D08881,Cediranib (USAN/INN),C25H27FN4O3,450.5053,L01EK02,DG01360,,,"Antineoplastic, Angiogenesis inhibitor, Receptor tyrosine kinase inhibitor",288383-20-0,96025564,
D08882,Candelilla wax (NF),,,,,,,Pharmaceutic aid (stiffening),8006-44-8,96025565,
D08883,Cediranib maleate (JAN/USAN),C25H27FN4O3. C4H4O4,566.5774,L01EK02,DG01360,,,"Antineoplastic, Angiogenesis inhibitor, Receptor tyrosine kinase inhibitor",857036-77-2,96025566,
D08884,Ceftaroline fosamil (USAN/INN); Teflaro (TN),C22H21N8O8PS4. C2H4O2. H2O,762.7519,J01DI02,,,,"Antibacterial, Cell wall biosynthesis inhibitor",866021-48-9,96025567,70714
D08885,Ceftobiprole (USAN/INN),C20H22N8O6S2,534.5687,,DG01209,,,"Antibiotic, Cell wall biosynthesis inhibitor",209467-52-7,96025568,140407
D08886,Ceftobiprole medocaril (USAN),C26H25N8O11S2. Na,712.6435,J01DI01,DG01209,,,"Antibiotic, Cell wall biosynthesis inhibitor",252188-71-9,96025569,
D08887,Cenersen sodium (USAN),C187H226N62Na19O103P19S19,6624.691,,,,,"Antineoplastic, Translation inhibitor",872847-66-0,96025570,
D08888,Cetyl palmitate (NF),C32H64O2,480.8494,,,,,Pharmaceutic aid (ointment base),540-10-3,96025571,75584
D08889,Cevipabulin succinate (USAN),C18H18ClF5N6O. C4H6O4. 2H2O,618.9387,,DG01413,,,"Antineoplastic, Tubulin polymerization inhibitor",852954-81-5,96025572,
D08890,Choline fenofibrate (USAN/INN); Trilipix (TN),C17H14ClO4. C5H14NO,421.9144,C10AB11,DG01548,,,"Antihyperlipidemic, Triglyceride synthesis inhibitor, Peroxisome proliferator-activated receptor (PPAR) alpha agonist",856676-23-8,96025573,
D08891,Cintredekin besudotox (USAN/INN),C2234H3512N650O682S10,50708.3849,,,,,Antineoplastic,372075-36-0,96025574,
D08892,Clevidipine (USAN/INN); Clevidipine butyrate; Cleviprex (TN),C21H23Cl2NO6,456.3164,C08CA16,,,,"Antihypertensive, Calcium channel blocker",167221-71-8,96025575,
D08893,Cobiprostone (USAN),C21H34F2O5,404.4885,,,,,Anti-ulcerative,333963-42-1,96025576,
D08894,Copper undecylenate (USAN),(C11H19O2)2. Cu,430.0807,D01AE04,DG00373,,,Antifungal,35322-29-3,96025577,
D08895,Corifollitropin alfa (INN/USAN); Elonva (TN),,,G03GA09,,,,Follicle stimulating hormone receptor agonist,195962-23-3,96025578,
D08896,Dacetuzumab (USAN),C6452H9964N1732O1998S42,145109.2862,,,,,"Antineoplastic, Anti-CD40 antibody",880486-59-9,96025579,
D08897,Dapagliflozin (USAN/INN); Forxiga (TN),C21H25ClO6,408.8726,A10BK01,DG00122,C22193,,"Antidiabetic, SGLT-2 inhibitor",461432-26-8,96025580,85078
D08898,Darinaparsin (JAN/USAN); Darvias (TN),C12H22AsN3O6S,411.3062,,,,4291,Antineoplastic,69819-86-9,96025581,
D08899,Deferitrin (USAN/INN),C11H11NO4S,253.2743,,,,,"Antidote (iron), Chelating agent",239101-33-8,96025582,
D08900,Ridaforolimus (JAN/USAN/INN); Deforolimus,C53H84NO14P,990.2061,L01EG03,,C15183,,"Antineoplastic, mTOR inhibitor",572924-54-0,96025583,79700 82677
D08901,Degarelix (INN/USAN),C82H103ClN18O16,1632.2592,L02BX02,DG00736,,,"Antineoplastic, Gonadotropin-releasing hormone receptor antagonist",214766-78-6,96025584,
D08902,Delmitide acetate (USAN),C59H105N17O11. C2H4O2,1288.6243,,,,,Antidiarrheal,501019-16-5,96025585,
D08903,Dexlansoprazole (INN/USAN); Dexilant (TN),C16H14F3N3O2S,369.3615,A02BC06,,,,"Anti-ulcerative, Proton pump inhibitor",138530-94-6,96025586,
D08904,Diethylene glycol monoethyl ether (NF),C6H14O3,134.1736,,,,,Pharmaceutic aid (solvent),111-90-0,96025587,40572
D08905,Digalloyl trioleate (USAN),C68H106O12,1115.562,,,,,Ultraviolet screen,17048-39-4,96025588,
D08906,Diisopropanolamine (NF),C6H15NO2,133.1888,,,,,"Pharmaceutic aid (emulsifying, stabilizer)",110-97-4,96025589,
D08907,Dovitinib lactate (USAN); Dovitinib lactate hydrate (JAN),C21H21FN6O. C3H6O3. H2O,500.5227,,,,,"Antineoplastic, Receptor tyrosine kinase inhibitor",915769-50-5,96025590,
D08908,Eglumegad (INN),C8H11NO4,185.1772,,DG01987,,,"Antianxiety, Smoking cessation adjunct, Metabotropic glutamate receptor agonist",176199-48-7,96025591,194387
D08909,Elesclomol (USAN),C19H20N4O2S2,400.5177,,,,,Antineoplastic,488832-69-5,96025592,79369
D08910,Enclomiphene (USAN); trans-Clomiphene,C26H28ClNO,405.9596,,DG01992,,,"Gonadotropin stimulant, Estrogen receptor agonist/antagonist",15690-57-0,96025593,
D08911,Epetirimod (INN/USAN),C13H15N5,241.2917,,,,,"Antineoplastic, Antiviral",227318-71-0,96025594,
D08912,Epetirimod esylate (USAN),C13H15N5. C2H6O3S,351.4239,,,,,"Antineoplastic, Antiviral",885483-02-3,96025595,141544
D08913,Eribaxaban (USAN),C24H22ClFN4O4,484.9073,,,,,"Antithrombotic, Factor Xa inhibitor",536748-46-6,96025596,140420
D08914,Eribulin mesylate (USAN); Eribulin mesilate (JAN); Halaven (TN),C40H59NO11. CH4SO3,826.0022,L01XX41,,,4291,"Antineoplastic, Tubulin polymerization inhibitor",441045-17-6,96025597,70710
D08915,Erythritol (NF),C4H10O4,122.1198,,,C00503,,Pharmaceutic aid (sweetener),149-32-6,96025598,48299
D08916,Ethopabate (USP),C12H15NO4,237.2518,,,,,Coccidiostat,59-06-3,96025599,183844
D08917,Ezatiostat hydrochloride (USAN),C27H35N3O6S. HCl,566.1092,,,,,"Antineoplastic, Glutathione S-transferase inhibitor",286942-97-0,96025600,
D08918,"Falimarev (USAN); CEA, MUC-1, fowlpox virus",,,,,,,Antineoplastic,685563-14-8,96025601,
D08919,Faropenem medoxomil (USAN),C17H19NO8S,397.3997,J01DI03,DG00594,,,"Antibacterial, Cell wall biosynthesis inhibitor",141702-36-5,96025602,
D08920,Ferric carboxymaltose (JAN/USAN/INN); Injectafer (TN); Ferinject (TN),,,,,,3222,"Hematinic, Supplement (iron)",9007-72-1,96025603,
D08921,Ferric subsulfate (USP),5SO4. 4Fe. 2OH,737.7077,,,,,Hemostatic,1310-45-8,96025604,
D08922,Ferric sulfate (USP),3SO4. 2Fe,399.8778,,,,,Hemostatic (topical),10028-22-5,96025605,
D08923,Fesoterodine fumarate (JAN/USAN); Toviaz (TN),C26H37NO3. C4H4O4,527.649,G04BD11,DG00483,,2590,"Overactive bladder agent, Muscarinic acetylcholine receptor antagonist",286930-03-8,96025606,
D08924,Zidapamide (USAN),C16H16ClN3O3S,365.8345,,,,,Diuretic,75820-08-5,96025607,
D08925,Folitixorin calcium (USAN),C20H21N7O6. Ca,495.502,,,,,Antineoplastic (enhancer),133978-75-3,96025608,
D08926,Galageenan (NF),,,,,,,"Pharmaceutic aid (suspending, viscosity-increasing)",,96025609,
D08927,Gellan gum (NF),,,,,,,Pharmaceutic aid (gelation),71010-52-1,96025610,85248
D08928,Golotimod (USAN/INN),C16H19N3O5,333.3392,,,,,Antibacterial,229305-39-9,96025611,177459
D08929,Hymetellose (INN/NF); Methylhydroxyethylcellulose,,,,,,,"Pharmaceutic aid (suspending, viscosity-increasing)",9032-42-2,96025612,
D08930,Hypromellose acetate succinate (JP18/NF),,,S01KA02,DG01148,,,Pharmaceutic aid (coating agent),71138-97-1,96025613,
D08931,Icomucret (USAN),C20H32O3,320.4663,,,C04742,,Glycoprotein secretion stimulant,54845-95-3,96025614,15558
D08932,Imexon (USAN/INN),C4H5N3O,111.102,,,,,Antineoplastic,59643-91-3,96025615,
D08933,Inotuzumab ozogamicin (USAN/INN); Inotuzumab ozogamicin (genetical recombination) (JAN); Besponsa (TN),C6518H10002N1738O2036S42,146632.3115,L01FB01,,,4239,"Antineoplastic, DNA synthesis inhibitor, Anti-CD22 antibody",635715-01-4,96025616,
D08934,Iosimenol (INN/USAN),C31H36I6N6O14,1478.0762,,,,,Diagnostic aid (contrast medium),181872-90-2,96025617,177740
D08935,Ispronicline (INN/USAN),C14H22N2O,234.3373,,,,,"Dementia therapeutic agent, Nicotinic acetylcholine receptor partial agonist",252870-53-4,96025618,
D08936,Labetuzumab (INN/USAN),,,,,,,"Antineoplastic, Anti-CEA antibody",219649-07-7,96025619,
D08937,Labradimil (INN/USAN),C49H75N15O12S,1098.2781,,,,,"Antineoplastic, Bradykinin receptor B2 agonist",159768-75-9,96025620,
D08938,Laquinimod sodium (USAN),C19H16ClN2O3. Na,378.7847,N07XX10,,,,Immunomodulator,248282-07-7,96025621,
D08939,Laromustine (USAN),C6H14ClN3O5S2,307.7755,,,,,"Antineoplastic, Alkylating agent",173424-77-6,96025622,
D08940,Laropiprant (INN/USAN),C21H19ClFNO4S,435.8963,,,,,"Anti-atherosclerotic, Antidyslipidemia, Prostaglandin D2 receptor antagonist",571170-77-9,96025623,
D08941,Levamlodipine malate (USAN),C20H25ClN2O5. C4H6O5,542.9633,C08CA17,DG03091,,,"Antihypertensive, Vasodilator",736178-83-9,96025624,
D08942,Lucatumumab (USAN),,,,,,,"Antineoplastic, Anti-CD40 antibody",903512-50-5,96025625,
D08943,Lusupultide (INN/USAN),C182H310N40O35,3618.6558,,,,,Pulmonary surfactant replacement,200074-80-2,96025626,
D08944,Milatuzumab (USAN),C6518H10066N1758O2020S40,146656.8332,,,,,"Antineoplastic, Anti-CD74 antibody",899796-83-9,96025627,
D08945,Milveterol hydrochloride (USAN),C25H29N3O4. HCl,471.9764,,,,,"Bronchodilator, beta2-Adrenergic receptor agonist",804518-03-4,96025628,
D08946,Mipomersen sodium (USAN); Kynamro (TN),C230H305N67Na19O122P19S19,7594.8005,C10AX11,,,,"Antihyperlipidemic, Apolipoprotein B production inhibitor",629167-92-6,96025629,
D08947,Motesanib diphosphate (USAN); Motesanib phosphate (JAN),C22H23N5O. 2H3PO4,569.4413,,DG01262,,,"Antineoplastic, Angiogenesis inhibitor, Receptor tyrosine kinase inhibitor",857876-30-3,96025630,
D08948,Myrrh (USP),,,,,,,"Analeptic, Anti-inflammatory, Antitumor",9000-45-7,96025631,
D08949,Naveglitazar (USAN/INN),C25H26O6,422.4703,,,,,"Antidiabetic, Peroxisome proliferator-activated receptor (PPAR) alpha agonist",476436-68-7,96025632,188591
D08950,Neratinib (USAN/INN),C30H29ClN6O3,557.0427,L01EH02,DG02303,,,"Antineoplastic, Receptor tyrosine kinase inhibitor",698387-09-6,96025633,61397
D08951,Nesbuvir (USAN),C22H23FN2O5S,446.4918,,,,,"Antiviral, NS5B polymerase inhibitor",691852-58-1,96025634,
D08952,Nifungin (USAN/INN),,,,,,,Antifungal,11056-16-9,96025635,
D08953,Nilotinib (USAN/INN),C28H22F3N7O,529.5158,L01EA03,DG00716,,,"Antineoplastic, Tyrosine kinase inhibitor",641571-10-0,96025636,52172
D08954,Obatoclax mesylate (USAN),C20H19N3O. CH4SO3,413.49,,,,,"Antineoplastic, Bcl-2 inhibitor",803712-79-0,96025637,
D08955,Odanacatib (JAN/USAN),C25H27F4N3O3S,525.5588,,,,,"Osteoporosis agent, Cathepsin K inhibitor",603139-19-1,96025638,
D08956,Omacetaxine mepesuccinate (USAN); Homoharringtonine; Synribo (TN),C29H39NO9,545.6213,L01XX40,,,,"Antineoplastic, Protein biosynthesis inhibitor",26833-87-4,96025639,71019
D08957,Onabotulinumtoxin A (USAN); Evabotulinumtoxin A (USAN); Botox (TN),C6708 H10363N1729O1995S32,148175.5251,,,,,"Antimigraine, Skeletal muscle relaxant",,96025640,
D08958,Ospemifene (INN/USAN/BAN); Osphena (TN),C24H23ClO2,378.8912,G03XC05,,,,"Osteoporosis agent, Selective estrogen receptor modulator (SERM)",128607-22-7,96025641,73275
D08959,Otelixizumab (USAN),C6448H9954N1718O2016S42,145143.0594,,,,,"Antidiabetic, Antipsoriatic, Anti-CD3 antibody",881191-44-2,96025642,
D08960,Pagibaximab (INN/USAN),C6462H9996N1728O2028S54,146070.3824,,,,,Antibacterial,595566-61-3,96025643,
D08961,Palm kernel oil (NF),,,,,,,Pharmaceutic aid (emulsifying),8023-79-8,96025644,
D08962,Pamabrom (USP),C7H7BrN4O2. C4H11NO,348.1963,,,,,Diuretic,606-04-2,96025645,
D08963,Pamapimod (INN/USAN),C19H20F2N4O4,406.3833,,,,,"Antirheumatic, Mitogen-activated protein kinase inhibitor",449811-01-2,96025646,90685
D08964,Perampanel (USAN); Fycompa (TN),C23H15N3O,349.3847,N03AX22,DG01901,,,"Antiepileptic, AMPA receptor antagonist",380917-97-5,96025647,71013
D08965,Perflubrodec (USAN/INN),C10BrF21,598.9775,,,,,Anti-anemic,307-43-7,96025648,
