entry_id,name,formula,mol_weight,atc_codes,dgroup_id,compound_id,therapeutic_category,efficacy,cas,pubchem,chebi
D00001,"Water (JP18/USP); Purified water (JP18); Purified water in containers (JP18); Water, purified (USP); Sterile purified water in containers (JP18); Water for injection (JP18); Water for injection in containers (JP18); Sterile water (TN)",H2O,18.0153,,,C00001,7131,Pharmaceutic aid (solvent),7732-18-5,7847069,15377
D00002,Nadide (JAN/USAN/INN); Nicotinamide adenine dinucleotide,C21H28N7O14P2,664.433,A11HA01,DG00127,C00003,,Coenzyme,53-84-9,7847070,15846
D00003,Oxygen (JP18/USP),O2,31.9988,V03AN01,DG01164,C00007,7990,Medical gases,7782-44-7,7847071,15379
D00004,Carbon dioxide (JP18/USP); Carbon dioxide (TN),CO2,44.0095,V03AN02,,C00011,7990,Medical gases,124-38-9,7847072,16526
D00005,Flavin adenine dinucleotide (JAN); Adeflavin (TN),C27H33N9O15P2,785.5497,,DG02941,C00016,,Supplement (vitamin B2),146-14-5,7847073,16238
D00006,Pyridoxal phosphate hydrate (JP18); Pyridoxal phosphate monohydrate; Hipyridoxin (TN),C8H10NO6P. H2O,265.1571,A11HA06,DG00132,,3134,Supplement (vitamin B6),41468-25-1,7847074,
D00007,Glutamic acid (USP); L-Glutamic acid (JP18),C5H9NO4,147.1293,,,C00025,,Dietary supplement,56-86-0,7847075,16015
D00008,Hydrogen peroxide (USP); Oxydol (JP18); Oxyfull (TN),H2O2,34.0147,A01AB02 D08AX01 D11AX25 S02AA06,,C00027,2614,Disinfectant (topical),7722-84-1,7847076,16240
D00009,Glucose (JP18); Purified glucose (JP18); D-Glucose,C6H12O6,180.1559,B05CX01 V04CA02 V06DC01,DG00188,C00031,3231,Supplement (nutrient),50-99-7,7847077,4167
D00010,"Acetic acid, glacial (USP); Acetic acid (JP18/NF); Glacial acetic acid (JP18); Acetasol (TN)",C2H4O2,60.052,G01AD02 S02AA10,,C00033,2649 2661 7149 7190,"Antibacterial, Antifungal, Emollient, Pharmaceutic aid (acidifying, flavor, lavage)",64-19-7,7847078,15366
D00011,Glycine (JP18/USP),C2H5NO2,75.0666,B05CX03,,C00037,,Supplement (glycine),56-40-6,7847079,15428
D00012,Alanine (USP); L-Alanine (JP18),C3H7NO2,89.0932,,,C00041,,Supplement (alanine),56-41-7,7847080,16977
D00013,Aspartic acid (USP/INN); L-Aspartic acid (JP18),C4H7NO4,133.1027,,,C00049,,Supplement (amino acid),56-84-8,7847081,17053
D00014,Glutathione (JP18); Glutathione (reduced type); Tathion (TN),C10H17N3O6S,307.3235,V03AB32,DG01158,C00051,1319 3922,Antidote,70-18-8,7847082,16856
D00015,Glutamine (USP); L-Glutamine (JP18); Levoglutamide; Endari (TN); Nutrestore (TN),C5H10N2O3,146.1445,A16AA03,,C00064,2322,"Anti-ulcerative, Dietary supplement",56-85-9,7847083,18050
D00016,Serine (USP); L-Serine (JP18),C3H7NO3,105.0926,,,C00065,,Supplement (serine),56-45-1,7847084,17115
D00017,Formaldehyde (USP); Formalin (JP18),CH2O,30.026,,,C00067,2619 2730 7321,Disinfectant,50-00-0,7847085,16842
D00018,Ascorbic acid (JP18/USP/INN); Ascoltin (TN); Ascorbicap (TN); ASCOR (TN),C6H8O6,176.1241,A11GA01 G01AD03 S01XA15,DG00126,C00072,3140,"Antiscorbutic, Supplement (vitamin C)",50-81-7,7847086,29073
D00019,Methionine (USP); L-Methionine (JP18); L-Methionine Z (TN),C5H11NO2S,149.2113,V03AB26,DG01157,C00073,,Antidote,63-68-3,7847087,16643
D00020,Tryptophan (USP/INN); L-Tryptophan (JP18),C11H12N2O2,204.2252,N06AX02,,C00078,,"Antidepressant, Supplement (tryptophan)",73-22-3,7847088,16828
D00021,Phenylalanine (USP/INN); L-Phenylalanine (JP18),C9H11NO2,165.1891,,,C00079,,Supplement (phenylalanine),63-91-2,7847089,17295
D00022,Tyrosine (USP/INN); L-Tyrosine (JP18),C9H11NO3,181.1885,,,C00082,,Supplement (tyrosine),60-18-4,7847090,17895
D00023,Urea (JP18/USP); Carbamide; Pastaron (TN),CH4N2O,60.0553,B05BC02 D02AE01,DG00183,C00086,2669,"Diuretic, Emollient, Keratolytic",57-13-6,7847091,16199
D00024,"Sulfur, precipitated (USP); Sulfur, sublimed (USP); Sulfur (JP18); Bensulfoid (TN); Sastid (TN)",S,32.065,D10AB02,,C00087,2659,"Antifungal, Scabicide",7704-34-9,7847092,
D00025,"Sucrose (JP18/NF); White soft sugar (JP18); Sugar, compressible (NF); Sugar, confectioner's (NF); Sugar spheres (NF); Sucrose, purified; Sucrose (TN)",C12H22O11,342.2965,,,C00089 G00370,7149,"Pharmaceutic aid (flavor, tablet excipient, vehicle, solid carrier)",57-50-1,7847093,17992
D00026,L-Cysteine (JP18); Ecolan (TN),C3H7NO2S,121.1582,,,C00097,3999,Sulfhydryl enzyme activator,52-90-4,7847094,17561
D00027,Uracil (JAN/USAN),C4H4N2O2,112.0868,,,C00106,,Antineoplastic (adjunct),66-22-8,7847095,17568
D00028,"Glycerin (JP18/USP); Concentrated glycerin (JP18); Glycerin, concentrated (JAN); Glycerol (INN)",C3H8O3,92.0938,A06AG04 A06AX01,,C00116,2357,"Enema, Pharmaceutic aid (humectant, solvent)",56-81-5,7847096,17754
D00029,Biotin (JP18/USP/INN); Bioepiderm (TN),C10H16N2O3S,244.3106,A11HA05,DG00131,C00120,3190,"Anti-inflammatory, Supplement (biotin)",58-85-5,7847097,15956
D00030,Leucine (USP); L-Leucine (JP18),C6H13NO2,131.1729,,,C00123,,Supplement (leucine),61-90-5,7847098,15603
D00031,Oxiglutatione (JAN/INN); Glutathione (TN),C20H32N6O12S2,612.6311,,,C00127,1319,Ocular tissue perfusion and lavage,27025-41-8,7847099,17858
D00032,Histidine (USP/INN); L-Histidine (JP18),C6H9N3O2,155.1546,,,C00135,,"Pharmaceutic aid (buffering agent, stabilizing)",71-00-1,7847100,15971
D00033,"Phenol (JP18/USP); Liquefied phenol (JP18); Phenol for disinfection (JP18); Phenol, liquefied; Paoscle (TN); Phenol (TN); Liquefied phenol (TN); Phenol for disinfection (TN)",C6H6O,94.1112,C05BB05 D08AE03 N01BX03 R02AA19,DG00301,C00146,2559 2619 2730 7322,"Analgesic, Anesthetic (oral), Antipruritic, Disinfectant, Hemorrhoid agent (sclerosing), Pharmaceutic aid (preservative)",108-95-2,7847101,15882
D00034,Adenine (JAN/USP); Leucon (TN),C5H5N5,135.1267,,,C00147,4191,Cell activator,73-24-5,7847102,16708
D00035,Proline (USP); L-Proline (JP18),C5H9NO2,115.1305,,,C00148,,Supplement (proline),147-85-3,7847103,17203
D00036,Niacinamide (USP); Nicotinamide (JP18/INN),C6H6N2O,122.1246,A11HA01,DG00127,C00153,3132,Supplement (nicotinic acid),98-92-0,7847104,17154
D00037,"Citric acid, anhydrous (USP); Anhydrous citric acid (JP18); Citric acid anhydrous (JAN)",C6H8O7,192.1235,A09AB04,DG00111,C00158,,"Pharmaceutic aid (buffering agent, flavor)",77-92-9,7847105,30769
D00038,Benzoic acid (JP18/USP); Benzoic acid (TN),C7H6O2,122.1213,,,C00180,7319,"Antifungal, Antiseptic",65-85-0,7847106,30746
D00039,Valine (USP); L-Valine (JP18),C5H11NO2,117.1463,,,C00183,,Supplement (valine),72-18-4,7847107,16414
D00040,Cholesterol (JP18/NF); Cholesterol (TN),C27H46O,386.6535,,,C00187,,Pharmaceutic aid (emulsifying),57-88-5,7847108,16113
D00041,Threonine (USP); L-Threonine (JP18),C4H9NO3,119.1192,,,C00188,,Supplement (threonine),72-19-5,7847109,16857
D00042,Cobamamide (JAN/INN); Calomide (TN),C72H100CoN18O17P,1579.5818,B03BA04,,C00194,3136,"Anti-anemic, Supplement (vitamin B12)",13870-90-1,7847110,
D00043,Isoflurophate; Fluostigmine; Floropryl (TN),C6H14FO3P,184.1457,S01EB07,,C00202,,"Acetylcholinesterase inhibitor, Butyrylcholinesterase inhibitor (ophthalmic)",55-91-4,7847111,17941
D00044,Maltose (NF); Madoros (TN),C12H22O11,342.2965,,,C00208 G00275,,Supplement (nutrient),69-79-4,7847112,17306
D00045,Adenosine (JAN/USP); Adenocard (TN); Adenoscan (TN),C10H13N5O4,267.2413,C01EB10,DG00243,C00212,7990,"Antiarrhythmic, Cardiac depressant, Diagnostic aid (cardiac stress test), Adenosine receptor agonist",58-61-7,7847113,16335
D00046,"Anhydrous lactose (JP18); Lactose, anhydrous (JAN/NF); Lactose (TN)",C12H22O11,342.2965,,,C00243 G10504,,Pharmaceutic aid (tablet and capsule diluent),63-42-3,7847114,17716
D00047,Taurine (JP18/USP/INN); Aminoethylsulfonic acid (JAN); Taurine (TN),C2H7NO3S,125.1469,,,C00245,1190 2119 3919,Liver function improving agent,107-35-7,7847115,15891
D00048,Thioctic acid amide (JAN); Lipoamide,C8H15NOS2,205.3408,A16AX01,DG00146,C00248,,Supplement (thioctic acid),940-69-2,7847116,17460
D00049,Niacin (USP); Nicotinic acid (JP18/INN); Niacor (TN); Niaspan (TN),C6H5NO2,123.1094,C04AC01 C10AD02,DG00282,C00253,,"Antihyperlipidemic, Vasodilator, Supplement (nicotinic acid)",59-67-6,7847117,15940
D00050,Riboflavin (JP18/USP/INN); Bisulase (TN),C17H20N4O6,376.3639,A11HA04 S01XA26,DG00130,C00255,,Supplement (vitamin B2),83-88-5,7847118,17015
D00051,Androstenedione (JAN),C19H26O2,286.4085,,,C00280,,Prohormone,63-05-8,7847119,16422
D00052,Edetic acid (NF/INN); EDTA; Versene acid (TN),C10H16N2O8,292.2426,V03AB03,DG01152,C00284,,Chelating agent (metal),60-00-4,7847120,4735
D00054,Inosine (JAN/INN); Inotin (TN),C10H12N4O5,268.2261,D06BB05 G01AX02 S01XA10,DG00407,C00294,,Immunostimulant,58-63-9,7847122,17596
D00055,Orotic acid (JAN),C5H4N2O4,156.0963,,,C00295,,Choleretic,65-86-1,7847123,16742
D00056,"Trypsin, crystallized (USP); Trypsin (JAN); Parenzyme (TN)",,,B06AA07 D03BA01,,C00298,,Enzyme (proteolytic),9002-07-7,7847124,9765
D00057,Citicoline (JP18/INN); Nicholin (TN),C14H26N4O11P2,488.324,N06BX06,DG00978,C00307,1190 2190 2399,Nootropic,987-78-0,7847125,16436
D00058,gamma-Aminobutyric acid (JAN); Gammalon (TN),C4H9NO2,103.1198,N03AG03,,C00334,2190,"Brain metabolism enhancer, Neurotransmitter",56-12-2,7847126,16865
D00059,Levodopa (JP18/USP/INN); Dopar (TN),C9H11NO4,197.1879,N04BA01,,C00355,1164,Antiparkinsonian,59-92-7,7847127,15765
D00060,Dextran 1 (USP); Dextran (INN),(C12H20O10)n,,B05AA05,DG00180,C00372 G10502,,Plasma volume extender,9004-54-0,7847128,52071
D00061,Xylitol (JP18/NF); Klinit (TN),C5H12O5,152.1458,,,C00379,3234,"Pharmaceutic aid (vehicle, sweetener), Supplement (nutrient)",87-99-0,7847129,17151
D00062,Mannitol (USP); D-Mannitol (JP18); Osmitrol (TN); Tobrex (TN); Bronchitol (TN),C6H14O6,182.1718,A06AD16 B05BC01 B05CX04 R05CB16 V04CX04,,C00392,2190,"Antihypertensive (intracranial, intraocular), Diagnostic aid (renal function determination), Diuretic",69-65-8,7847130,16899
D00063,Tobramycin (JP18/USP); Tobi (TN); Tobracin (TN); Tobrex (TN); Bethkis (TN),C18H37N5O9,467.5145,J01GB01 S01AA12,DG00608,C00397,1317 6123,"Antibacterial, Protein biosynthesis inhibitor",32986-56-4,7847131,28864
D00064,l-Menthol (JP18); Levomenthol; l-Menthol (TN),C10H20O,156.2652,,DG01385,C00400,7149 7990,"Antiperistaltic (gastric), Pharmaceutic aid (flavor)",2216-51-5,7847132,15409
D00065,Isoleucine (USP); L-Isoleucine (JP18),C6H13NO2,131.1729,,,C00407,,Supplement (isoleucine),73-32-5,7847133,17191
D00066,Progesterone (JP18/USP/INN); Crinone (TN); Prometrium (TN),C21H30O2,314.4617,G03DA04,,C00410,2477,"Menstruation disorder agent, Luteal replacement, Progesterone receptor agonist",57-83-0,7847134,17026
D00067,Estrone (JAN/USP/INN); Estrone (TN),C18H22O2,270.3661,G03CA07 G03CC04,DG00464,C00468,,"Replenisher (estrogen), Estrogen receptor agonist",53-16-7,7847135,17263
D00068,Alcohol (USP); Anhydrous ethanol (JP18); Dehydrated ethanol; Ethyl alcohol; Dehydrated ethanol (TN),C2H6O,46.0684,D08AX08 V03AB16 V03AZ01,DG00430,C00469,2615 4291,"Antineoplastic, Disinfectant (topical), Pharmaceutic aid (solvent)",64-17-5,7847136,16236
D00069,Vitamin A oil (JP18); Chocola A (TN),,,,,,2649 3111,Supplement (vitamin A),,7847137,17336
D00070,Folic acid (JP18/USP/INN); Folicet (TN),C19H19N7O6,441.3975,B03BB01 V04CX02,DG00176,C00504,3135,"Anti-anemic, Hematopoietic, Supplement (folic acid)",59-30-3,7847138,27470
D00071,Fibronectin (human plasma) (JAN),,,,,C00516,,Cell adhesion molecule,,7847139,5058
D00072,Cytochrome c (JAN); Cytorest (TN),,,,,C00524,,Cerebral blood flow adjuvant,9007-43-6,7847140,18070
D00073,Hydroquinone (USP); Eldoquin (TN),C6H6O2,110.1106,D11AX11,,C00530,,"Depigmentor, Tyrosinase inhibitor",123-31-9,7847141,17594
D00074,Nitric oxide (JAN/USAN); INOmax (TN),NO,30.0061,R07AX01,,C00533,2190,Vasodilator (pulmonary),10102-43-9,7847142,16480
D00075,Testosterone (JAN/USP); Androderm (TN); Androgel (TN); Axiron (TN); Striant (TN); Testim (TN),C19H28O2,288.4244,G03BA03,DG00460,C00535,,"Replenisher (androgen), Androgen receptor agonist",58-22-0,7847143,17347
D00076,Noradrenaline (JP18); Norepinephrine (INN); Nor adrenalin (TN),C8H11NO3,169.1778,C01CA03,DG00212,C00547,2451,"Antihypotensive, Vasoconstrictor, Adrenergic receptor agonist",51-41-2,7847144,18357
D00077,Benzyl alcohol (JP18/NF/INN); Ulesfia (TN),C7H8O,108.1378,P03AX06,,C00556,,Pharmaceutic aid (antimicrobial preservative),100-51-6,7847145,17987
D00078,Propylene glycol (JP18/USP); Propylene glycol (TN),C3H8O2,76.0944,,,C00583,7139,"Pharmaceutic aid (humectant, solvent, suspending)",57-55-6,7847146,16997
D00079,Dinoprostone (JAN/USP/INN); Cervidil (TN); Prepidil (TN); Prostin E2 (TN),C20H32O5,352.4651,G02AD02,DG00448,C00584,2499,"Oxytocic, Prostaglandin E2 receptor agonist",363-24-6,7847147,15551
D00080,Chondroitin sulfate A (JAN),(C14H21NO14S)n,,M01AX25,DG00762,C00634,,"Analgesic, Anti-inflammatory",24967-93-9,7847148,18250
D00081,Dinoprost (JP18/USAN/INN); Prosmon (TN),C20H34O5,354.481,G02AD01,DG00447,C00639,2499,"Oxytocic, Prostaglandin F receptor agonist",551-11-1,7847149,15553
D00082,Pyridoxamine phosphate (JAN); Pyridoxamine phosphate dihydrate,C8H13N2O5P. 2H2O,284.2035,,,,,Supplement (vitamin B6),,7847150,
D00083,Nitrogen (JP18/NF); Nitrogen (TN),N2,28.0134,V03AN04,,C00697,7990,Medical gases,7727-37-9,7847151,17997
D00084,Dextrin (JP18/NF),(C12H20O10)n,,,,C00369 C00721 C03018 G10545,,"Pharmaceutic aid (suspending, tablet binder, tablet and capsule diluent, viscosity-increasing)",9004-53-9,7847152,
D00085,Insulin (JAN/USP),,,,,C00723,,"Antidiabetic, Insulin receptor agonist",9004-10-8,7847153,5931
D00086,Thioctic acid (JAN); Thiotomin (TN),C8H14O2S2,206.3256,A16AX01,DG00146,C00725,3999,Supplement (thioctic acid),62-46-4,7847154,16494
D00087,Ubenimex (JP18/INN); Bestatin (TN),C16H24N2O4,308.3728,,,C00732,4299,"Antineoplastic, Immunomodulator",58970-76-6,7847155,3070
D00088,Hydrocortisone (JP18/USP/INN); HC; Acticort (TN); Anusol HC (TN); Colocort (TN); Cortef (TN); Hytone (TN); Plenadren (TN),C21H30O5,362.4599,A01AC03 A07EA02 C05AA01 D07AA02 D07XA01 H02AB09 S01BA02 S01CB03 S02BA01,DG00012,C00735,2452,"Anti-inflammatory, Glucocorticoid receptor agonist",50-23-7,7847156,17650
D00089,Oxytocin (JP18/USP/INN); Oxytocin (TN); Pitocin (TN); Syntocinon (TN),C43H66N12O12S2,1007.1873,H01BB02,,C00746,2414,"Oxytocic, Oxytocin receptor agonist",50-56-6,7847157,7872
D00090,Thrombin (JP18/USP/INN); Factor IIa; Thrombostat (TN),,,B02BC06 B02BD30,DG00169,C00752,3323,"Blood coagulation factor (enzyme), Hemostatic",9002-04-4,7847158,9574
D00091,Vanillin (NF),C8H8O3,152.1473,,,C00755,,Pharmaceutic aid (flavor),121-33-5,7847159,18346
D00092,Coptis rhizome (JP18); Powdered coptis rhizome (JP18); Coptis rhizome (TN),,,,,,5100,"Antibacterial, Antispasmodic, Choleretic, Stomachic",,7847160,
D00093,"Microcrystalline cellulose (JP18); Cellulose, microcrystalline (NF); Powdered cellulose (JP18); Avicel PH (TN)",(C6H10O5)n,,,,C00760 G10481,,Pharmaceutic aid (tablet and capsule diluent),9004-34-6,7847161,18246
D00094,Tretinoin (JAN/USP/INN); Avita (TN); Renova (TN); Retin A (TN); Tretinoin (TN),C20H28O2,300.4351,D10AD01 L01XF01,DG00433,C00777,4291,"Antineoplastic, Keratolytic, Retinoic acid receptor (RAR) agonist",302-79-4,7847162,15367
D00095,Epinephrine (USP/INN); Adrenaline (JP18); Adrenalin (TN); Auvi-q (TN); Epipen (TN),C9H13NO3,183.2044,A01AD01 B02BC09 C01CA24 R01AA14 R03AA01 S01EA01,DG00013,C00788,2451,"Bronchodilator, Vasoconstrictor, Adrenergic receptor agonist",51-43-4,7847163,28918
D00096,Sorbitol solution (USP); D-Sorbitol (JP18); Sorbitol (NF); Sorbitol 3% in plastic container (TN),C6H14O6,182.1718,A06AD18 A06AG07 B05CX02 V04CC01,,C00794,2519 7990,"Diagnostic aid (contrast adjunct), Laxative, Perfusate, Pharmaceutic aid (tablet excipient), Supplement (nutrient)",50-70-4,7847164,17924
D00097,Salicylic acid (JP18/USP); Salicylic acid (TN),C7H6O3,138.1207,D01AE12 S01BC08,,C00805,2652 2661,"Antifungal, Keratolytic",69-72-7,7847165,16914
D00098,Camphor (USP); dl-Camphor (JP18),C10H16O,152.2334,C01EB02,DG00240,C18369,2645,"Analgesic, Anti-inflammatory, Antipruritic",76-22-2,7847166,36773
D00099,Cetanol (JP18); Cetyl alcohol (NF); Cetanol (TN),C16H34O,242.4406,,,C00823,,"Pharmaceutic aid (emulsifying, stiffening)",36653-82-4,7847167,16125
D00100,Menatetrenone (JP18/INN); Vitamin K2 (TN),C31H40O2,444.6481,M05BX08,,,3160,"Hemostatic, Osteoporosis agent",863-61-6,7847168,78277
D00101,Vasopressin (JP18/USP); Pitressin (TN); Vasostrict (TN),C46H65N15O12S2,1084.2316,H01BA01,DG00496,C13662,2414,"Antidiuretic, Antihypotensive, Arginine vasopressin receptor agonist",113-79-1,7847169,9937
D00102,Nitrous oxide (JP18/USP); Nitrous oxide (TN),N2O,44.0128,N01AX13,,C00887,1116,Anesthetic (inhalation),10024-97-2,7847170,17045
D00103,Tartaric acid (JP18/NF); Tartaric acid (TN),C4H6O6,150.0868,,,C00898,7149,"Pharmaceutic aid (buffering agent, flavor)",87-69-4,7847171,15674
D00104,Chloramphenicol (JP18/USP/INN); Amphicol (TN); Chloromycetin (TN); Econochlor (TN),C11H12Cl2N2O5,323.1294,D06AX02 D10AF03 G01AA05 J01BA01 S01AA01 S02AA01 S03AA08,DG00399,C00918,1317 1325 2521 2634 6151,"Antibacterial, Antirickettsial, Protein biosynthesis inhibitor",56-75-7,7847172,17698
D00105,Estradiol (JAN/USP/INN); Climara (TN); Divigel (TN); Estrace (TN); Estraderm (TN); Estrasorb (TN); Estring (TN); Estrogel (TN); Innofem (TN); Vagifem (TN); Vivelle (TN),C18H24O2,272.382,G03CA03,DG00462,C00951,2473,"Menstruation disorder agent, Estrogen receptor agonist",50-28-2,7847173,16469
D00106,Epoprostenol (USAN/INN); Prostaglandin I2; Prostacyclin; Epoprostenol (TN),C20H32O5,352.4651,B01AC09,DG00157,C01312,,"Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",35121-78-9,7847174,15552
D00107,Tacrolimus (USP/INN); Tacrolimus hydrate (JP18); Prograf (TN); Protopic (TN),C44H69NO12. H2O,822.0334,D11AH01 L04AD02,DG00439,,1319 2699 3999,"Antiallergic, Immunosuppressant, Calcineurin inhibitor",109581-93-3,7847175,61057
D00108,Iodine (JP18/USP); Cadex (TN),I2,253.8089,D08AG03,DG00425,C01382,2612 2699 2790 7190,"Anti-ulcerative (skin), Disinfectant (topical), Pharmaceutic aid",7553-56-2,7847176,17606
D00109,Aspirin (JP18/USP); Aspalon (JAN); Acetylsalicylic acid; Easprin (TN); Durlaza (TN),C9H8O4,180.1574,A01AD05 B01AC06 N02BA01,DG00015,C01405,1143 3399,"Analgesic, Anti-inflammatory, Antipyretic, Antirheumatic, Antiplatelet, COX inhibitor",50-78-2,7847177,15365
D00110,Cocaine (USP); Cocaine (TN),C17H21NO4,303.3529,N01BC01 R02AD03 S01HA01 S02DA02,DG00808,C01416,,"Anesthetic (topical), Narcotic",50-36-2,7847178,27958
D00111,Lactic acid (JP18/USP); Lactate (TN),C3H6O3,90.0779,G01AD01,,C01432,7149,Pharmaceutic aid (flavor),50-21-5,7847179,28358 78320
D00112,G-Strophanthin (JAN); Ouabain octahydrate,C29H44O12. 8H2O,728.7747,C01AC01,,,,Cardiotonic,11018-89-6,7847180,472805
D00113,Atropine (USP); Atropen (TN),C17H23NO3,289.3694,A03BA01 S01FA01,DG00052,C01479,,"Mydriatic, Muscarinic acetylcholine receptor antagonist",51-55-8,7847181,16684 78734
D00114,Fructose (JP18/USP); D-Fructose; Fructon (TN),C6H12O6,180.1559,V06DC02,DG00242,C10906,3232,Supplement (nutrient),57-48-7,7847182,48095
D00115,Gelatin (JP18/NF); Gelfilm (TN),,,B05AA06,DG00181,C01498,3322 7990,"Hemostatic (local), Pharmaceutic aid (encapsulating, suspending, tablet binder, tablet coating)",9000-70-8,7847183,5291
D00116,Glucagon (genetical recombination) (JP18); Glucagon (JAN/USP/INN); Glucagon (TN),C153H225N43O49S,3482.7473,H04AA01,DG00511,C01501,2492 7229,"Antidiabetic, Diagnostic, Glucagon receptor agonist",9007-92-5,7847184,5391
D00117,Guaiacol (JAN); Creodon (TN),C7H8O2,124.1372,,,C01502,2730,"Analgesic, Disinfectant",90-05-1,7847185,28591
D00118,Naproxen (JP18/USP/INN); Naprosyn (TN),C14H14O3,230.2592,G02CC02 M01AE02 M02AA12,DG00455,C01517,1149,"Analgesic, Anti-inflammatory, Antipyretic, COX inhibitor",22204-53-1,7847186,7476
D00119,Stearic acid (JP18/NF); Stearic acid (TN),C18H36O2,284.4772,,,C01530,,"Pharmaceutic aid (emulsion adjunct, tablet and capsule lubricant)",57-11-4,7847187,28842
D00120,Sulindac (JP18/USP/INN); Clinoril (TN),C20H17FO3S,356.4106,M01AB02,,C01531,1149,"Analgesic, Anti-inflammatory, COX inhibitor",38194-50-2,7847188,9352
D00121,Allantoin (JAN/USP),C4H6N4O3,158.1154,,,C01551,,"Anti-inflammatory, Vulnerary (topical)",97-59-6,7847189,15676
D00122,Calcifediol (USP/INN); Calcifediol monohydrate; Calderol (TN); Rayaldee (TN),C27H44O2. H2O,418.6523,A11CC06 H05BX05,DG00124,,,"Diagnostic aid, Regulator (calcium)",63283-36-3,7847190,181423
D00123,Cyanamide (JP18); Cyanamide (TN),CH2N2,42.04,,,C01566,3932,"Antialcohol dependence, Aldehyde dehydrogenase inhibitor",420-04-2,7847191,16698
D00124,Ephedrine (USP); Ephedrine (TN),C10H15NO,165.2322,C01CA26 R01AA03 R01AB05 R03CA02 S01FB02,DG00227,C01575,,"Bronchodilator, Adrenergic receptor agonist",299-42-3,7847192,15407
D00125,Etoposide (JP18/USP/INN); Vepesid (TN),C29H32O13,588.5566,L01CB01,DG00693,C01576,4240,"Antineoplastic, Topoisomerase II inhibitor",33419-42-0,7847193,4911
D00126,Ibuprofen (JP18/USP/INN); Advil (TN); Motrin (TN),C13H18O2,206.2808,C01EB16 G02CC01 M01AE01 M02AA13 R02AX02,DG00245,C01588,1149,"Analgesic, Anti-inflammatory, Antipyretic, COX inhibitor",15687-27-1,7847194,5855
D00127,Piroxicam (JP18/USP/INN); Feldene (TN),C15H13N3O4S,331.3464,M01AC01 M02AA07 S01BC06,DG00752,C01608,1149 2649,"Analgesic, Anti-inflammatory, Antirheumatic, COX inhibitor",36322-90-4,7847195,8249
D00128,Bacitracin (JP18/USP/INN); Baciim (TN); Bacitracin (TN),,,D06AX05 J01XX10 R02AB04,DG00400,C01667,,"Antibacterial, Cell membrane function inhibitor",1405-87-4,7847196,28669
D00129,Calcitriol (JAN/USP/INN); Rocaltrol (TN),C27H44O3,416.6365,A11CC04 D05AX03,,C01673,3112,"Osteoporosis agent, Vitamin D receptor agonist",32222-06-3,7847197,17823
D00130,Diflunisal (JAN/USP/INN); Dolobid (TN),C13H8F2O3,250.1976,N02BA11,,C01691,,"Analgesic, Anti-inflammatory, COX inhibitor",22494-42-4,7847198,39669
D00131,Disulfiram (JP18/USP/INN); Antabuse (TN),C10H20N2S4,296.5392,N07BB01 P03AA04,,C01692,3939,"Antialcohol dependence, Aldehyde dehydrogenase inhibitor",97-77-8,7847199,4659
D00132,Ketoprofen (JP18/USP/INN); Orudis (TN),C16H14O3,254.2806,M01AE03 M02AA10,DG00753,C01716,1149 2649,"Analgesic, Anti-inflammatory, Antipyretic, COX inhibitor",22071-15-4,7847200,6128
D00133,Resorcinol (USP); Resorcin (JAN); Resorcin (TN),C6H6O2,110.1106,D10AX02 S01AX06,DG00438,C01751,2619,"Anti-acne, Disinfectant (topical), Keratolytic",108-46-3,7847201,27810
D00134,Albendazole (JAN/USP/INN); Albenza (TN),C12H15N3O2S,265.3314,P02CA03,DG01022,C01779,6429,Anthelmintic,54965-21-8,7847202,16664
D00135,Capreomycin sulfate (JAN/USP); Capastat sulfate (TN),C25H43N14O7R. 2H2SO4,,J04AB30,DG00641,,,Antibacterial (tuberculostatic),1405-37-4,7847203,3372
D00136,Haloperidol (JP18/USP/INN); Haldol (TN),C21H23ClFNO2,375.8642,N05AD01,DG00885,C01814,1179,"Antipsychotic, Antidyskinetic, Neuroleptic, Dopamine D2 receptor antagonist",52-86-8,7847204,5613
D00137,Isopropyl alcohol (USP); Isopropanol (JP18); Isopro (TN),C3H8O,60.095,D08AX05,,C01845,2615,"Disinfectant (topical), Pharmaceutic aid (solvent)",67-63-0,7847205,17824
D00138,Scopolamine (INN); Transderm scop (TN),C17H21NO4,303.3529,A04AD01 N05CM05 S01FA02,DG00065,C01851,,"Antiemetic, Mydriatic, Muscarinic acetylcholine receptor antagonist",51-34-3,7847206,16794 182414
D00139,Methoxsalen (JP18/USP); Oxsoralen (TN); UVADEX (TN),C12H8O4,216.1895,D05AD02 D05BA02,,C01864,2699,"Antivitiligo, Pigmentation agent",298-81-7,7847207,18358
D00140,Erythromycin (JP18/USP/INN); Akne-mycin (TN); Eryc (TN); Erygel (TN); Pce (TN); Staticin (TN); T-stat (TN),C37H67NO13,733.9268,D10AF02 J01FA01 S01AA17,DG00436,C01912,6141,"Antibacterial, Protein biosynthesis inhibitor",114-07-8,7847208,42355
D00141,Indomethacin (USP); Indometacin (JP18/INN); Aconip (TN); Indocin (TN),C19H16ClNO4,357.7876,C01EB03 M01AB01 M02AA23 S01BC01,DG00241,C01926,1145 2649,"Analgesic, Anti-inflammatory, Antipyretic, COX inhibitor",53-86-1,7847209,49662
